test	machine	time	rows	dataset	matches	ndistinct	build	prefetch	table_size	index_size	scan_type	caching	run	value	nfound	cost	duration	point_cheapest	indexscan	bitmapscan	seqscan
btree-sort	xeon	1688027557	1000000	sequential	1000	1000	master	0	43479	896	bitmapscan	cached	2	281	1001	98283.27	152.085	f	62.75	86968.33	108276.55
btree-sort	xeon	1688027558	1000000	sequential	1000	1000	master	0	43479	896	bitmapscan	cached	3	432	1001	86968.33	122.791	f	62.75	86968.33	108276.55
btree-sort	xeon	1688027559	1000000	sequential	1000	1000	master	0	43479	896	bitmapscan	cached	4	731	1001	64327.35	62.805	f	62.75	86968.33	108276.55
btree-sort	xeon	1688027560	1000000	sequential	1000	1000	master	0	43479	896	bitmapscan	cached	5	844	1001	55542.68	37.133	f	62.75	86968.33	108276.55
btree-sort	xeon	1688027555	1000000	sequential	1000	1000	master	0	43479	896	indexscan	cached	1	90	1001	62.75	9.791	t	62.75	86968.33	108276.55
btree-sort	xeon	1688027557	1000000	sequential	1000	1000	master	0	43479	896	indexscan	cached	2	333	1001	62.75	9.617	t	62.75	86968.33	108276.55
btree-sort	xeon	1688027558	1000000	sequential	1000	1000	master	0	43479	896	indexscan	cached	3	597	1001	62.75	9.233	t	62.75	86968.33	108276.55
btree-sort	xeon	1688027559	1000000	sequential	1000	1000	master	0	43479	896	indexscan	cached	4	749	1001	62.75	9.252	t	62.75	86968.33	108276.55
btree-sort	xeon	1688027560	1000000	sequential	1000	1000	master	0	43479	896	indexscan	cached	5	946	1001	62.77	9.327	t	62.75	86968.33	108276.55
btree-sort	xeon	1688027556	1000000	sequential	1000	1000	master	0	43479	896	seqscan	cached	1	48	1001	108276.55	202.659	f	62.75	86968.33	108276.55
btree-sort	xeon	1688027568	1000000	sequential	1000	1000	patched	0	43479	896	bitmapscan	cached	1	181	1001	106069.18	158.464	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027570	1000000	sequential	1000	1000	patched	0	43479	896	bitmapscan	cached	2	248	1001	100806.85	137.056	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027571	1000000	sequential	1000	1000	patched	0	43479	896	bitmapscan	cached	3	588	1001	74952.47	80.001	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027572	1000000	sequential	1000	1000	patched	0	43479	896	bitmapscan	cached	4	750	1001	62864.92	52.871	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027573	1000000	sequential	1000	1000	patched	0	43479	896	bitmapscan	cached	5	901	1001	51174.67	27.439	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027567	1000000	sequential	1000	1000	patched	0	43479	896	indexscan	cached	1	39	1001	62.75	9.822	t	62.75	74952.47	102940.44
btree-sort	xeon	1688027569	1000000	sequential	1000	1000	patched	0	43479	896	indexscan	cached	2	338	1001	62.75	9.41	t	62.75	74952.47	102940.44
btree-sort	xeon	1688027571	1000000	sequential	1000	1000	patched	0	43479	896	indexscan	cached	3	599	1001	62.75	9.063	t	62.75	74952.47	102940.44
btree-sort	xeon	1688027572	1000000	sequential	1000	1000	patched	0	43479	896	indexscan	cached	4	741	1001	62.75	9.018	t	62.75	74952.47	102940.44
btree-sort	xeon	1688027572	1000000	sequential	1000	1000	patched	0	43479	896	indexscan	cached	5	978	1001	62.82	8.769	t	62.75	74952.47	102940.44
btree-sort	xeon	1688027569	1000000	sequential	1000	1000	patched	0	43479	896	seqscan	cached	1	144	1001	102940.44	197.01	f	62.75	74952.47	102940.44
btree-sort	xeon	1688027611	1000000	sequential	10000	100	master	0	43479	852	bitmapscan	cached	1	7	10001	130681.67	199.782	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027613	1000000	sequential	10000	100	master	0	43479	852	bitmapscan	cached	2	35	10001	104357.18	148.207	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027615	1000000	sequential	10000	100	master	0	43479	852	bitmapscan	cached	3	47	10001	93585.19	122.197	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027616	1000000	sequential	10000	100	master	0	43479	852	bitmapscan	cached	4	78	10001	64955.32	53.49	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027616	1000000	sequential	10000	100	master	0	43479	852	bitmapscan	cached	5	87	10001	56587.94	42.751	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027611	1000000	sequential	10000	100	master	0	43479	852	indexscan	cached	1	20	10001	623.01	15.133	t	623.04	93585.19	126682.28
btree-sort	xeon	1688027613	1000000	sequential	10000	100	master	0	43479	852	indexscan	cached	2	39	10001	623.01	14.619	t	623.04	93585.19	126682.28
btree-sort	xeon	1688027614	1000000	sequential	10000	100	master	0	43479	852	indexscan	cached	3	49	10001	623.04	15.064	t	623.04	93585.19	126682.28
btree-sort	xeon	1688027615	1000000	sequential	10000	100	master	0	43479	852	indexscan	cached	4	64	10001	623.05	14.768	t	623.04	93585.19	126682.28
btree-sort	xeon	1688027616	1000000	sequential	10000	100	master	0	43479	852	indexscan	cached	5	99	10001	623.63	14.441	t	623.04	93585.19	126682.28
btree-sort	xeon	1688027612	1000000	sequential	10000	100	master	0	43479	852	seqscan	cached	1	2	10001	126682.28	213.95	f	623.04	93585.19	126682.28
btree-sort	xeon	1688027624	1000000	sequential	10000	100	patched	0	43479	852	bitmapscan	cached	1	13	10001	124955.66	191.998	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027626	1000000	sequential	10000	100	patched	0	43479	852	bitmapscan	cached	2	33	10001	106276.08	132.946	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027627	1000000	sequential	10000	100	patched	0	43479	852	bitmapscan	cached	3	49	10001	91779.4	117.841	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027628	1000000	sequential	10000	100	patched	0	43479	852	bitmapscan	cached	4	71	10001	71506.34	75.375	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027629	1000000	sequential	10000	100	patched	0	43479	852	bitmapscan	cached	5	90	10001	53787.59	33.928	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027624	1000000	sequential	10000	100	patched	0	43479	852	indexscan	cached	1	3	10001	623.02	15.527	t	623.04	91779.4	116328.55
btree-sort	xeon	1688027626	1000000	sequential	10000	100	patched	0	43479	852	indexscan	cached	2	34	10001	623.04	14.291	t	623.04	91779.4	116328.55
btree-sort	xeon	1688027627	1000000	sequential	10000	100	patched	0	43479	852	indexscan	cached	3	59	10001	623.03	14.368	t	623.04	91779.4	116328.55
btree-sort	xeon	1688027628	1000000	sequential	10000	100	patched	0	43479	852	indexscan	cached	4	71	10001	623.04	14.588	t	623.04	91779.4	116328.55
btree-sort	xeon	1688027629	1000000	sequential	10000	100	patched	0	43479	852	indexscan	cached	5	96	10001	623.15	14.124	t	623.04	91779.4	116328.55
btree-sort	xeon	1688027625	1000000	sequential	10000	100	patched	0	43479	852	seqscan	cached	1	16	10001	116328.55	205.363	f	623.04	91779.4	116328.55
btree-sort	xeon	1688027695	1000000	sequential	100000	10	master	0	43479	850	bitmapscan	cached	1	1	100001	10000006225.91	66.451	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027697	1000000	sequential	100000	10	master	0	43479	850	bitmapscan	cached	2	3	100001	131541.95	223.604	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027699	1000000	sequential	100000	10	master	0	43479	850	bitmapscan	cached	3	4	100001	120467.69	206.957	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027700	1000000	sequential	100000	10	master	0	43479	850	bitmapscan	cached	4	7	100001	87554.7	146.004	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027701	1000000	sequential	100000	10	master	0	43479	850	bitmapscan	cached	5	9	100001	65509.17	98.602	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027694	1000000	sequential	100000	10	master	0	43479	850	indexscan	cached	1	1	100001	6225.91	64.558	t	6226.04	120467.69	144276.4
btree-sort	xeon	1688027696	1000000	sequential	100000	10	master	0	43479	850	indexscan	cached	2	2	100001	6226.03	63.879	t	6226.04	120467.69	144276.4
btree-sort	xeon	1688027698	1000000	sequential	100000	10	master	0	43479	850	indexscan	cached	3	5	100001	6226.04	64.386	t	6226.04	120467.69	144276.4
btree-sort	xeon	1688027699	1000000	sequential	100000	10	master	0	43479	850	indexscan	cached	4	7	100001	6226.21	63.325	t	6226.04	120467.69	144276.4
btree-sort	xeon	1688027701	1000000	sequential	100000	10	master	0	43479	850	indexscan	cached	5	8	100001	6226.51	70.723	t	6226.04	120467.69	144276.4
btree-sort	xeon	1688027696	1000000	sequential	100000	10	master	0	43479	850	seqscan	cached	1	1	100001	144276.4	258.496	f	6226.04	120467.69	144276.4
btree-sort	xeon	1688027711	1000000	sequential	100000	10	patched	0	43479	850	bitmapscan	cached	1	2	100001	142400.2	213.947	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027713	1000000	sequential	100000	10	patched	0	43479	850	bitmapscan	cached	2	2	100001	142400.2	244.349	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027715	1000000	sequential	100000	10	patched	0	43479	850	bitmapscan	cached	3	6	100001	98713.53	163.38	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027716	1000000	sequential	100000	10	patched	0	43479	850	bitmapscan	cached	4	8	100001	76433.54	125.015	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027717	1000000	sequential	100000	10	patched	0	43479	850	bitmapscan	cached	5	10	100001	54317.15	75.42	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027710	1000000	sequential	100000	10	patched	0	43479	850	indexscan	cached	1	1	100001	6225.91	66.826	t	6226.15	98713.53	144276.4
btree-sort	xeon	1688027712	1000000	sequential	100000	10	patched	0	43479	850	indexscan	cached	2	4	100001	6226.11	64.894	t	6226.15	98713.53	144276.4
btree-sort	xeon	1688027714	1000000	sequential	100000	10	patched	0	43479	850	indexscan	cached	3	6	100001	6226.15	67.168	t	6226.15	98713.53	144276.4
btree-sort	xeon	1688027715	1000000	sequential	100000	10	patched	0	43479	850	indexscan	cached	4	6	100001	6226.15	66.918	t	6226.15	98713.53	144276.4
btree-sort	xeon	1688027717	1000000	sequential	100000	10	patched	0	43479	850	indexscan	cached	5	8	100001	6226.51	66.534	t	6226.15	98713.53	144276.4
btree-sort	xeon	1688027712	1000000	sequential	100000	10	patched	0	43479	850	seqscan	cached	1	1	100001	144276.4	260.624	f	6226.15	98713.53	144276.4
btree-sort	xeon	1688027674	1000000	sequential	1	1000000	master	32	43479	2745	bitmapscan	cached	1	148867	2	68538.89	169.801	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027676	1000000	sequential	1	1000000	master	32	43479	2745	bitmapscan	cached	2	325899	2	63364.27	139.014	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027677	1000000	sequential	1	1000000	master	32	43479	2745	bitmapscan	cached	3	433862	2	60146.66	116.235	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027678	1000000	sequential	1	1000000	master	32	43479	2745	bitmapscan	cached	4	711759	2	52097.16	64.932	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027678	1000000	sequential	1	1000000	master	32	43479	2745	bitmapscan	cached	5	957556	2	31671.85	18.01	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027673	1000000	sequential	1	1000000	master	32	43479	2745	indexscan	cached	1	23349	2	0.49	9.023	t	0.49	60146.66	60728.88
btree-sort	xeon	1688027675	1000000	sequential	1	1000000	master	32	43479	2745	indexscan	cached	2	357297	2	0.49	9.037	t	0.49	60146.66	60728.88
btree-sort	xeon	1688027676	1000000	sequential	1	1000000	master	32	43479	2745	indexscan	cached	3	551519	2	0.49	8.194	t	0.49	60146.66	60728.88
btree-sort	xeon	1688027677	1000000	sequential	1	1000000	master	32	43479	2745	indexscan	cached	4	623833	2	0.49	8.067	t	0.49	60146.66	60728.88
btree-sort	xeon	1688027678	1000000	sequential	1	1000000	master	32	43479	2745	indexscan	cached	5	971933	2	0.49	8.326	t	0.49	60146.66	60728.88
btree-sort	xeon	1688027674	1000000	sequential	1	1000000	master	32	43479	2745	seqscan	cached	1	50783	2	60728.88	202.278	f	0.49	60146.66	60728.88
btree-sort	xeon	1688027686	1000000	sequential	1	1000000	patched	32	43479	2745	bitmapscan	cached	1	163707	2	68131.6	164.543	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027688	1000000	sequential	1	1000000	patched	32	43479	2745	bitmapscan	cached	2	384894	2	61597.83	135.601	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027689	1000000	sequential	1	1000000	patched	32	43479	2745	bitmapscan	cached	3	524170	2	57530.51	101.141	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027690	1000000	sequential	1	1000000	patched	32	43479	2745	bitmapscan	cached	4	619282	2	54776.82	81.463	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027691	1000000	sequential	1	1000000	patched	32	43479	2745	bitmapscan	cached	5	964087	2	28856.41	15.308	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027685	1000000	sequential	1	1000000	patched	32	43479	2745	indexscan	cached	1	79275	2	0.49	9.982	t	0.49	57530.51	60462.07
btree-sort	xeon	1688027687	1000000	sequential	1	1000000	patched	32	43479	2745	indexscan	cached	2	285763	2	0.49	8.792	t	0.49	57530.51	60462.07
btree-sort	xeon	1688027689	1000000	sequential	1	1000000	patched	32	43479	2745	indexscan	cached	3	479046	2	0.49	8.56	t	0.49	57530.51	60462.07
btree-sort	xeon	1688027690	1000000	sequential	1	1000000	patched	32	43479	2745	indexscan	cached	4	611057	2	0.49	8.552	t	0.49	57530.51	60462.07
btree-sort	xeon	1688027691	1000000	sequential	1	1000000	patched	32	43479	2745	indexscan	cached	5	958654	2	0.49	8.266	t	0.49	57530.51	60462.07
btree-sort	xeon	1688027687	1000000	sequential	1	1000000	patched	32	43479	2745	seqscan	cached	1	104555	2	60462.07	199.89	f	0.49	57530.51	60462.07
btree-sort	xeon	1688027589	1000000	sequential	10	100000	master	32	43479	1157	bitmapscan	cached	1	11121	11	82201.81	163.706	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027591	1000000	sequential	10	100000	master	32	43479	1157	bitmapscan	cached	2	36395	11	71167.55	144.536	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027593	1000000	sequential	10	100000	master	32	43479	1157	bitmapscan	cached	3	50457	11	64976.77	112.891	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027594	1000000	sequential	10	100000	master	32	43479	1157	bitmapscan	cached	4	61844	11	60016.61	74.59	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027594	1000000	sequential	10	100000	master	32	43479	1157	bitmapscan	cached	5	88815	11	48259.23	29.147	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027589	1000000	sequential	10	100000	master	32	43479	1157	indexscan	cached	1	5018	11	1.05	9.701	t	1.05	64976.77	74028.94
btree-sort	xeon	1688027591	1000000	sequential	10	100000	master	32	43479	1157	indexscan	cached	2	28735	11	1.05	8.583	t	1.05	64976.77	74028.94
btree-sort	xeon	1688027592	1000000	sequential	10	100000	master	32	43479	1157	indexscan	cached	3	50623	11	1.05	8.998	t	1.05	64976.77	74028.94
btree-sort	xeon	1688027593	1000000	sequential	10	100000	master	32	43479	1157	indexscan	cached	4	79804	11	1.05	8.692	t	1.05	64976.77	74028.94
btree-sort	xeon	1688027594	1000000	sequential	10	100000	master	32	43479	1157	indexscan	cached	5	99392	11	1.05	8.305	t	1.05	64976.77	74028.94
btree-sort	xeon	1688027590	1000000	sequential	10	100000	master	32	43479	1157	seqscan	cached	1	16247	11	74028.94	199.062	f	1.05	64976.77	74028.94
btree-sort	xeon	1688027602	1000000	sequential	10	100000	patched	32	43479	1157	bitmapscan	cached	1	1061	11	86594.63	209.477	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027604	1000000	sequential	10	100000	patched	32	43479	1157	bitmapscan	cached	2	24492	11	76285.96	168.351	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027606	1000000	sequential	10	100000	patched	32	43479	1157	bitmapscan	cached	3	43311	11	68156.73	110.549	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027607	1000000	sequential	10	100000	patched	32	43479	1157	bitmapscan	cached	4	71781	11	55717.29	58.965	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027607	1000000	sequential	10	100000	patched	32	43479	1157	bitmapscan	cached	5	86552	11	49301.26	37.629	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027601	1000000	sequential	10	100000	patched	32	43479	1157	indexscan	cached	1	17650	11	1.05	9.257	t	1.05	68156.73	73658.83
btree-sort	xeon	1688027604	1000000	sequential	10	100000	patched	32	43479	1157	indexscan	cached	2	28002	11	1.05	9.196	t	1.05	68156.73	73658.83
btree-sort	xeon	1688027605	1000000	sequential	10	100000	patched	32	43479	1157	indexscan	cached	3	54605	11	1.05	8.472	t	1.05	68156.73	73658.83
btree-sort	xeon	1688027606	1000000	sequential	10	100000	patched	32	43479	1157	indexscan	cached	4	62095	11	1.05	8.562	t	1.05	68156.73	73658.83
btree-sort	xeon	1688027607	1000000	sequential	10	100000	patched	32	43479	1157	indexscan	cached	5	96782	11	1.05	8.95	t	1.05	68156.73	73658.83
btree-sort	xeon	1688027603	1000000	sequential	10	100000	patched	32	43479	1157	seqscan	cached	1	17872	11	73658.83	197.385	f	1.05	68156.73	73658.83
btree-sort	xeon	1688027646	1000000	sequential	100	10000	master	32	43479	839	bitmapscan	cached	1	180	101	102080.53	178.423	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027648	1000000	sequential	100	10000	master	32	43479	839	bitmapscan	cached	2	3641	101	81085.96	142.35	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027649	1000000	sequential	100	10000	master	32	43479	839	bitmapscan	cached	3	5044	101	72787.97	94.423	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027650	1000000	sequential	100	10000	master	32	43479	839	bitmapscan	cached	4	7162	101	60321.88	57.847	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027651	1000000	sequential	100	10000	master	32	43479	839	bitmapscan	cached	5	8649	101	51639.02	36.602	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027645	1000000	sequential	100	10000	master	32	43479	839	indexscan	cached	1	258	101	6.65	9.615	t	6.65	72787.97	92364.56
btree-sort	xeon	1688027647	1000000	sequential	100	10000	master	32	43479	839	indexscan	cached	2	2155	101	6.65	9.487	t	6.65	72787.97	92364.56
btree-sort	xeon	1688027649	1000000	sequential	100	10000	master	32	43479	839	indexscan	cached	3	5530	101	6.65	8.868	t	6.65	72787.97	92364.56
btree-sort	xeon	1688027650	1000000	sequential	100	10000	master	32	43479	839	indexscan	cached	4	7961	101	6.65	8.392	t	6.65	72787.97	92364.56
btree-sort	xeon	1688027650	1000000	sequential	100	10000	master	32	43479	839	indexscan	cached	5	9900	101	6.67	8.61	t	6.65	72787.97	92364.56
btree-sort	xeon	1688027647	1000000	sequential	100	10000	master	32	43479	839	seqscan	cached	1	451	101	92364.56	205.094	f	6.65	72787.97	92364.56
btree-sort	xeon	1688027658	1000000	sequential	100	10000	patched	32	43479	839	bitmapscan	cached	1	409	101	100590.98	175.216	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027660	1000000	sequential	100	10000	patched	32	43479	839	bitmapscan	cached	2	3015	101	84965.24	133.042	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027662	1000000	sequential	100	10000	patched	32	43479	839	bitmapscan	cached	3	5395	101	70696.46	88.363	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027662	1000000	sequential	100	10000	patched	32	43479	839	bitmapscan	cached	4	7227	101	59933.39	57.337	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027663	1000000	sequential	100	10000	patched	32	43479	839	bitmapscan	cached	5	9650	101	30664.35	16.112	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027658	1000000	sequential	100	10000	patched	32	43479	839	indexscan	cached	1	1418	101	6.65	8.912	t	6.65	70696.46	92026.28
btree-sort	xeon	1688027660	1000000	sequential	100	10000	patched	32	43479	839	indexscan	cached	2	3506	101	6.65	9.178	t	6.65	70696.46	92026.28
btree-sort	xeon	1688027661	1000000	sequential	100	10000	patched	32	43479	839	indexscan	cached	3	5779	101	6.65	8.843	t	6.65	70696.46	92026.28
btree-sort	xeon	1688027662	1000000	sequential	100	10000	patched	32	43479	839	indexscan	cached	4	7194	101	6.65	8.62	t	6.65	70696.46	92026.28
btree-sort	xeon	1688027663	1000000	sequential	100	10000	patched	32	43479	839	indexscan	cached	5	9579	101	6.65	8.473	t	6.65	70696.46	92026.28
btree-sort	xeon	1688027659	1000000	sequential	100	10000	patched	32	43479	839	seqscan	cached	1	537	101	92026.28	201.543	f	6.65	70696.46	92026.28
btree-sort	xeon	1688027562	1000000	sequential	1000	1000	master	32	43479	896	bitmapscan	cached	1	83	1001	113792.18	168.931	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027564	1000000	sequential	1000	1000	master	32	43479	896	bitmapscan	cached	2	323	1001	95211.7	150.575	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027565	1000000	sequential	1000	1000	master	32	43479	896	bitmapscan	cached	3	464	1001	84370.05	102.841	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027566	1000000	sequential	1000	1000	master	32	43479	896	bitmapscan	cached	4	610	1001	73264.28	77.909	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027567	1000000	sequential	1000	1000	master	32	43479	896	bitmapscan	cached	5	958	1001	35475.12	17.905	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027561	1000000	sequential	1000	1000	master	32	43479	896	indexscan	cached	1	114	1001	62.75	9.742	t	62.75	84370.05	105827.45
btree-sort	xeon	1688027563	1000000	sequential	1000	1000	master	32	43479	896	indexscan	cached	2	289	1001	62.75	9.007	t	62.75	84370.05	105827.45
btree-sort	xeon	1688027564	1000000	sequential	1000	1000	master	32	43479	896	indexscan	cached	3	401	1001	62.75	9.396	t	62.75	84370.05	105827.45
btree-sort	xeon	1688027565	1000000	sequential	1000	1000	master	32	43479	896	indexscan	cached	4	673	1001	62.75	9.397	t	62.75	84370.05	105827.45
btree-sort	xeon	1688027566	1000000	sequential	1000	1000	master	32	43479	896	indexscan	cached	5	865	1001	62.76	8.841	t	62.75	84370.05	105827.45
btree-sort	xeon	1688027562	1000000	sequential	1000	1000	master	32	43479	896	seqscan	cached	1	93	1001	105827.45	203.284	f	62.75	84370.05	105827.45
btree-sort	xeon	1688027574	1000000	sequential	1000	1000	patched	32	43479	896	bitmapscan	cached	1	56	1001	115772.05	176.39	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027576	1000000	sequential	1000	1000	patched	32	43479	896	bitmapscan	cached	2	290	1001	97624.69	159.658	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027578	1000000	sequential	1000	1000	patched	32	43479	896	bitmapscan	cached	3	451	1001	85455.14	126.007	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027578	1000000	sequential	1000	1000	patched	32	43479	896	bitmapscan	cached	4	767	1001	61523.73	50.812	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027579	1000000	sequential	1000	1000	patched	32	43479	896	bitmapscan	cached	5	863	1001	54080.24	34.447	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027573	1000000	sequential	1000	1000	patched	32	43479	896	indexscan	cached	1	59	1001	62.75	11.255	t	62.75	85455.14	107402.03
btree-sort	xeon	1688027576	1000000	sequential	1000	1000	patched	32	43479	896	indexscan	cached	2	273	1001	62.75	9.022	t	62.75	85455.14	107402.03
btree-sort	xeon	1688027577	1000000	sequential	1000	1000	patched	32	43479	896	indexscan	cached	3	468	1001	62.75	9.204	t	62.75	85455.14	107402.03
btree-sort	xeon	1688027578	1000000	sequential	1000	1000	patched	32	43479	896	indexscan	cached	4	716	1001	62.75	9.442	t	62.75	85455.14	107402.03
btree-sort	xeon	1688027579	1000000	sequential	1000	1000	patched	32	43479	896	indexscan	cached	5	965	1001	62.8	8.773	t	62.75	85455.14	107402.03
btree-sort	xeon	1688027575	1000000	sequential	1000	1000	patched	32	43479	896	seqscan	cached	1	64	1001	107402.03	200.794	f	62.75	85455.14	107402.03
btree-sort	xeon	1688027618	1000000	sequential	10000	100	master	32	43479	852	bitmapscan	cached	1	2	10001	135481.83	213.301	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027620	1000000	sequential	10000	100	master	32	43479	852	bitmapscan	cached	2	26	10001	112591.67	170.342	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027621	1000000	sequential	10000	100	master	32	43479	852	bitmapscan	cached	3	54	10001	87165.62	95.992	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027622	1000000	sequential	10000	100	master	32	43479	852	bitmapscan	cached	4	76	10001	66913.92	64.4	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027623	1000000	sequential	10000	100	master	32	43479	852	bitmapscan	cached	5	97	10001	34241.78	23.265	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027617	1000000	sequential	10000	100	master	32	43479	852	indexscan	cached	1	17	10001	623.02	14.97	t	623.02	87165.62	121483.99
btree-sort	xeon	1688027619	1000000	sequential	10000	100	master	32	43479	852	indexscan	cached	2	20	10001	623.01	14.559	t	623.02	87165.62	121483.99
btree-sort	xeon	1688027620	1000000	sequential	10000	100	master	32	43479	852	indexscan	cached	3	42	10001	623.02	14.48	t	623.02	87165.62	121483.99
btree-sort	xeon	1688027621	1000000	sequential	10000	100	master	32	43479	852	indexscan	cached	4	73	10001	623.07	14.45	t	623.02	87165.62	121483.99
btree-sort	xeon	1688027622	1000000	sequential	10000	100	master	32	43479	852	indexscan	cached	5	96	10001	623.15	14.188	t	623.02	87165.62	121483.99
btree-sort	xeon	1688027619	1000000	sequential	10000	100	master	32	43479	852	seqscan	cached	1	9	10001	121483.99	209.125	f	623.02	87165.62	121483.99
btree-sort	xeon	1688027631	1000000	sequential	10000	100	patched	32	43479	852	bitmapscan	cached	1	11	10001	126821.07	175.538	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027633	1000000	sequential	10000	100	patched	32	43479	852	bitmapscan	cached	2	23	10001	115544.84	178.463	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027634	1000000	sequential	10000	100	patched	32	43479	852	bitmapscan	cached	3	46	10001	94497.23	125.388	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027635	1000000	sequential	10000	100	patched	32	43479	852	bitmapscan	cached	4	63	10001	79067.05	83.652	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027636	1000000	sequential	10000	100	patched	32	43479	852	bitmapscan	cached	5	83	10001	60239.27	52.437	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027630	1000000	sequential	10000	100	patched	32	43479	852	indexscan	cached	1	2	10001	623.01	14.798	t	623.04	94497.23	115642.74
btree-sort	xeon	1688027632	1000000	sequential	10000	100	patched	32	43479	852	indexscan	cached	2	36	10001	623.04	14.589	t	623.04	94497.23	115642.74
btree-sort	xeon	1688027633	1000000	sequential	10000	100	patched	32	43479	852	indexscan	cached	3	45	10001	623.02	14.784	t	623.04	94497.23	115642.74
btree-sort	xeon	1688027634	1000000	sequential	10000	100	patched	32	43479	852	indexscan	cached	4	61	10001	623.05	14.694	t	623.04	94497.23	115642.74
btree-sort	xeon	1688027635	1000000	sequential	10000	100	patched	32	43479	852	indexscan	cached	5	91	10001	623.15	14.345	t	623.04	94497.23	115642.74
btree-sort	xeon	1688027631	1000000	sequential	10000	100	patched	32	43479	852	seqscan	cached	1	17	10001	115642.74	204.708	f	623.04	94497.23	115642.74
btree-sort	xeon	1688027703	1000000	sequential	100000	10	master	32	43479	850	bitmapscan	cached	1	1	100001	10000006225.91	63.674	f	6226.19	109688.83	144276.4
