test	machine	time	rows	dataset	matches	ndistinct	build	prefetch	table_size	index_size	scan_type	caching	run	value	nfound	cost	duration	point_cheapest	indexscan	bitmapscan	seqscan
hash	xeon	1687999301	10000000	random	100	100000	master	0	434783	41254	indexscan	uncached	3	42517	101	154.77	22.661	f	154.77	154.28	559783.11
hash	xeon	1687999301	10000000	random	100	100000	master	0	434783	41254	indexscan	uncached	4	66834	115	154.77	24.525	f	154.77	154.28	559783.11
hash	xeon	1687999302	10000000	random	100	100000	master	0	434783	41254	indexscan	uncached	5	85804	125	154.77	32.53	f	154.77	154.28	559783.11
hash	xeon	1687999296	10000000	random	100	100000	master	0	434783	41254	seqscan	uncached	1	14262	82	559783.11	2098.626	f	154.77	154.28	559783.11
hash	xeon	1687999312	10000000	random	100	100000	patched	0	434783	41254	bitmapscan	uncached	1	11233	114	154.28	43.587	t	154.77	154.28	559783.11
hash	xeon	1687999316	10000000	random	100	100000	patched	0	434783	41254	bitmapscan	uncached	2	32963	99	154.28	23.548	t	154.77	154.28	559783.11
hash	xeon	1687999317	10000000	random	100	100000	patched	0	434783	41254	bitmapscan	uncached	3	54906	112	154.28	25.283	t	154.77	154.28	559783.11
hash	xeon	1687999318	10000000	random	100	100000	patched	0	434783	41254	bitmapscan	uncached	4	77542	93	154.28	22.861	t	154.77	154.28	559783.11
hash	xeon	1687999319	10000000	random	100	100000	patched	0	434783	41254	bitmapscan	uncached	5	82683	106	154.28	23.993	t	154.77	154.28	559783.11
hash	xeon	1687999311	10000000	random	100	100000	patched	0	434783	41254	indexscan	uncached	1	6669	103	154.77	36.194	f	154.77	154.28	559783.11
hash	xeon	1687999316	10000000	random	100	100000	patched	0	434783	41254	indexscan	uncached	2	32399	86	154.77	20.445	f	154.77	154.28	559783.11
hash	xeon	1687999317	10000000	random	100	100000	patched	0	434783	41254	indexscan	uncached	3	40434	84	154.77	22.664	f	154.77	154.28	559783.11
hash	xeon	1687999317	10000000	random	100	100000	patched	0	434783	41254	indexscan	uncached	4	70005	92	154.77	22.034	f	154.77	154.28	559783.11
hash	xeon	1687999318	10000000	random	100	100000	patched	0	434783	41254	indexscan	uncached	5	93998	94	154.77	22.922	f	154.77	154.28	559783.11
hash	xeon	1687999312	10000000	random	100	100000	patched	0	434783	41254	seqscan	uncached	1	18628	85	559783.11	2091.26	f	154.77	154.28	559783.11
hash	xeon	1687999037	10000000	random	1000	10000	master	0	434783	53132	bitmapscan	uncached	1	1428	987	1499.35	119.842	t	1520.45	1499.35	559781.49
hash	xeon	1687999042	10000000	random	1000	10000	master	0	434783	53132	bitmapscan	uncached	2	3159	1036	1499.35	124.782	t	1520.45	1499.35	559781.49
hash	xeon	1687999043	10000000	random	1000	10000	master	0	434783	53132	bitmapscan	uncached	3	5959	1071	1499.35	130.717	t	1520.45	1499.35	559781.49
hash	xeon	1687999043	10000000	random	1000	10000	master	0	434783	53132	bitmapscan	uncached	4	7242	1058	1499.35	129.334	t	1520.45	1499.35	559781.49
hash	xeon	1687999044	10000000	random	1000	10000	master	0	434783	53132	bitmapscan	uncached	5	9775	988	1499.35	120.835	t	1520.45	1499.35	559781.49
hash	xeon	1687999036	10000000	random	1000	10000	master	0	434783	53132	indexscan	uncached	1	1020	966	1520.45	115.57	f	1520.45	1499.35	559781.49
hash	xeon	1687999041	10000000	random	1000	10000	master	0	434783	53132	indexscan	uncached	2	3567	1025	1520.45	121.812	f	1520.45	1499.35	559781.49
hash	xeon	1687999042	10000000	random	1000	10000	master	0	434783	53132	indexscan	uncached	3	4003	1043	1520.45	125.415	f	1520.45	1499.35	559781.49
hash	xeon	1687999043	10000000	random	1000	10000	master	0	434783	53132	indexscan	uncached	4	6299	1007	1520.45	123.848	f	1520.45	1499.35	559781.49
hash	xeon	1687999044	10000000	random	1000	10000	master	0	434783	53132	indexscan	uncached	5	8332	959	1520.45	118.8	f	1520.45	1499.35	559781.49
hash	xeon	1687999037	10000000	random	1000	10000	master	0	434783	53132	seqscan	uncached	1	1881	1028	559781.49	2195.412	f	1520.45	1499.35	559781.49
hash	xeon	1687999054	10000000	random	1000	10000	patched	0	434783	53132	bitmapscan	uncached	1	1595	1056	1499.35	130.907	t	1520.45	1499.35	559781.49
hash	xeon	1687999059	10000000	random	1000	10000	patched	0	434783	53132	bitmapscan	uncached	2	3113	1042	1499.35	127.569	t	1520.45	1499.35	559781.49
hash	xeon	1687999060	10000000	random	1000	10000	patched	0	434783	53132	bitmapscan	uncached	3	5575	962	1499.35	119.006	t	1520.45	1499.35	559781.49
hash	xeon	1687999061	10000000	random	1000	10000	patched	0	434783	53132	bitmapscan	uncached	4	7420	1034	1499.35	128.187	t	1520.45	1499.35	559781.49
hash	xeon	1687999062	10000000	random	1000	10000	patched	0	434783	53132	bitmapscan	uncached	5	8221	976	1499.35	121.537	t	1520.45	1499.35	559781.49
hash	xeon	1687999054	10000000	random	1000	10000	patched	0	434783	53132	indexscan	uncached	1	1485	961	1520.45	119.619	f	1520.45	1499.35	559781.49
hash	xeon	1687999059	10000000	random	1000	10000	patched	0	434783	53132	indexscan	uncached	2	2866	965	1520.45	115.445	f	1520.45	1499.35	559781.49
hash	xeon	1687999060	10000000	random	1000	10000	patched	0	434783	53132	indexscan	uncached	3	4122	988	1520.45	121.353	f	1520.45	1499.35	559781.49
hash	xeon	1687999061	10000000	random	1000	10000	patched	0	434783	53132	indexscan	uncached	4	7580	1036	1520.45	128.44	f	1520.45	1499.35	559781.49
hash	xeon	1687999062	10000000	random	1000	10000	patched	0	434783	53132	indexscan	uncached	5	9058	991	1520.45	123.475	f	1520.45	1499.35	559781.49
hash	xeon	1687999055	10000000	random	1000	10000	patched	0	434783	53132	seqscan	uncached	1	667	1038	559781.49	2176.529	f	1520.45	1499.35	559781.49
hash	xeon	1687999197	10000000	random	10000	1000	master	0	434783	56807	bitmapscan	uncached	1	7	9879	14284.35	1081.953	t	14995.38	14284.35	559783.11
hash	xeon	1687999204	10000000	random	10000	1000	master	0	434783	56807	bitmapscan	uncached	2	259	9955	14284.35	1082.584	t	14995.38	14284.35	559783.11
hash	xeon	1687999207	10000000	random	10000	1000	master	0	434783	56807	bitmapscan	uncached	3	577	10091	14284.35	1096.647	t	14995.38	14284.35	559783.11
hash	xeon	1687999210	10000000	random	10000	1000	master	0	434783	56807	bitmapscan	uncached	4	714	9970	14284.35	1088.244	t	14995.38	14284.35	559783.11
hash	xeon	1687999213	10000000	random	10000	1000	master	0	434783	56807	bitmapscan	uncached	5	819	10024	14284.35	1080.186	t	14995.38	14284.35	559783.11
hash	xeon	1687999195	10000000	random	10000	1000	master	0	434783	56807	indexscan	uncached	1	150	9821	14995.38	1062.621	f	14995.38	14284.35	559783.11
hash	xeon	1687999203	10000000	random	10000	1000	master	0	434783	56807	indexscan	uncached	2	212	10107	14995.38	1078.871	f	14995.38	14284.35	559783.11
hash	xeon	1687999206	10000000	random	10000	1000	master	0	434783	56807	indexscan	uncached	3	407	9774	14995.38	1051.352	f	14995.38	14284.35	559783.11
hash	xeon	1687999209	10000000	random	10000	1000	master	0	434783	56807	indexscan	uncached	4	714	9970	14995.38	1077.023	f	14995.38	14284.35	559783.11
hash	xeon	1687999211	10000000	random	10000	1000	master	0	434783	56807	indexscan	uncached	5	925	10042	14995.38	1073.016	f	14995.38	14284.35	559783.11
hash	xeon	1687999199	10000000	random	10000	1000	master	0	434783	56807	seqscan	uncached	1	44	10204	559783.11	2181.193	f	14995.38	14284.35	559783.11
hash	xeon	1687999230	10000000	random	10000	1000	patched	0	434783	56807	bitmapscan	uncached	1	114	10005	14284.35	1099.539	t	14995.38	14284.35	559783.11
hash	xeon	1687999237	10000000	random	10000	1000	patched	0	434783	56807	bitmapscan	uncached	2	231	10294	14284.35	1110.895	t	14995.38	14284.35	559783.11
hash	xeon	1687999240	10000000	random	10000	1000	patched	0	434783	56807	bitmapscan	uncached	3	488	9916	14284.35	1087.536	t	14995.38	14284.35	559783.11
hash	xeon	1687999243	10000000	random	10000	1000	patched	0	434783	56807	bitmapscan	uncached	4	795	9942	14284.35	1092.806	t	14995.38	14284.35	559783.11
hash	xeon	1687999246	10000000	random	10000	1000	patched	0	434783	56807	bitmapscan	uncached	5	865	9930	14284.35	1094.979	t	14995.38	14284.35	559783.11
hash	xeon	1687999229	10000000	random	10000	1000	patched	0	434783	56807	indexscan	uncached	1	52	10102	14995.38	1101.436	f	14995.38	14284.35	559783.11
hash	xeon	1687999236	10000000	random	10000	1000	patched	0	434783	56807	indexscan	uncached	2	318	9926	14995.38	1077.451	f	14995.38	14284.35	559783.11
hash	xeon	1687999239	10000000	random	10000	1000	patched	0	434783	56807	indexscan	uncached	3	435	9860	14995.38	1067.938	f	14995.38	14284.35	559783.11
hash	xeon	1687999242	10000000	random	10000	1000	patched	0	434783	56807	indexscan	uncached	4	775	9977	14995.38	1094.545	f	14995.38	14284.35	559783.11
hash	xeon	1687999245	10000000	random	10000	1000	patched	0	434783	56807	indexscan	uncached	5	949	9931	14995.38	1075.538	f	14995.38	14284.35	559783.11
hash	xeon	1687999232	10000000	random	10000	1000	patched	0	434783	56807	seqscan	uncached	1	189	10042	559783.11	2171.772	f	14995.38	14284.35	559783.11
hash	xeon	1687999641	10000000	random	100000	100	master	0	434783	57288	bitmapscan	uncached	1	18	100091	110238.22	4842.582	t	142048.98	123073.98	559781.49
hash	xeon	1687999656	10000000	random	100000	100	master	0	434783	57288	bitmapscan	uncached	2	34	100260	123387.23	4788.388	t	142048.98	123073.98	559781.49
hash	xeon	1687999667	10000000	random	100000	100	master	0	434783	57288	bitmapscan	uncached	3	55	99869	123073.98	4942.874	t	142048.98	123073.98	559781.49
hash	xeon	1687999678	10000000	random	100000	100	master	0	434783	57288	bitmapscan	uncached	4	68	99876	118006.39	4864.536	t	142048.98	123073.98	559781.49
hash	xeon	1687999690	10000000	random	100000	100	master	0	434783	57288	bitmapscan	uncached	5	93	100003	123073.98	4843.876	t	142048.98	123073.98	559781.49
hash	xeon	1687999635	10000000	random	100000	100	master	0	434783	57288	indexscan	uncached	1	8	100070	142048.98	4850.382	f	142048.98	123073.98	559781.49
hash	xeon	1687999651	10000000	random	100000	100	master	0	434783	57288	indexscan	uncached	2	28	99752	142048.98	4922.335	f	142048.98	123073.98	559781.49
hash	xeon	1687999662	10000000	random	100000	100	master	0	434783	57288	indexscan	uncached	3	54	99869	136726.14	4765.636	f	142048.98	123073.98	559781.49
hash	xeon	1687999673	10000000	random	100000	100	master	0	434783	57288	indexscan	uncached	4	72	99460	142048.98	4851.062	f	142048.98	123073.98	559781.49
hash	xeon	1687999684	10000000	random	100000	100	master	0	434783	57288	indexscan	uncached	5	84	100170	139598.98	4868.409	f	142048.98	123073.98	559781.49
hash	xeon	1687999647	10000000	random	100000	100	master	0	434783	57288	seqscan	uncached	1	18	100091	559781.49	2205.449	f	142048.98	123073.98	559781.49
hash	xeon	1687999741	10000000	random	100000	100	patched	0	434783	57288	bitmapscan	uncached	1	0	49964	61489.45	3549.263	t	139598.98	115761.85	559781.49
hash	xeon	1687999755	10000000	random	100000	100	patched	0	434783	57288	bitmapscan	uncached	2	39	99954	119599.17	4937.941	t	139598.98	115761.85	559781.49
hash	xeon	1687999766	10000000	random	100000	100	patched	0	434783	57288	bitmapscan	uncached	3	58	99894	125262.57	4855.087	t	139598.98	115761.85	559781.49
hash	xeon	1687999777	10000000	random	100000	100	patched	0	434783	57288	bitmapscan	uncached	4	79	99849	115761.85	4832.191	t	139598.98	115761.85	559781.49
hash	xeon	1687999788	10000000	random	100000	100	patched	0	434783	57288	bitmapscan	uncached	5	91	99825	110894.09	4860.036	t	139598.98	115761.85	559781.49
hash	xeon	1687999736	10000000	random	100000	100	patched	0	434783	57288	indexscan	uncached	1	13	100334	142456.81	4863.991	f	139598.98	115761.85	559781.49
hash	xeon	1687999749	10000000	random	100000	100	patched	0	434783	57288	indexscan	uncached	2	25	100028	142863.14	4860.763	f	139598.98	115761.85	559781.49
hash	xeon	1687999760	10000000	random	100000	100	patched	0	434783	57288	indexscan	uncached	3	57	99657	139598.98	4878.915	f	139598.98	115761.85	559781.49
hash	xeon	1687999772	10000000	random	100000	100	patched	0	434783	57288	indexscan	uncached	4	66	99749	133428.98	4890.78	f	139598.98	115761.85	559781.49
hash	xeon	1687999783	10000000	random	100000	100	patched	0	434783	57288	indexscan	uncached	5	97	100497	128031.15	4705.267	f	139598.98	115761.85	559781.49
hash	xeon	1687999745	10000000	random	100000	100	patched	0	434783	57288	seqscan	uncached	1	5	100447	559781.49	2207.299	f	139598.98	115761.85	559781.49
hash	xeon	1687999373	10000000	random	1	10000000	master	32	434783	32772	bitmapscan	uncached	1	1523978	2	4.54	12.396	f	4.53	4.54	559783.11
hash	xeon	1687999378	10000000	random	1	10000000	master	32	434783	32772	bitmapscan	uncached	2	2515056	1	4.54	11.858	f	4.53	4.54	559783.11
hash	xeon	1687999378	10000000	random	1	10000000	master	32	434783	32772	bitmapscan	uncached	3	4233339	1	4.54	10.484	f	4.53	4.54	559783.11
hash	xeon	1687999379	10000000	random	1	10000000	master	32	434783	32772	bitmapscan	uncached	4	6542176	3	4.54	12.461	f	4.53	4.54	559783.11
hash	xeon	1687999380	10000000	random	1	10000000	master	32	434783	32772	bitmapscan	uncached	5	9400089	2	4.54	11.64	f	4.53	4.54	559783.11
hash	xeon	1687999372	10000000	random	1	10000000	master	32	434783	32772	indexscan	uncached	1	1259264	3	4.53	11.818	t	4.53	4.54	559783.11
hash	xeon	1687999377	10000000	random	1	10000000	master	32	434783	32772	indexscan	uncached	2	2522734	2	4.53	12.108	t	4.53	4.54	559783.11
hash	xeon	1687999378	10000000	random	1	10000000	master	32	434783	32772	indexscan	uncached	3	5256102	3	4.53	11.282	t	4.53	4.54	559783.11
hash	xeon	1687999379	10000000	random	1	10000000	master	32	434783	32772	indexscan	uncached	4	6770426	3	4.53	11.518	t	4.53	4.54	559783.11
hash	xeon	1687999379	10000000	random	1	10000000	master	32	434783	32772	indexscan	uncached	5	8122036	3	4.53	12.545	t	4.53	4.54	559783.11
hash	xeon	1687999373	10000000	random	1	10000000	master	32	434783	32772	seqscan	uncached	1	1112240	3	559783.11	2178.504	f	4.53	4.54	559783.11
hash	xeon	1687999389	10000000	random	1	10000000	patched	32	434783	32772	bitmapscan	uncached	1	196389	2	4.54	11.291	f	4.53	4.54	559783.11
hash	xeon	1687999394	10000000	random	1	10000000	patched	32	434783	32772	bitmapscan	uncached	2	3359302	2	4.54	11.716	f	4.53	4.54	559783.11
hash	xeon	1687999394	10000000	random	1	10000000	patched	32	434783	32772	bitmapscan	uncached	3	4434842	1	4.54	11.665	f	4.53	4.54	559783.11
hash	xeon	1687999395	10000000	random	1	10000000	patched	32	434783	32772	bitmapscan	uncached	4	6510610	1	4.54	11.795	f	4.53	4.54	559783.11
hash	xeon	1687999396	10000000	random	1	10000000	patched	32	434783	32772	bitmapscan	uncached	5	8708908	1	4.54	13.25	f	4.53	4.54	559783.11
hash	xeon	1687999388	10000000	random	1	10000000	patched	32	434783	32772	indexscan	uncached	1	725333	2	4.53	12.422	t	4.53	4.54	559783.11
hash	xeon	1687999393	10000000	random	1	10000000	patched	32	434783	32772	indexscan	uncached	2	2704920	1	4.53	10.923	t	4.53	4.54	559783.11
hash	xeon	1687999394	10000000	random	1	10000000	patched	32	434783	32772	indexscan	uncached	3	4888787	3	4.53	11.948	t	4.53	4.54	559783.11
hash	xeon	1687999395	10000000	random	1	10000000	patched	32	434783	32772	indexscan	uncached	4	6125527	3	4.53	14.359	t	4.53	4.54	559783.11
hash	xeon	1687999395	10000000	random	1	10000000	patched	32	434783	32772	indexscan	uncached	5	8723753	3	4.53	13.039	t	4.53	4.54	559783.11
hash	xeon	1687999389	10000000	random	1	10000000	patched	32	434783	32772	seqscan	uncached	1	1383621	2	559783.11	2166.991	f	4.53	4.54	559783.11
hash	xeon	1687999117	10000000	random	10	1000000	master	32	434783	34215	bitmapscan	uncached	1	62784	6	18.2	13.037	f	18.19	18.2	559783.11
hash	xeon	1687999122	10000000	random	10	1000000	master	32	434783	34215	bitmapscan	uncached	2	212527	18	18.2	11.801	f	18.19	18.2	559783.11
hash	xeon	1687999123	10000000	random	10	1000000	master	32	434783	34215	bitmapscan	uncached	3	541514	13	18.2	13.34	f	18.19	18.2	559783.11
hash	xeon	1687999123	10000000	random	10	1000000	master	32	434783	34215	bitmapscan	uncached	4	649165	15	18.2	13.547	f	18.19	18.2	559783.11
hash	xeon	1687999124	10000000	random	10	1000000	master	32	434783	34215	bitmapscan	uncached	5	846232	10	18.2	14.604	f	18.19	18.2	559783.11
hash	xeon	1687999117	10000000	random	10	1000000	master	32	434783	34215	indexscan	uncached	1	157171	14	18.19	15.062	t	18.19	18.2	559783.11
hash	xeon	1687999122	10000000	random	10	1000000	master	32	434783	34215	indexscan	uncached	2	242365	11	18.19	12.378	t	18.19	18.2	559783.11
hash	xeon	1687999122	10000000	random	10	1000000	master	32	434783	34215	indexscan	uncached	3	420032	17	18.19	13.628	t	18.19	18.2	559783.11
hash	xeon	1687999123	10000000	random	10	1000000	master	32	434783	34215	indexscan	uncached	4	668518	14	18.19	13.431	t	18.19	18.2	559783.11
hash	xeon	1687999124	10000000	random	10	1000000	master	32	434783	34215	indexscan	uncached	5	939597	13	18.19	15.077	t	18.19	18.2	559783.11
hash	xeon	1687999117	10000000	random	10	1000000	master	32	434783	34215	seqscan	uncached	1	129262	11	559783.11	2195.165	f	18.19	18.2	559783.11
hash	xeon	1687999133	10000000	random	10	1000000	patched	32	434783	34215	bitmapscan	uncached	1	151003	10	18.2	18.835	f	18.19	18.2	559783.11
hash	xeon	1687999138	10000000	random	10	1000000	patched	32	434783	34215	bitmapscan	uncached	2	393234	13	18.2	11.645	f	18.19	18.2	559783.11
hash	xeon	1687999139	10000000	random	10	1000000	patched	32	434783	34215	bitmapscan	uncached	3	423084	10	18.2	12.348	f	18.19	18.2	559783.11
hash	xeon	1687999139	10000000	random	10	1000000	patched	32	434783	34215	bitmapscan	uncached	4	615141	12	18.2	12.425	f	18.19	18.2	559783.11
hash	xeon	1687999140	10000000	random	10	1000000	patched	32	434783	34215	bitmapscan	uncached	5	955668	9	18.2	11.588	f	18.19	18.2	559783.11
hash	xeon	1687999133	10000000	random	10	1000000	patched	32	434783	34215	indexscan	uncached	1	60946	13	18.19	12.204	t	18.19	18.2	559783.11
hash	xeon	1687999137	10000000	random	10	1000000	patched	32	434783	34215	indexscan	uncached	2	207929	8	18.19	11.804	t	18.19	18.2	559783.11
hash	xeon	1687999138	10000000	random	10	1000000	patched	32	434783	34215	indexscan	uncached	3	448123	11	18.19	12.753	t	18.19	18.2	559783.11
hash	xeon	1687999139	10000000	random	10	1000000	patched	32	434783	34215	indexscan	uncached	4	770733	13	18.19	11.757	t	18.19	18.2	559783.11
hash	xeon	1687999140	10000000	random	10	1000000	patched	32	434783	34215	indexscan	uncached	5	989453	15	18.19	12.805	t	18.19	18.2	559783.11
hash	xeon	1687999133	10000000	random	10	1000000	patched	32	434783	34215	seqscan	uncached	1	73500	13	559783.11	2171.538	f	18.19	18.2	559783.11
hash	xeon	1687999303	10000000	random	100	100000	master	32	434783	41254	bitmapscan	uncached	1	19203	104	154.28	13.871	t	154.77	154.28	559783.11
hash	xeon	1687999308	10000000	random	100	100000	master	32	434783	41254	bitmapscan	uncached	2	38584	101	154.28	12.159	t	154.77	154.28	559783.11
hash	xeon	1687999309	10000000	random	100	100000	master	32	434783	41254	bitmapscan	uncached	3	48984	107	154.28	12.795	t	154.77	154.28	559783.11
hash	xeon	1687999310	10000000	random	100	100000	master	32	434783	41254	bitmapscan	uncached	4	66355	93	154.28	12.434	t	154.77	154.28	559783.11
hash	xeon	1687999310	10000000	random	100	100000	master	32	434783	41254	bitmapscan	uncached	5	83184	113	154.28	13.37	t	154.77	154.28	559783.11
hash	xeon	1687999303	10000000	random	100	100000	master	32	434783	41254	indexscan	uncached	1	9090	103	154.77	28.046	f	154.77	154.28	559783.11
hash	xeon	1687999308	10000000	random	100	100000	master	32	434783	41254	indexscan	uncached	2	31470	109	154.77	22.136	f	154.77	154.28	559783.11
hash	xeon	1687999309	10000000	random	100	100000	master	32	434783	41254	indexscan	uncached	3	46256	97	154.77	21.811	f	154.77	154.28	559783.11
hash	xeon	1687999309	10000000	random	100	100000	master	32	434783	41254	indexscan	uncached	4	62847	97	154.77	22.241	f	154.77	154.28	559783.11
hash	xeon	1687999310	10000000	random	100	100000	master	32	434783	41254	indexscan	uncached	5	98535	110	154.77	23.309	f	154.77	154.28	559783.11
hash	xeon	1687999304	10000000	random	100	100000	master	32	434783	41254	seqscan	uncached	1	10189	100	559783.11	2178.545	f	154.77	154.28	559783.11
hash	xeon	1687999319	10000000	random	100	100000	patched	32	434783	41254	bitmapscan	uncached	1	3825	103	154.28	14.4	t	154.77	154.28	559783.11
hash	xeon	1687999324	10000000	random	100	100000	patched	32	434783	41254	bitmapscan	uncached	2	27458	90	154.28	12.939	t	154.77	154.28	559783.11
hash	xeon	1687999325	10000000	random	100	100000	patched	32	434783	41254	bitmapscan	uncached	3	40634	112	154.28	14.931	t	154.77	154.28	559783.11
hash	xeon	1687999326	10000000	random	100	100000	patched	32	434783	41254	bitmapscan	uncached	4	60031	85	154.28	15.199	t	154.77	154.28	559783.11
hash	xeon	1687999326	10000000	random	100	100000	patched	32	434783	41254	bitmapscan	uncached	5	83213	98	154.28	15.888	t	154.77	154.28	559783.11
hash	xeon	1687999319	10000000	random	100	100000	patched	32	434783	41254	indexscan	uncached	1	16829	127	154.77	16.019	f	154.77	154.28	559783.11
hash	xeon	1687999324	10000000	random	100	100000	patched	32	434783	41254	indexscan	uncached	2	36480	108	154.77	12.516	f	154.77	154.28	559783.11
hash	xeon	1687999325	10000000	random	100	100000	patched	32	434783	41254	indexscan	uncached	3	49049	97	154.77	12.249	f	154.77	154.28	559783.11
hash	xeon	1687999325	10000000	random	100	100000	patched	32	434783	41254	indexscan	uncached	4	69616	93	154.77	16.73	f	154.77	154.28	559783.11
hash	xeon	1687999326	10000000	random	100	100000	patched	32	434783	41254	indexscan	uncached	5	93614	90	154.77	14.415	f	154.77	154.28	559783.11
hash	xeon	1687999320	10000000	random	100	100000	patched	32	434783	41254	seqscan	uncached	1	14291	90	559783.11	2165.228	f	154.77	154.28	559783.11
hash	xeon	1687999046	10000000	random	1000	10000	master	32	434783	53132	bitmapscan	uncached	1	742	997	1499.35	26.67	t	1520.45	1499.35	559781.49
hash	xeon	1687999050	10000000	random	1000	10000	master	32	434783	53132	bitmapscan	uncached	2	2440	1034	1499.35	23.526	t	1520.45	1499.35	559781.49
hash	xeon	1687999051	10000000	random	1000	10000	master	32	434783	53132	bitmapscan	uncached	3	4614	1043	1499.35	28.136	t	1520.45	1499.35	559781.49
hash	xeon	1687999052	10000000	random	1000	10000	master	32	434783	53132	bitmapscan	uncached	4	7940	997	1499.35	26.626	t	1520.45	1499.35	559781.49
hash	xeon	1687999053	10000000	random	1000	10000	master	32	434783	53132	bitmapscan	uncached	5	9185	969	1499.35	26.201	t	1520.45	1499.35	559781.49
hash	xeon	1687999045	10000000	random	1000	10000	master	32	434783	53132	indexscan	uncached	1	1991	1040	1520.45	125.904	f	1520.45	1499.35	559781.49
hash	xeon	1687999050	10000000	random	1000	10000	master	32	434783	53132	indexscan	uncached	2	3071	1073	1520.45	126.873	f	1520.45	1499.35	559781.49
hash	xeon	1687999051	10000000	random	1000	10000	master	32	434783	53132	indexscan	uncached	3	4826	1018	1520.45	123.604	f	1520.45	1499.35	559781.49
hash	xeon	1687999052	10000000	random	1000	10000	master	32	434783	53132	indexscan	uncached	4	7471	1044	1520.45	127.263	f	1520.45	1499.35	559781.49
hash	xeon	1687999052	10000000	random	1000	10000	master	32	434783	53132	indexscan	uncached	5	8763	1004	1520.45	124.159	f	1520.45	1499.35	559781.49
hash	xeon	1687999046	10000000	random	1000	10000	master	32	434783	53132	seqscan	uncached	1	1407	1010	559781.49	2176.165	f	1520.45	1499.35	559781.49
hash	xeon	1687999063	10000000	random	1000	10000	patched	32	434783	53132	bitmapscan	uncached	1	109	1014	1499.35	25.592	t	1520.45	1499.35	559781.49
hash	xeon	1687999068	10000000	random	1000	10000	patched	32	434783	53132	bitmapscan	uncached	2	2697	1013	1499.35	25.964	t	1520.45	1499.35	559781.49
hash	xeon	1687999069	10000000	random	1000	10000	patched	32	434783	53132	bitmapscan	uncached	3	4956	987	1499.35	24.528	t	1520.45	1499.35	559781.49
hash	xeon	1687999069	10000000	random	1000	10000	patched	32	434783	53132	bitmapscan	uncached	4	6219	1021	1499.35	27.11	t	1520.45	1499.35	559781.49
hash	xeon	1687999070	10000000	random	1000	10000	patched	32	434783	53132	bitmapscan	uncached	5	8643	958	1499.35	25.573	t	1520.45	1499.35	559781.49
hash	xeon	1687999063	10000000	random	1000	10000	patched	32	434783	53132	indexscan	uncached	1	788	1050	1520.45	24.846	f	1520.45	1499.35	559781.49
hash	xeon	1687999067	10000000	random	1000	10000	patched	32	434783	53132	indexscan	uncached	2	3213	925	1520.45	22.528	f	1520.45	1499.35	559781.49
hash	xeon	1687999068	10000000	random	1000	10000	patched	32	434783	53132	indexscan	uncached	3	5061	1020	1520.45	26.798	f	1520.45	1499.35	559781.49
hash	xeon	1687999069	10000000	random	1000	10000	patched	32	434783	53132	indexscan	uncached	4	6079	992	1520.45	25.136	f	1520.45	1499.35	559781.49
hash	xeon	1687999070	10000000	random	1000	10000	patched	32	434783	53132	indexscan	uncached	5	8764	991	1520.45	30.364	f	1520.45	1499.35	559781.49
hash	xeon	1687999063	10000000	random	1000	10000	patched	32	434783	53132	seqscan	uncached	1	827	1023	559781.49	2167.947	f	1520.45	1499.35	559781.49
hash	xeon	1687999216	10000000	random	10000	1000	master	32	434783	56807	bitmapscan	uncached	1	109	10062	14284.35	141.3	t	14995.38	14284.35	559783.11
hash	xeon	1687999222	10000000	random	10000	1000	master	32	434783	56807	bitmapscan	uncached	2	259	9955	14284.35	133.095	t	14995.38	14284.35	559783.11
hash	xeon	1687999224	10000000	random	10000	1000	master	32	434783	56807	bitmapscan	uncached	3	477	9964	14284.35	140.368	t	14995.38	14284.35	559783.11
hash	xeon	1687999226	10000000	random	10000	1000	master	32	434783	56807	bitmapscan	uncached	4	668	10032	14284.35	139.967	t	14995.38	14284.35	559783.11
hash	xeon	1687999228	10000000	random	10000	1000	master	32	434783	56807	bitmapscan	uncached	5	863	9891	14284.35	138.405	t	14995.38	14284.35	559783.11
hash	xeon	1687999215	10000000	random	10000	1000	master	32	434783	56807	indexscan	uncached	1	36	10096	14995.38	1098.618	f	14995.38	14284.35	559783.11
hash	xeon	1687999220	10000000	random	10000	1000	master	32	434783	56807	indexscan	uncached	2	298	9973	14995.38	1080.29	f	14995.38	14284.35	559783.11
hash	xeon	1687999223	10000000	random	10000	1000	master	32	434783	56807	indexscan	uncached	3	507	10174	14995.38	1106.056	f	14995.38	14284.35	559783.11
hash	xeon	1687999225	10000000	random	10000	1000	master	32	434783	56807	indexscan	uncached	4	772	9923	14995.38	1082.788	f	14995.38	14284.35	559783.11
hash	xeon	1687999226	10000000	random	10000	1000	master	32	434783	56807	indexscan	uncached	5	819	10024	14995.38	1087.172	f	14995.38	14284.35	559783.11
hash	xeon	1687999216	10000000	random	10000	1000	master	32	434783	56807	seqscan	uncached	1	176	9886	559783.11	2181.922	f	14995.38	14284.35	559783.11
hash	xeon	1687999248	10000000	random	10000	1000	patched	32	434783	56807	bitmapscan	uncached	1	2	10071	14284.35	143.143	t	14995.38	14284.35	559783.11
hash	xeon	1687999253	10000000	random	10000	1000	patched	32	434783	56807	bitmapscan	uncached	2	354	10059	14284.35	145.66	t	14995.38	14284.35	559783.11
