test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
btree-sort i5 1686713292 50000000 random 1000 50000 master 0 2173914 44237 indexscan uncached 1 7063 1001 3082.53 175.775000
btree-sort i5 1686713294 50000000 random 1000 50000 master 0 2173914 44237 indexscan cached 1 7063 1001 3082.53 10.146000
btree-sort i5 1686713294 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan uncached 1 9157 1001 5484193.60 18427.854000
btree-sort i5 1686713313 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan cached 1 9157 1001 5484193.60 20035.477000
btree-sort i5 1686713333 50000000 random 1000 50000 master 0 2173914 44237 seqscan uncached 1 9419 1001 5022958.68 15777.174000
btree-sort i5 1686713350 50000000 random 1000 50000 master 0 2173914 44237 seqscan cached 1 9419 1001 5022958.68 15622.584000
btree-sort i5 1686713366 50000000 random 1000 50000 master 0 2173914 44237 indexscan uncached 2 10145 1001 3083.03 162.178000
btree-sort i5 1686713367 50000000 random 1000 50000 master 0 2173914 44237 indexscan cached 2 10145 1001 3083.03 10.330000
btree-sort i5 1686713367 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan uncached 2 17850 1001 4882202.97 17975.353000
btree-sort i5 1686713386 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan cached 2 17850 1001 4882202.97 18105.440000
btree-sort i5 1686713404 50000000 random 1000 50000 master 0 2173914 44237 indexscan uncached 3 22460 1001 3086.23 169.830000
btree-sort i5 1686713405 50000000 random 1000 50000 master 0 2173914 44237 indexscan cached 3 22460 1001 3086.23 11.237000
btree-sort i5 1686713405 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan uncached 3 22874 1001 4537724.23 17780.110000
btree-sort i5 1686713423 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan cached 3 22874 1001 4537724.23 17828.050000
btree-sort i5 1686713441 50000000 random 1000 50000 master 0 2173914 44237 indexscan uncached 4 30096 1001 3090.06 165.656000
btree-sort i5 1686713443 50000000 random 1000 50000 master 0 2173914 44237 indexscan cached 4 30096 1001 3090.06 10.123000
btree-sort i5 1686713443 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan uncached 4 34887 1001 3737248.26 17215.036000
btree-sort i5 1686713460 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan cached 4 34887 1001 3737248.26 17334.064000
btree-sort i5 1686713478 50000000 random 1000 50000 master 0 2173914 44237 indexscan uncached 5 46427 1001 3155.35 170.386000
btree-sort i5 1686713479 50000000 random 1000 50000 master 0 2173914 44237 indexscan cached 5 46427 1001 3155.35 9.779000
btree-sort i5 1686713479 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan uncached 5 47187 1001 3004806.75 17333.550000
btree-sort i5 1686713497 50000000 random 1000 50000 master 0 2173914 44237 bitmapscan cached 5 47187 1001 3004806.75 20343.595000
