test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1686683091 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan uncached 1 111 5057 18969.31 830.818000
btree-saop i5 1686683093 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan cached 1 111 5057 18969.31 14.989000
btree-saop i5 1686683093 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan uncached 1 10 5092 14343.72 795.801000
btree-saop i5 1686683094 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan cached 1 10 5092 14343.72 16.355000
btree-saop i5 1686683094 1000000 random 1000 1000 master 5 1 0 43479 889 seqscan uncached 1 135 5102 59728.87 436.227000
btree-saop i5 1686683095 1000000 random 1000 1000 master 5 1 0 43479 889 seqscan cached 1 135 5102 59728.87 189.319000
btree-saop i5 1686683095 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan uncached 2 345 5039 18969.31 790.772000
btree-saop i5 1686683096 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan cached 2 345 5039 18969.31 15.065000
btree-saop i5 1686683096 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan uncached 2 205 4925 14343.72 756.175000
btree-saop i5 1686683097 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan cached 2 205 4925 14343.72 15.687000
btree-saop i5 1686683097 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan uncached 3 546 4991 18969.31 763.747000
btree-saop i5 1686683098 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan cached 3 546 4991 18969.31 14.352000
btree-saop i5 1686683098 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan uncached 3 597 4924 14343.72 719.056000
btree-saop i5 1686683099 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan cached 3 597 4924 14343.72 15.765000
btree-saop i5 1686683099 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan uncached 4 681 5147 18969.31 787.188000
btree-saop i5 1686683100 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan cached 4 681 5147 18969.31 14.698000
btree-saop i5 1686683101 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan uncached 4 729 4855 14343.72 729.721000
btree-saop i5 1686683102 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan cached 4 729 4855 14343.72 16.242000
btree-saop i5 1686683102 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan uncached 5 948 4889 18969.31 753.993000
btree-saop i5 1686683103 1000000 random 1000 1000 master 5 1 0 43479 889 indexscan cached 5 948 4889 18969.31 15.822000
btree-saop i5 1686683103 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan uncached 5 825 5026 14343.72 742.475000
btree-saop i5 1686683104 1000000 random 1000 1000 master 5 1 0 43479 889 bitmapscan cached 5 825 5026 14343.72 16.535000
btree-saop i5 1686683104 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan uncached 1 88 5160 18969.31 751.413000
btree-saop i5 1686683105 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan cached 1 88 5160 18969.31 17.093000
btree-saop i5 1686683105 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan uncached 1 110 5055 14343.72 96.703000
btree-saop i5 1686683106 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan cached 1 110 5055 14343.72 17.051000
btree-saop i5 1686683106 1000000 random 1000 1000 master 5 1 32 43479 889 seqscan uncached 1 188 4977 59728.87 379.196000
btree-saop i5 1686683106 1000000 random 1000 1000 master 5 1 32 43479 889 seqscan cached 1 188 4977 59728.87 186.279000
btree-saop i5 1686683107 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan uncached 2 373 5053 18969.31 763.987000
btree-saop i5 1686683108 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan cached 2 373 5053 18969.31 15.306000
btree-saop i5 1686683108 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan uncached 2 371 5085 15468.39 93.578000
btree-saop i5 1686683108 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan cached 2 371 5085 15468.39 16.535000
btree-saop i5 1686683108 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan uncached 3 494 4992 18969.31 751.926000
btree-saop i5 1686683109 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan cached 3 494 4992 18969.31 14.546000
btree-saop i5 1686683109 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan uncached 3 560 4986 14343.72 100.229000
btree-saop i5 1686683110 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan cached 3 560 4986 14343.72 16.422000
btree-saop i5 1686683110 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan uncached 4 605 4984 18969.31 774.236000
btree-saop i5 1686683111 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan cached 4 605 4984 18969.31 16.963000
btree-saop i5 1686683111 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan uncached 4 622 4901 14343.72 94.959000
btree-saop i5 1686683111 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan cached 4 622 4901 14343.72 16.370000
btree-saop i5 1686683111 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan uncached 5 891 5065 18969.31 776.195000
btree-saop i5 1686683112 1000000 random 1000 1000 master 5 1 32 43479 889 indexscan cached 5 891 5065 18969.31 14.995000
btree-saop i5 1686683112 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan uncached 5 883 4957 14343.72 92.698000
btree-saop i5 1686683113 1000000 random 1000 1000 master 5 1 32 43479 889 bitmapscan cached 5 883 4957 14343.72 18.073000
btree-saop i5 1686683113 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan uncached 1 0 4565 18969.31 697.158000
btree-saop i5 1686683114 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan cached 1 0 4565 18969.31 13.957000
btree-saop i5 1686683114 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan uncached 1 131 4986 14343.72 750.208000
btree-saop i5 1686683115 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan cached 1 131 4986 14343.72 18.387000
btree-saop i5 1686683115 1000000 random 1000 1000 master 5 10 0 43479 889 seqscan uncached 1 38 4891 59728.87 396.269000
btree-saop i5 1686683116 1000000 random 1000 1000 master 5 10 0 43479 889 seqscan cached 1 38 4891 59728.87 188.943000
btree-saop i5 1686683116 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan uncached 2 375 4990 18969.31 765.365000
btree-saop i5 1686683117 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan cached 2 375 4990 18969.31 15.021000
btree-saop i5 1686683117 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan uncached 2 219 4809 14343.72 705.007000
btree-saop i5 1686683118 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan cached 2 219 4809 14343.72 18.064000
btree-saop i5 1686683119 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan uncached 3 558 4973 18969.31 753.641000
btree-saop i5 1686683120 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan cached 3 558 4973 18969.31 14.229000
btree-saop i5 1686683120 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan uncached 3 502 5054 14343.72 763.195000
btree-saop i5 1686683121 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan cached 3 502 5054 14343.72 15.704000
btree-saop i5 1686683121 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan uncached 4 715 4929 18969.31 746.570000
btree-saop i5 1686683122 1000000 random 1000 1000 master 5 10 0 43479 889 indexscan cached 4 715 4929 18969.31 14.349000
btree-saop i5 1686683122 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan uncached 4 585 4954 14343.72 711.740000
btree-saop i5 1686683123 1000000 random 1000 1000 master 5 10 0 43479 889 bitmapscan cached 4 585 4954 14343.72 17.252000
