test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
hash i5 1686824556 50000000 random 1000 50000 master 0 2173914 265935 indexscan uncached 1 4730 1026 4021.41 170.987000
hash i5 1686824558 50000000 random 1000 50000 master 0 2173914 265935 indexscan cached 1 4730 1026 4021.41 9.431000
hash i5 1686824558 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan uncached 1 445 1010 3960.29 167.702000
hash i5 1686824558 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan cached 1 445 1010 3960.29 9.927000
hash i5 1686824558 50000000 random 1000 50000 master 0 2173914 265935 seqscan uncached 1 4219 972 2798914.30 15242.552000
hash i5 1686824574 50000000 random 1000 50000 master 0 2173914 265935 seqscan cached 1 4219 972 2798914.30 15369.139000
hash i5 1686824589 50000000 random 1000 50000 master 0 2173914 265935 indexscan uncached 2 12833 1057 4021.41 173.952000
hash i5 1686824591 50000000 random 1000 50000 master 0 2173914 265935 indexscan cached 2 12833 1057 4021.41 9.686000
hash i5 1686824591 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan uncached 2 12062 987 3960.29 165.179000
hash i5 1686824591 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan cached 2 12062 987 3960.29 10.250000
hash i5 1686824591 50000000 random 1000 50000 master 0 2173914 265935 indexscan uncached 3 29408 994 4021.41 166.058000
hash i5 1686824592 50000000 random 1000 50000 master 0 2173914 265935 indexscan cached 3 29408 994 4021.41 9.349000
hash i5 1686824592 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan uncached 3 24466 1039 3960.29 171.766000
hash i5 1686824592 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan cached 3 24466 1039 3960.29 10.003000
hash i5 1686824593 50000000 random 1000 50000 master 0 2173914 265935 indexscan uncached 4 36592 1078 4021.41 177.920000
hash i5 1686824593 50000000 random 1000 50000 master 0 2173914 265935 indexscan cached 4 36592 1078 4021.41 9.482000
hash i5 1686824593 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan uncached 4 35450 962 3960.29 159.325000
hash i5 1686824594 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan cached 4 35450 962 3960.29 9.862000
hash i5 1686824594 50000000 random 1000 50000 master 0 2173914 265935 indexscan uncached 5 46209 999 4021.41 166.959000
hash i5 1686824594 50000000 random 1000 50000 master 0 2173914 265935 indexscan cached 5 46209 999 4021.41 9.636000
hash i5 1686824594 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan uncached 5 40409 980 3960.29 164.989000
hash i5 1686824595 50000000 random 1000 50000 master 0 2173914 265935 bitmapscan cached 5 40409 980 3960.29 9.637000
hash i5 1686824595 50000000 random 1000 50000 master 32 2173914 265935 indexscan uncached 1 6527 1006 4021.41 170.671000
hash i5 1686824595 50000000 random 1000 50000 master 32 2173914 265935 indexscan cached 1 6527 1006 4021.41 9.337000
hash i5 1686824595 50000000 random 1000 50000 master 32 2173914 265935 bitmapscan uncached 1 5782 1037 3960.29 36.091000
hash i5 1686824596 50000000 random 1000 50000 master 32 2173914 265935 bitmapscan cached 1 5782 1037 3960.29 9.893000
