spgist 1682183447 1 1000 1065 master uncached 516.278000 94017 94159 24840 24982
spgist 1682183459 1 1000 1065 master cached 37.022000 94017 94159 24840 24982
spgist 1682183459 2 1000 1018 master uncached 483.150000 759 901 24735 24877
spgist 1682183460 2 1000 1018 master cached 31.432000 759 901 24735 24877
spgist 1682183460 3 1000 975 master uncached 471.209000 65293 65435 2666 2808
spgist 1682183461 3 1000 975 master cached 33.186000 65293 65435 2666 2808
spgist 1682183461 4 1000 1011 master uncached 481.404000 3494 3636 34560 34702
spgist 1682183462 4 1000 1011 master cached 34.226000 3494 3636 34560 34702
spgist 1682183462 5 1000 1079 master uncached 479.825000 35946 36088 80822 80964
spgist 1682183463 5 1000 1079 master cached 31.885000 35946 36088 80822 80964
spgist 1682183463 6 1000 1064 master uncached 482.162000 35986 36128 89105 89247
spgist 1682183464 6 1000 1064 master cached 33.810000 35986 36128 89105 89247
spgist 1682183464 7 1000 1019 master uncached 485.725000 5693 5835 75332 75474
spgist 1682183465 7 1000 1019 master cached 34.898000 5693 5835 75332 75474
spgist 1682183465 8 1000 1004 master uncached 468.892000 16059 16201 30398 30540
spgist 1682183465 8 1000 1004 master cached 30.634000 16059 16201 30398 30540
spgist 1682183466 9 1000 1025 master uncached 484.753000 62701 62843 17128 17270
spgist 1682183466 9 1000 1025 master cached 34.531000 62701 62843 17128 17270
spgist 1682183466 10 1000 1106 master uncached 484.969000 24563 24705 8243 8385
spgist 1682183467 10 1000 1106 master cached 32.884000 24563 24705 8243 8385
spgist 1682183467 1 1000 1130 patched uncached 391.266000 38063 38205 46803 46945
spgist 1682183468 1 1000 1130 patched cached 32.327000 38063 38205 46803 46945
spgist 1682183468 2 1000 996 patched uncached 377.791000 8468 8610 24800 24942
spgist 1682183469 2 1000 996 patched cached 29.321000 8468 8610 24800 24942
spgist 1682183469 3 1000 1000 patched uncached 388.797000 41490 41632 21586 21728
spgist 1682183470 3 1000 1000 patched cached 32.694000 41490 41632 21586 21728
spgist 1682183470 4 1000 1020 patched uncached 369.878000 60597 60739 84115 84257
spgist 1682183471 4 1000 1020 patched cached 28.979000 60597 60739 84115 84257
spgist 1682183471 5 1000 1005 patched uncached 394.145000 92147 92289 16600 16742
spgist 1682183472 5 1000 1005 patched cached 32.366000 92147 92289 16600 16742
spgist 1682183472 6 1000 1047 patched uncached 381.261000 55783 55925 2733 2875
spgist 1682183472 6 1000 1047 patched cached 30.373000 55783 55925 2733 2875
spgist 1682183473 7 1000 1045 patched uncached 391.240000 89204 89346 43417 43559
spgist 1682183473 7 1000 1045 patched cached 33.085000 89204 89346 43417 43559
spgist 1682183473 8 1000 1028 patched uncached 378.888000 33645 33787 45895 46037
spgist 1682183474 8 1000 1028 patched cached 31.229000 33645 33787 45895 46037
spgist 1682183474 9 1000 999 patched uncached 390.850000 62787 62929 26696 26838
spgist 1682183475 9 1000 999 patched cached 36.039000 62787 62929 26696 26838
spgist 1682183475 10 1000 967 patched uncached 389.306000 7611 7753 12284 12426
spgist 1682183476 10 1000 967 patched cached 32.926000 7611 7753 12284 12426
spgist 1682183476 1 1000 1050 bitmapscan uncached 373.186000 73453 73595 32085 32227
spgist 1682183477 1 1000 1050 bitmapscan cached 30.531000 73453 73595 32085 32227
spgist 1682183477 2 1000 1003 bitmapscan uncached 385.853000 20670 20812 19644 19786
spgist 1682183478 2 1000 1003 bitmapscan cached 32.906000 20670 20812 19644 19786
spgist 1682183478 3 1000 1027 bitmapscan uncached 376.993000 8804 8946 40657 40799
spgist 1682183478 3 1000 1027 bitmapscan cached 31.224000 8804 8946 40657 40799
spgist 1682183478 4 1000 1007 bitmapscan uncached 384.329000 57480 57622 5294 5436
spgist 1682183479 4 1000 1007 bitmapscan cached 33.072000 57480 57622 5294 5436
spgist 1682183479 5 1000 994 bitmapscan uncached 377.102000 26246 26388 84242 84384
spgist 1682183480 5 1000 994 bitmapscan cached 31.725000 26246 26388 84242 84384
spgist 1682183480 6 1000 1003 bitmapscan uncached 386.593000 8503 8645 78976 79118
spgist 1682183481 6 1000 1003 bitmapscan cached 32.030000 8503 8645 78976 79118
spgist 1682183481 7 1000 1040 bitmapscan uncached 374.756000 96837 96979 79783 79925
