test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
hash xeon 1686914614 1000000 random 1000 1000 master 0 43479 5631 indexscan uncached 1 144 1019 1502.41 121.587000
hash xeon 1686914615 1000000 random 1000 1000 master 0 43479 5631 indexscan cached 1 144 1019 1502.41 10.745000
hash xeon 1686914615 1000000 random 1000 1000 master 0 43479 5631 bitmapscan uncached 1 164 999 1431.13 124.983000
hash xeon 1686914615 1000000 random 1000 1000 master 0 43479 5631 bitmapscan cached 1 164 999 1431.13 11.089000
hash xeon 1686914615 1000000 random 1000 1000 master 0 43479 5631 seqscan uncached 1 196 984 55978.90 240.126000
hash xeon 1686914616 1000000 random 1000 1000 master 0 43479 5631 seqscan cached 1 196 984 55978.90 161.050000
hash xeon 1686914616 1000000 random 1000 1000 master 0 43479 5631 indexscan uncached 2 283 1000 1502.41 117.334000
hash xeon 1686914617 1000000 random 1000 1000 master 0 43479 5631 indexscan cached 2 283 1000 1502.41 10.268000
hash xeon 1686914617 1000000 random 1000 1000 master 0 43479 5631 bitmapscan uncached 2 239 1021 1431.13 120.689000
hash xeon 1686914617 1000000 random 1000 1000 master 0 43479 5631 bitmapscan cached 2 239 1021 1431.13 10.961000
hash xeon 1686914617 1000000 random 1000 1000 master 0 43479 5631 indexscan uncached 3 513 1020 1502.41 120.630000
hash xeon 1686914618 1000000 random 1000 1000 master 0 43479 5631 indexscan cached 3 513 1020 1502.41 10.649000
hash xeon 1686914618 1000000 random 1000 1000 master 0 43479 5631 bitmapscan uncached 3 504 989 1431.13 119.935000
hash xeon 1686914618 1000000 random 1000 1000 master 0 43479 5631 bitmapscan cached 3 504 989 1431.13 11.160000
hash xeon 1686914618 1000000 random 1000 1000 master 0 43479 5631 indexscan uncached 4 667 958 1502.41 115.129000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 indexscan cached 4 667 958 1502.41 10.563000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 bitmapscan uncached 4 619 1016 1431.13 123.661000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 bitmapscan cached 4 619 1016 1431.13 10.644000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 indexscan uncached 5 833 1013 1502.41 118.930000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 indexscan cached 5 833 1013 1502.41 10.172000
hash xeon 1686914619 1000000 random 1000 1000 master 0 43479 5631 bitmapscan uncached 5 846 1015 1431.13 124.320000
hash xeon 1686914620 1000000 random 1000 1000 master 0 43479 5631 bitmapscan cached 5 846 1015 1431.13 10.912000
hash xeon 1686914620 1000000 random 1000 1000 master 32 43479 5631 indexscan uncached 1 153 985 1502.41 119.604000
hash xeon 1686914621 1000000 random 1000 1000 master 32 43479 5631 indexscan cached 1 153 985 1502.41 10.958000
hash xeon 1686914621 1000000 random 1000 1000 master 32 43479 5631 bitmapscan uncached 1 31 1022 1431.13 28.130000
hash xeon 1686914621 1000000 random 1000 1000 master 32 43479 5631 bitmapscan cached 1 31 1022 1431.13 11.351000
hash xeon 1686914621 1000000 random 1000 1000 master 32 43479 5631 seqscan uncached 1 16 1007 55978.90 241.682000
hash xeon 1686914622 1000000 random 1000 1000 master 32 43479 5631 seqscan cached 1 16 1007 55978.90 161.010000
hash xeon 1686914622 1000000 random 1000 1000 master 32 43479 5631 indexscan uncached 2 343 986 1502.41 115.224000
hash xeon 1686914622 1000000 random 1000 1000 master 32 43479 5631 indexscan cached 2 343 986 1502.41 10.094000
hash xeon 1686914622 1000000 random 1000 1000 master 32 43479 5631 bitmapscan uncached 2 317 1026 1431.13 26.466000
