test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
btree-sort xeon 1686916687 10000000 random 1000 10000 master 0 434783 8848 indexscan uncached 1 802 1001 90.21 120.521000
btree-sort xeon 1686916687 10000000 random 1000 10000 master 0 434783 8848 indexscan cached 1 802 1001 90.21 9.883000
btree-sort xeon 1686916687 10000000 random 1000 10000 master 0 434783 8848 bitmapscan uncached 1 715 1001 1143611.99 3642.978000
btree-sort xeon 1686916691 10000000 random 1000 10000 master 0 434783 8848 bitmapscan cached 1 715 1001 1143611.99 3285.306000
btree-sort xeon 1686916695 10000000 random 1000 10000 master 0 434783 8848 seqscan uncached 1 530 1001 1079353.52 2247.485000
btree-sort xeon 1686916698 10000000 random 1000 10000 master 0 434783 8848 seqscan cached 1 530 1001 1079353.52 1918.515000
btree-sort xeon 1686916700 10000000 random 1000 10000 master 0 434783 8848 indexscan uncached 2 3002 1001 112.38 119.092000
btree-sort xeon 1686916700 10000000 random 1000 10000 master 0 434783 8848 indexscan cached 2 3002 1001 112.38 10.259000
btree-sort xeon 1686916700 10000000 random 1000 10000 master 0 434783 8848 bitmapscan uncached 2 2039 1001 1043881.91 3481.345000
btree-sort xeon 1686916704 10000000 random 1000 10000 master 0 434783 8848 bitmapscan cached 2 2039 1001 1043881.91 3135.488000
btree-sort xeon 1686916707 10000000 random 1000 10000 master 0 434783 8848 indexscan uncached 3 5967 1001 180.42 122.153000
btree-sort xeon 1686916708 10000000 random 1000 10000 master 0 434783 8848 indexscan cached 3 5967 1001 180.42 10.382000
btree-sort xeon 1686916708 10000000 random 1000 10000 master 0 434783 8848 bitmapscan uncached 3 5003 1001 817226.47 3173.091000
btree-sort xeon 1686916711 10000000 random 1000 10000 master 0 434783 8848 bitmapscan cached 3 5003 1001 817226.47 2827.944000
btree-sort xeon 1686916714 10000000 random 1000 10000 master 0 434783 8848 indexscan uncached 4 7451 1001 272.49 121.696000
btree-sort xeon 1686916715 10000000 random 1000 10000 master 0 434783 8848 indexscan cached 4 7451 1001 272.49 10.689000
btree-sort xeon 1686916715 10000000 random 1000 10000 master 0 434783 8848 bitmapscan uncached 4 7637 1001 616879.92 2888.066000
