test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
btree xeon 1686911295 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 1 96 957 1496.84 115.614000
btree xeon 1686911295 1000000 random 1000 1000 master 0 43479 888 indexscan cached 1 96 957 1496.84 10.944000
btree xeon 1686911295 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 1 38 1006 1425.47 121.871000
btree xeon 1686911295 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 1 38 1006 1425.47 11.694000
btree xeon 1686911296 1000000 random 1000 1000 master 0 43479 888 seqscan uncached 1 17 943 55979.21 250.208000
btree xeon 1686911296 1000000 random 1000 1000 master 0 43479 888 seqscan cached 1 17 943 55979.21 161.978000
btree xeon 1686911296 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 2 236 999 1496.84 119.204000
btree xeon 1686911297 1000000 random 1000 1000 master 0 43479 888 indexscan cached 2 236 999 1496.84 9.866000
btree xeon 1686911297 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 2 274 998 1425.47 120.456000
btree xeon 1686911297 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 2 274 998 1425.47 10.821000
btree xeon 1686911297 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 3 475 1011 1496.84 120.364000
btree xeon 1686911298 1000000 random 1000 1000 master 0 43479 888 indexscan cached 3 475 1011 1496.84 10.940000
btree xeon 1686911298 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 3 446 1023 1425.47 125.060000
btree xeon 1686911298 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 3 446 1023 1425.47 11.631000
btree xeon 1686911298 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 4 686 983 1496.84 119.357000
btree xeon 1686911299 1000000 random 1000 1000 master 0 43479 888 indexscan cached 4 686 983 1496.84 11.388000
btree xeon 1686911299 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 4 611 1028 1425.47 122.271000
btree xeon 1686911299 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 4 611 1028 1425.47 11.780000
btree xeon 1686911299 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 5 973 954 1496.84 119.727000
btree xeon 1686911300 1000000 random 1000 1000 master 0 43479 888 indexscan cached 5 973 954 1496.84 11.457000
btree xeon 1686911300 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 5 925 1010 1425.47 121.208000
btree xeon 1686911300 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 5 925 1010 1425.47 11.949000
btree xeon 1686911300 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 1 16 1018 1496.84 123.709000
btree xeon 1686911301 1000000 random 1000 1000 master 32 43479 888 indexscan cached 1 16 1018 1496.84 11.330000
btree xeon 1686911301 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 1 80 980 1425.47 27.079000
