spgist 1682031001 1 1000 999 master uncached 555.925000 59528 59845 48804 49121
spgist 1682031004 1 1000 999 master cached 22.802000 59528 59845 48804 49121
spgist 1682031004 2 1000 1058 master uncached 569.225000 14026 14343 31191 31508
spgist 1682031005 2 1000 1058 master cached 22.809000 14026 14343 31191 31508
spgist 1682031005 3 1000 1058 master uncached 571.724000 17901 18218 33056 33373
spgist 1682031006 3 1000 1058 master cached 22.796000 17901 18218 33056 33373
spgist 1682031006 4 1000 1065 master uncached 575.945000 35333 35650 34007 34324
spgist 1682031007 4 1000 1065 master cached 22.630000 35333 35650 34007 34324
spgist 1682031007 5 1000 1007 master uncached 555.926000 48518 48835 60720 61037
spgist 1682031008 5 1000 1007 master cached 22.745000 48518 48835 60720 61037
spgist 1682031008 6 1000 1027 master uncached 562.956000 53881 54198 87296 87613
spgist 1682031009 6 1000 1027 master cached 22.851000 53881 54198 87296 87613
spgist 1682031009 7 1000 1070 master uncached 572.933000 61321 61638 60802 61119
spgist 1682031010 7 1000 1070 master cached 22.988000 61321 61638 60802 61119
spgist 1682031010 8 1000 1010 master uncached 557.353000 42666 42983 12309 12626
spgist 1682031011 8 1000 1010 master cached 22.551000 42666 42983 12309 12626
spgist 1682031011 9 1000 980 master uncached 545.548000 29264 29581 7922 8239
spgist 1682031011 9 1000 980 master cached 22.416000 29264 29581 7922 8239
spgist 1682031011 10 1000 995 master uncached 560.536000 1138 1455 45 362
spgist 1682031012 10 1000 995 master cached 22.536000 1138 1455 45 362
spgist 1682031012 1 1000 1062 patched uncached 430.218000 64134 64451 43868 44185
spgist 1682031013 1 1000 1062 patched cached 23.034000 64134 64451 43868 44185
spgist 1682031013 2 1000 1039 patched uncached 432.631000 37001 37318 42566 42883
spgist 1682031014 2 1000 1039 patched cached 23.043000 37001 37318 42566 42883
spgist 1682031014 3 1000 1023 patched uncached 422.252000 32999 33316 26598 26915
spgist 1682031015 3 1000 1023 patched cached 22.872000 32999 33316 26598 26915
spgist 1682031015 4 1000 1017 patched uncached 422.113000 77907 78224 920 1237
spgist 1682031015 4 1000 1017 patched cached 22.589000 77907 78224 920 1237
