test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop xeon 1688068244 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan uncached 1 19950 5022 7727.53 557.051000
btree-saop xeon 1688068248 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan cached 1 19950 5022 7727.53 15.935000
btree-saop xeon 1688068248 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan uncached 1 5633 5016 7674.49 566.605000
btree-saop xeon 1688068249 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan cached 1 5633 5016 7674.49 18.233000
btree-saop xeon 1688068249 100000000 random 1000 100000 master 5 1 0 4347827 88474 seqscan uncached 1 14420 5027 5972827.39 22375.076000
btree-saop xeon 1688068272 100000000 random 1000 100000 master 5 1 0 4347827 88474 seqscan cached 1 14420 5027 5972827.39 18488.568000
btree-saop xeon 1688068290 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan uncached 2 32698 4926 7727.53 566.706000
btree-saop xeon 1688068293 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan cached 2 32698 4926 7727.53 15.779000
btree-saop xeon 1688068293 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan uncached 2 30634 5045 7674.49 561.345000
btree-saop xeon 1688068294 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan cached 2 30634 5045 7674.49 18.240000
btree-saop xeon 1688068294 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan uncached 3 59800 5044 7727.53 566.721000
btree-saop xeon 1688068295 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan cached 3 59800 5044 7727.53 16.270000
btree-saop xeon 1688068295 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan uncached 3 40460 4991 7674.49 563.019000
btree-saop xeon 1688068296 100000000 random 1000 100000 master 5 1 0 4347827 88474 bitmapscan cached 3 40460 4991 7674.49 19.119000
btree-saop xeon 1688068296 100000000 random 1000 100000 master 5 1 0 4347827 88474 indexscan uncached 4 75510 5100 7727.53 574.581000
