test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
btree xeon 1687996510 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 1 193 1021 1493.82 120.877000
btree xeon 1687996511 1000000 random 1000 1000 master 0 43479 888 indexscan cached 1 193 1021 1493.82 9.968000
btree xeon 1687996511 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 1 156 921 1422.65 111.875000
btree xeon 1687996511 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 1 156 921 1422.65 11.038000
btree xeon 1687996511 1000000 random 1000 1000 master 0 43479 888 seqscan uncached 1 68 978 55978.90 244.460000
btree xeon 1687996512 1000000 random 1000 1000 master 0 43479 888 seqscan cached 1 68 978 55978.90 161.087000
btree xeon 1687996512 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 2 360 992 1493.82 114.840000
btree xeon 1687996512 1000000 random 1000 1000 master 0 43479 888 indexscan cached 2 360 992 1493.82 9.918000
btree xeon 1687996512 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 2 245 964 1422.65 112.489000
btree xeon 1687996513 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 2 245 964 1422.65 10.726000
btree xeon 1687996513 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 3 560 1014 1493.82 123.264000
btree xeon 1687996513 1000000 random 1000 1000 master 0 43479 888 indexscan cached 3 560 1014 1493.82 10.616000
btree xeon 1687996513 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 3 518 1009 1422.65 118.708000
btree xeon 1687996514 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 3 518 1009 1422.65 10.789000
btree xeon 1687996514 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 4 609 998 1493.82 117.913000
btree xeon 1687996514 1000000 random 1000 1000 master 0 43479 888 indexscan cached 4 609 998 1493.82 10.324000
btree xeon 1687996514 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 4 727 978 1422.65 118.795000
btree xeon 1687996515 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 4 727 978 1422.65 11.321000
btree xeon 1687996515 1000000 random 1000 1000 master 0 43479 888 indexscan uncached 5 827 1035 1493.82 125.652000
btree xeon 1687996515 1000000 random 1000 1000 master 0 43479 888 indexscan cached 5 827 1035 1493.82 10.614000
btree xeon 1687996515 1000000 random 1000 1000 master 0 43479 888 bitmapscan uncached 5 845 1038 1422.65 123.342000
btree xeon 1687996515 1000000 random 1000 1000 master 0 43479 888 bitmapscan cached 5 845 1038 1422.65 10.332000
btree xeon 1687996516 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 1 138 991 1493.82 116.803000
btree xeon 1687996516 1000000 random 1000 1000 master 32 43479 888 indexscan cached 1 138 991 1493.82 10.454000
btree xeon 1687996516 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 1 94 975 1422.65 24.800000
btree xeon 1687996516 1000000 random 1000 1000 master 32 43479 888 bitmapscan cached 1 94 975 1422.65 10.703000
btree xeon 1687996516 1000000 random 1000 1000 master 32 43479 888 seqscan uncached 1 147 1034 55978.90 243.734000
btree xeon 1687996517 1000000 random 1000 1000 master 32 43479 888 seqscan cached 1 147 1034 55978.90 161.246000
btree xeon 1687996517 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 2 333 1047 1493.82 120.688000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 indexscan cached 2 333 1047 1493.82 9.431000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 2 341 1010 1422.65 24.975000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 bitmapscan cached 2 341 1010 1422.65 10.108000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 3 402 977 1493.82 111.298000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 indexscan cached 3 402 977 1493.82 9.069000
btree xeon 1687996518 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 3 434 998 1422.65 23.927000
btree xeon 1687996519 1000000 random 1000 1000 master 32 43479 888 bitmapscan cached 3 434 998 1422.65 10.118000
btree xeon 1687996519 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 4 677 987 1493.82 114.172000
btree xeon 1687996519 1000000 random 1000 1000 master 32 43479 888 indexscan cached 4 677 987 1493.82 9.406000
btree xeon 1687996519 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 4 692 1028 1422.65 25.109000
btree xeon 1687996520 1000000 random 1000 1000 master 32 43479 888 bitmapscan cached 4 692 1028 1422.65 9.697000
btree xeon 1687996520 1000000 random 1000 1000 master 32 43479 888 indexscan uncached 5 847 1036 1493.82 124.340000
btree xeon 1687996520 1000000 random 1000 1000 master 32 43479 888 indexscan cached 5 847 1036 1493.82 10.450000
btree xeon 1687996520 1000000 random 1000 1000 master 32 43479 888 bitmapscan uncached 5 829 965 1422.65 23.673000
btree xeon 1687996520 1000000 random 1000 1000 master 32 43479 888 bitmapscan cached 5 829 965 1422.65 10.453000
btree xeon 1687996521 1000000 random 1000 1000 patched 0 43479 888 indexscan uncached 1 107 1012 1493.82 125.190000
btree xeon 1687996521 1000000 random 1000 1000 patched 0 43479 888 indexscan cached 1 107 1012 1493.82 11.451000
btree xeon 1687996521 1000000 random 1000 1000 patched 0 43479 888 bitmapscan uncached 1 103 979 1422.65 120.250000
btree xeon 1687996522 1000000 random 1000 1000 patched 0 43479 888 bitmapscan cached 1 103 979 1422.65 11.345000
btree xeon 1687996522 1000000 random 1000 1000 patched 0 43479 888 seqscan uncached 1 51 1016 55978.90 246.267000
btree xeon 1687996522 1000000 random 1000 1000 patched 0 43479 888 seqscan cached 1 51 1016 55978.90 159.743000
btree xeon 1687996523 1000000 random 1000 1000 patched 0 43479 888 indexscan uncached 2 207 1022 1493.82 120.250000
btree xeon 1687996523 1000000 random 1000 1000 patched 0 43479 888 indexscan cached 2 207 1022 1493.82 10.268000
btree xeon 1687996523 1000000 random 1000 1000 patched 0 43479 888 bitmapscan uncached 2 208 968 1422.65 119.621000
btree xeon 1687996523 1000000 random 1000 1000 patched 0 43479 888 bitmapscan cached 2 208 968 1422.65 11.473000
btree xeon 1687996523 1000000 random 1000 1000 patched 0 43479 888 indexscan uncached 3 413 961 1493.82 116.199000
btree xeon 1687996524 1000000 random 1000 1000 patched 0 43479 888 indexscan cached 3 413 961 1493.82 11.503000
btree xeon 1687996524 1000000 random 1000 1000 patched 0 43479 888 bitmapscan uncached 3 494 1029 1422.65 123.501000
btree xeon 1687996524 1000000 random 1000 1000 patched 0 43479 888 bitmapscan cached 3 494 1029 1422.65 11.562000
btree xeon 1687996524 1000000 random 1000 1000 patched 0 43479 888 indexscan uncached 4 793 987 1493.82 121.762000
btree xeon 1687996525 1000000 random 1000 1000 patched 0 43479 888 indexscan cached 4 793 987 1493.82 11.080000
btree xeon 1687996525 1000000 random 1000 1000 patched 0 43479 888 bitmapscan uncached 4 620 971 1422.65 117.032000
btree xeon 1687996525 1000000 random 1000 1000 patched 0 43479 888 bitmapscan cached 4 620 971 1422.65 11.597000
btree xeon 1687996525 1000000 random 1000 1000 patched 0 43479 888 indexscan uncached 5 885 1028 1493.82 121.482000
btree xeon 1687996526 1000000 random 1000 1000 patched 0 43479 888 indexscan cached 5 885 1028 1493.82 10.954000
btree xeon 1687996526 1000000 random 1000 1000 patched 0 43479 888 bitmapscan uncached 5 932 988 1422.65 120.857000
btree xeon 1687996526 1000000 random 1000 1000 patched 0 43479 888 bitmapscan cached 5 932 988 1422.65 11.994000
btree xeon 1687996526 1000000 random 1000 1000 patched 32 43479 888 indexscan uncached 1 128 1014 1493.82 26.926000
btree xeon 1687996527 1000000 random 1000 1000 patched 32 43479 888 indexscan cached 1 128 1014 1493.82 11.031000
btree xeon 1687996527 1000000 random 1000 1000 patched 32 43479 888 bitmapscan uncached 1 51 1016 1422.65 27.931000
btree xeon 1687996527 1000000 random 1000 1000 patched 32 43479 888 bitmapscan cached 1 51 1016 1422.65 11.142000
btree xeon 1687996527 1000000 random 1000 1000 patched 32 43479 888 seqscan uncached 1 139 1023 55978.90 243.861000
btree xeon 1687996528 1000000 random 1000 1000 patched 32 43479 888 seqscan cached 1 139 1023 55978.90 165.893000
btree xeon 1687996528 1000000 random 1000 1000 patched 32 43479 888 indexscan uncached 2 378 1014 1493.82 23.624000
btree xeon 1687996528 1000000 random 1000 1000 patched 32 43479 888 indexscan cached 2 378 1014 1493.82 9.685000
btree xeon 1687996528 1000000 random 1000 1000 patched 32 43479 888 bitmapscan uncached 2 385 1026 1422.65 24.289000
btree xeon 1687996529 1000000 random 1000 1000 patched 32 43479 888 bitmapscan cached 2 385 1026 1422.65 9.906000
btree xeon 1687996529 1000000 random 1000 1000 patched 32 43479 888 indexscan uncached 3 441 1009 1493.82 23.667000
btree xeon 1687996529 1000000 random 1000 1000 patched 32 43479 888 indexscan cached 3 441 1009 1493.82 9.742000
btree xeon 1687996529 1000000 random 1000 1000 patched 32 43479 888 bitmapscan uncached 3 433 980 1422.65 24.547000
btree xeon 1687996529 1000000 random 1000 1000 patched 32 43479 888 bitmapscan cached 3 433 980 1422.65 9.950000
