test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop xeon 1688027728 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 1 30 4873 7167.79 507.115000
btree-saop xeon 1688027729 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 1 30 4873 7167.79 15.526000
btree-saop xeon 1688027729 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 1 126 4979 6424.15 352.126000
btree-saop xeon 1688027730 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 1 126 4979 6424.15 18.183000
btree-saop xeon 1688027730 1000000 random 1000 1000 master 5 1 0 43479 888 seqscan uncached 1 98 4910 59729.28 265.493000
btree-saop xeon 1688027730 1000000 random 1000 1000 master 5 1 0 43479 888 seqscan cached 1 98 4910 59729.28 202.676000
btree-saop xeon 1688027731 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 2 372 5068 7167.79 525.072000
btree-saop xeon 1688027731 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 2 372 5068 7167.79 16.524000
btree-saop xeon 1688027731 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 2 359 5000 6424.15 352.166000
btree-saop xeon 1688027732 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 2 359 5000 6424.15 17.634000
btree-saop xeon 1688027732 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 3 541 5025 7167.79 522.195000
btree-saop xeon 1688027733 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 3 541 5025 7167.79 17.211000
btree-saop xeon 1688027733 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 3 424 4963 6424.15 362.363000
btree-saop xeon 1688027734 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 3 424 4963 6424.15 18.778000
btree-saop xeon 1688027734 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 4 609 4914 7167.79 518.841000
btree-saop xeon 1688027735 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 4 609 4914 7167.79 16.538000
btree-saop xeon 1688027735 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 4 679 4933 6424.15 356.363000
btree-saop xeon 1688027735 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 4 679 4933 6424.15 18.703000
