test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
btree-sort xeon 1688029866 10000000 random 1000 10000 master 0 434783 8851 indexscan uncached 1 635 1001 89.02 121.084000
btree-sort xeon 1688029867 10000000 random 1000 10000 master 0 434783 8851 indexscan cached 1 635 1001 89.02 9.637000
btree-sort xeon 1688029867 10000000 random 1000 10000 master 0 434783 8851 bitmapscan uncached 1 1145 1001 1110149.40 3600.849000
btree-sort xeon 1688029871 10000000 random 1000 10000 master 0 434783 8851 bitmapscan cached 1 1145 1001 1110149.40 3236.102000
btree-sort xeon 1688029874 10000000 random 1000 10000 master 0 434783 8851 seqscan uncached 1 1314 1001 1035356.38 2317.040000
btree-sort xeon 1688029877 10000000 random 1000 10000 master 0 434783 8851 seqscan cached 1 1314 1001 1035356.38 1905.745000
btree-sort xeon 1688029879 10000000 random 1000 10000 master 0 434783 8851 indexscan uncached 2 3564 1001 119.86 120.255000
btree-sort xeon 1688029880 10000000 random 1000 10000 master 0 434783 8851 indexscan cached 2 3564 1001 119.86 9.813000
btree-sort xeon 1688029880 10000000 random 1000 10000 master 0 434783 8851 bitmapscan uncached 2 3803 1001 911457.72 3333.170000
btree-sort xeon 1688029883 10000000 random 1000 10000 master 0 434783 8851 bitmapscan cached 2 3803 1001 911457.72 2972.899000
btree-sort xeon 1688029886 10000000 random 1000 10000 master 0 434783 8851 indexscan uncached 3 4039 1001 128.11 119.906000
btree-sort xeon 1688029887 10000000 random 1000 10000 master 0 434783 8851 indexscan cached 3 4039 1001 128.11 9.652000
btree-sort xeon 1688029887 10000000 random 1000 10000 master 0 434783 8851 bitmapscan uncached 3 4748 1001 838811.93 3231.138000
btree-sort xeon 1688029890 10000000 random 1000 10000 master 0 434783 8851 bitmapscan cached 3 4748 1001 838811.93 2852.288000
btree-sort xeon 1688029893 10000000 random 1000 10000 master 0 434783 8851 indexscan uncached 4 7327 1001 262.40 118.738000
btree-sort xeon 1688029894 10000000 random 1000 10000 master 0 434783 8851 indexscan cached 4 7327 1001 262.40 9.609000
btree-sort xeon 1688029894 10000000 random 1000 10000 master 0 434783 8851 bitmapscan uncached 4 6057 1001 737782.18 3078.924000
btree-sort xeon 1688029897 10000000 random 1000 10000 master 0 434783 8851 bitmapscan cached 4 6057 1001 737782.18 2682.906000
btree-sort xeon 1688029900 10000000 random 1000 10000 master 0 434783 8851 indexscan uncached 5 8763 1001 545.02 119.837000
btree-sort xeon 1688029901 10000000 random 1000 10000 master 0 434783 8851 indexscan cached 5 8763 1001 545.02 9.839000
btree-sort xeon 1688029901 10000000 random 1000 10000 master 0 434783 8851 bitmapscan uncached 5 9361 1001 432351.12 2774.910000
btree-sort xeon 1688029904 10000000 random 1000 10000 master 0 434783 8851 bitmapscan cached 5 9361 1001 432351.12 1748.022000
btree-sort xeon 1688029906 10000000 random 1000 10000 master 32 434783 8851 indexscan uncached 1 1351 1001 94.77 119.724000
btree-sort xeon 1688029907 10000000 random 1000 10000 master 32 434783 8851 indexscan cached 1 1351 1001 94.77 9.399000
btree-sort xeon 1688029907 10000000 random 1000 10000 master 32 434783 8851 bitmapscan uncached 1 1623 1001 1074719.25 5452.073000
btree-sort xeon 1688029912 10000000 random 1000 10000 master 32 434783 8851 bitmapscan cached 1 1623 1001 1074719.25 3432.411000
btree-sort xeon 1688029916 10000000 random 1000 10000 master 32 434783 8851 seqscan uncached 1 812 1001 1062667.87 2308.847000
btree-sort xeon 1688029919 10000000 random 1000 10000 master 32 434783 8851 seqscan cached 1 812 1001 1062667.87 1922.944000
btree-sort xeon 1688029921 10000000 random 1000 10000 master 32 434783 8851 indexscan uncached 2 2254 1001 103.38 120.479000
btree-sort xeon 1688029921 10000000 random 1000 10000 master 32 434783 8851 indexscan cached 2 2254 1001 103.38 10.154000
btree-sort xeon 1688029921 10000000 random 1000 10000 master 32 434783 8851 bitmapscan uncached 2 2713 1001 993695.49 5389.400000
btree-sort xeon 1688029927 10000000 random 1000 10000 master 32 434783 8851 bitmapscan cached 2 2713 1001 993695.49 3387.059000
btree-sort xeon 1688029931 10000000 random 1000 10000 master 32 434783 8851 indexscan uncached 3 5942 1001 178.84 120.776000
btree-sort xeon 1688029931 10000000 random 1000 10000 master 32 434783 8851 indexscan cached 3 5942 1001 178.84 10.183000
btree-sort xeon 1688029931 10000000 random 1000 10000 master 32 434783 8851 bitmapscan uncached 3 4023 1001 893786.04 5269.978000
btree-sort xeon 1688029937 10000000 random 1000 10000 master 32 434783 8851 bitmapscan cached 3 4023 1001 893786.04 3300.155000
btree-sort xeon 1688029940 10000000 random 1000 10000 master 32 434783 8851 indexscan uncached 4 7000 1001 235.69 119.569000
btree-sort xeon 1688029941 10000000 random 1000 10000 master 32 434783 8851 indexscan cached 4 7000 1001 235.69 9.445000
btree-sort xeon 1688029941 10000000 random 1000 10000 master 32 434783 8851 bitmapscan uncached 4 6979 1001 666552.28 4969.527000
