test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop xeon 1688033156 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 1 1212 5046 7535.40 549.947000
btree-saop xeon 1688033158 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 1 1212 5046 7535.40 15.928000
btree-saop xeon 1688033158 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 1 1563 5111 7303.04 575.319000
btree-saop xeon 1688033159 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 1 1563 5111 7303.04 19.993000
btree-saop xeon 1688033159 10000000 random 1000 10000 master 5 1 0 434783 8849 seqscan uncached 1 1603 5078 597283.15 2275.749000
btree-saop xeon 1688033161 10000000 random 1000 10000 master 5 1 0 434783 8849 seqscan cached 1 1603 5078 597283.15 1845.548000
btree-saop xeon 1688033163 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 2 2865 5020 7535.40 546.805000
btree-saop xeon 1688033164 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 2 2865 5020 7535.40 15.367000
btree-saop xeon 1688033164 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 2 2669 5017 7303.04 559.837000
btree-saop xeon 1688033165 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 2 2669 5017 7303.04 18.569000
btree-saop xeon 1688033165 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 3 4571 4979 7535.40 550.850000
btree-saop xeon 1688033166 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 3 4571 4979 7535.40 17.319000
btree-saop xeon 1688033166 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 3 4283 4944 7303.04 566.320000
btree-saop xeon 1688033167 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 3 4283 4944 7303.04 20.189000
btree-saop xeon 1688033167 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 4 6882 4920 7535.40 547.766000
btree-saop xeon 1688033168 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 4 6882 4920 7535.40 17.583000
btree-saop xeon 1688033168 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 4 6431 4918 7303.04 557.949000
