test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration best_plan correct_plan
btree xeon 1700765097 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan uncached 1 977 1085 19.35 128.235000 1 1
btree xeon 1700765098 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached-os 1 977 1085 19.35 18.746000 1 1
btree xeon 1700765098 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached 1 977 1085 19.35 10.379000 1 1
btree xeon 1700765106 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean uncached 1 154 993 19.43 12.887000 1 1
btree xeon 1700765107 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached-os 1 154 993 19.43 9.929000 1 1
btree xeon 1700765107 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached 1 154 993 19.43 9.365000 1 1
btree xeon 1700765107 10000000 random 1000 10000 1-master 0 434783 8849 indexscan uncached 1 1051 979 1517.93 118.112000 0 1
btree xeon 1700765108 10000000 random 1000 10000 1-master 0 434783 8849 indexscan cached-os 1 1051 979 1517.93 21.276000 0 1
btree xeon 1700765108 10000000 random 1000 10000 1-master 0 434783 8849 indexscan cached 1 1051 979 1517.93 11.793000 0 1
btree xeon 1700765108 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan uncached 1 1373 992 1496.74 126.121000 1 1
btree xeon 1700765108 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan cached-os 1 1373 992 1496.74 21.686000 1 1
btree xeon 1700765109 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan cached 1 1373 992 1496.74 12.351000 1 1
btree xeon 1700765109 10000000 random 1000 10000 1-master 0 434783 8849 seqscan uncached 1 1083 998 559783.11 3322.400000 0 1
btree xeon 1700765112 10000000 random 1000 10000 1-master 0 434783 8849 seqscan cached-os 1 1083 998 559783.11 1601.844000 0 1
btree xeon 1700765114 10000000 random 1000 10000 1-master 0 434783 8849 seqscan cached 1 1083 998 559783.11 1490.985000 0 1
btree xeon 1700765117 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan uncached 2 2471 1036 19.43 120.917000 1 1
btree xeon 1700765118 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached-os 2 2471 1036 19.43 18.496000 1 1
btree xeon 1700765118 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached 2 2471 1036 19.43 9.697000 1 1
btree xeon 1700765125 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean uncached 2 2953 1001 19.40 13.066000 1 1
btree xeon 1700765125 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached-os 2 2953 1001 19.40 9.404000 1 1
btree xeon 1700765126 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached 2 2953 1001 19.40 9.238000 1 1
btree xeon 1700765126 10000000 random 1000 10000 1-master 0 434783 8849 indexscan uncached 2 3537 981 1514.81 118.347000 0 1
btree xeon 1700765126 10000000 random 1000 10000 1-master 0 434783 8849 indexscan cached-os 2 3537 981 1514.81 20.976000 0 1
btree xeon 1700765126 10000000 random 1000 10000 1-master 0 434783 8849 indexscan cached 2 3537 981 1514.81 11.837000 0 1
btree xeon 1700765126 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan uncached 2 2772 973 1493.77 119.485000 1 1
btree xeon 1700765127 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan cached-os 2 2772 973 1493.77 21.645000 1 1
btree xeon 1700765127 10000000 random 1000 10000 1-master 0 434783 8849 bitmapscan cached 2 2772 973 1493.77 11.058000 1 1
btree xeon 1700765127 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan uncached 3 4459 1004 19.40 119.753000 1 1
btree xeon 1700765128 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached-os 3 4459 1004 19.40 20.344000 1 1
btree xeon 1700765128 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan cached 3 4459 1004 19.40 10.690000 1 1
btree xeon 1700765135 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean uncached 3 4836 1041 19.47 12.599000 1 1
btree xeon 1700765135 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached-os 3 4836 1041 19.47 9.723000 1 1
btree xeon 1700765135 10000000 random 1000 10000 1-master 0 434783 8849 indexonlyscan-clean cached 3 4836 1041 19.47 8.937000 1 1
btree xeon 1700765135 10000000 random 1000 10000 1-master 0 434783 8849 indexscan uncached 3 5672 1009 1520.97 119.773000 0 1
btree xeon 1700765136 10000000 random 1000 10000 1-master 0 434783 8849 indexscan cached-os 3 5672 1009 1520.97 19.421000 0 1
