test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration best_plan correct_plan
btree i5 1700766392 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached 2 2011 1044 21.92 7.879000 1 1
btree i5 1700766392 10000000 random 1000 10000 1-master 8 434783 8852 indexscan uncached 2 3956 1064 4013.76 199.386000 0 1
btree i5 1700766393 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached-os 2 3956 1064 4013.76 14.962000 0 1
btree i5 1700766393 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached 2 3956 1064 4013.76 9.171000 0 1
btree i5 1700766393 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan uncached 2 2988 1016 3873.22 42.467000 1 1
btree i5 1700766393 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached-os 2 2988 1016 3873.22 16.049000 1 1
btree i5 1700766394 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached 2 2988 1016 3873.22 9.567000 1 1
btree i5 1700766394 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan uncached 3 4970 1030 21.92 185.149000 1 1
btree i5 1700766394 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached-os 3 4970 1030 21.92 14.302000 1 1
btree i5 1700766394 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached 3 4970 1030 21.92 8.833000 1 1
btree i5 1700766402 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean uncached 3 5248 1001 21.95 13.778000 1 1
btree i5 1700766403 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached-os 3 5248 1001 21.95 7.962000 1 1
btree i5 1700766403 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached 3 5248 1001 21.95 8.078000 1 1
btree i5 1700766403 10000000 random 1000 10000 1-master 8 434783 8852 indexscan uncached 3 4284 940 4021.93 169.069000 0 1
btree i5 1700766404 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached-os 3 4284 940 4021.93 16.085000 0 1
btree i5 1700766404 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached 3 4284 940 4021.93 9.131000 0 1
btree i5 1700766404 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan uncached 3 5222 996 3880.83 37.912000 1 1
btree i5 1700766404 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached-os 3 5222 996 3880.83 15.551000 1 1
btree i5 1700766404 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached 3 5222 996 3880.83 9.246000 1 1
btree i5 1700766405 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan uncached 4 7439 993 21.95 178.182000 1 1
btree i5 1700766405 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached-os 4 7439 993 21.95 14.362000 1 1
btree i5 1700766405 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached 4 7439 993 21.95 8.628000 1 1
btree i5 1700766413 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean uncached 4 7910 1007 21.93 13.803000 1 1
btree i5 1700766413 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached-os 4 7910 1007 21.93 7.995000 1 1
btree i5 1700766413 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached 4 7910 1007 21.93 7.983000 1 1
btree i5 1700766413 10000000 random 1000 10000 1-master 8 434783 8852 indexscan uncached 4 7201 982 4017.93 176.203000 0 1
btree i5 1700766414 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached-os 4 7201 982 4017.93 14.525000 0 1
btree i5 1700766414 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached 4 7201 982 4017.93 8.907000 0 1
btree i5 1700766414 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan uncached 4 7321 973 3877.03 36.872000 1 1
btree i5 1700766415 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached-os 4 7321 973 3877.03 15.586000 1 1
btree i5 1700766415 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached 4 7321 973 3877.03 9.704000 1 1
btree i5 1700766415 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan uncached 5 9390 1007 21.93 178.606000 1 1
btree i5 1700766415 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached-os 5 9390 1007 21.93 14.315000 1 1
btree i5 1700766416 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan cached 5 9390 1007 21.93 8.885000 1 1
btree i5 1700766423 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean uncached 5 8337 1043 21.83 13.470000 1 1
btree i5 1700766424 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached-os 5 8337 1043 21.83 8.093000 1 1
btree i5 1700766424 10000000 random 1000 10000 1-master 8 434783 8852 indexonlyscan-clean cached 5 8337 1043 21.83 7.899000 1 1
btree i5 1700766424 10000000 random 1000 10000 1-master 8 434783 8852 indexscan uncached 5 9698 1050 3993.79 185.717000 0 1
btree i5 1700766424 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached-os 5 9698 1050 3993.79 14.995000 0 1
btree i5 1700766425 10000000 random 1000 10000 1-master 8 434783 8852 indexscan cached 5 9698 1050 3993.79 9.095000 0 1
btree i5 1700766425 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan uncached 5 9008 998 3854.20 39.362000 1 1
btree i5 1700766425 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached-os 5 9008 998 3854.20 15.511000 1 1
btree i5 1700766425 10000000 random 1000 10000 1-master 8 434783 8852 bitmapscan cached 5 9008 998 3854.20 9.488000 1 1
btree i5 1700766426 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan uncached 1 1403 1054 21.83 188.930000 1 1
btree i5 1700766426 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan cached-os 1 1403 1054 21.83 14.633000 1 1
btree i5 1700766426 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan cached 1 1403 1054 21.83 8.596000 1 1
btree i5 1700766434 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean uncached 1 1797 1025 21.86 13.608000 1 1
btree i5 1700766434 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean cached-os 1 1797 1025 21.86 7.983000 1 1
btree i5 1700766435 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean cached 1 1797 1025 21.86 8.112000 1 1
btree i5 1700766435 10000000 random 1000 10000 2-20231016 0 434783 8852 indexscan uncached 1 1484 1010 4001.86 193.834000 0 1
btree i5 1700766435 10000000 random 1000 10000 2-20231016 0 434783 8852 indexscan cached-os 1 1484 1010 4001.86 14.630000 0 1
btree i5 1700766435 10000000 random 1000 10000 2-20231016 0 434783 8852 indexscan cached 1 1484 1010 4001.86 9.117000 0 1
btree i5 1700766435 10000000 random 1000 10000 2-20231016 0 434783 8852 bitmapscan uncached 1 993 1025 3861.81 189.913000 1 1
btree i5 1700766436 10000000 random 1000 10000 2-20231016 0 434783 8852 bitmapscan cached-os 1 993 1025 3861.81 15.445000 1 1
btree i5 1700766436 10000000 random 1000 10000 2-20231016 0 434783 8852 bitmapscan cached 1 993 1025 3861.81 9.172000 1 1
btree i5 1700766436 10000000 random 1000 10000 2-20231016 0 434783 8852 seqscan uncached 1 608 1046 559783.11 3441.094000 0 1
btree i5 1700766440 10000000 random 1000 10000 2-20231016 0 434783 8852 seqscan cached-os 1 608 1046 559783.11 1349.384000 0 1
btree i5 1700766441 10000000 random 1000 10000 2-20231016 0 434783 8852 seqscan cached 1 608 1046 559783.11 1202.846000 0 1
btree i5 1700766444 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan uncached 2 2533 969 21.86 186.009000 1 1
btree i5 1700766445 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan cached-os 2 2533 969 21.86 14.219000 1 1
btree i5 1700766445 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan cached 2 2533 969 21.86 8.918000 1 1
btree i5 1700766452 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean uncached 2 2228 1045 21.85 18.868000 1 1
btree i5 1700766453 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean cached-os 2 2228 1045 21.85 8.073000 1 1
btree i5 1700766453 10000000 random 1000 10000 2-20231016 0 434783 8852 indexonlyscan-clean cached 2 2228 1045 21.85 8.168000 1 1
btree i5 1700766453 10000000 random 1000 10000 2-20231016 0 434783 8852 indexscan uncached 2 3309 1015 3997.84 184.202000 0 1
