test machine time rows dataset matches distinct build prefetch table_size index_size scan caching run value nfound cost duration best_plan correct_plan
hash xeon 1700760811 1000000 random 1000 1000 1-master 0 43479 5622 indexscan uncached 1 77 988 1502.41 116.660000 0 1
hash xeon 1700760811 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached-os 1 77 988 1502.41 21.127000 0 1
hash xeon 1700760811 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached 1 77 988 1502.41 11.874000 0 1
hash xeon 1700760811 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan uncached 1 82 998 1431.13 124.663000 1 1
hash xeon 1700760812 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached-os 1 82 998 1431.13 21.171000 1 1
hash xeon 1700760812 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached 1 82 998 1431.13 11.432000 1 1
hash xeon 1700760812 1000000 random 1000 1000 1-master 0 43479 5622 seqscan uncached 1 147 967 55978.90 341.941000 0 1
hash xeon 1700760813 1000000 random 1000 1000 1-master 0 43479 5622 seqscan cached-os 1 147 967 55978.90 178.601000 0 1
hash xeon 1700760813 1000000 random 1000 1000 1-master 0 43479 5622 seqscan cached 1 147 967 55978.90 160.695000 0 1
hash xeon 1700760813 1000000 random 1000 1000 1-master 0 43479 5622 indexscan uncached 2 273 1052 2350.92 123.477000 0 1
hash xeon 1700760814 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached-os 2 273 1052 2350.92 21.947000 0 1
hash xeon 1700760814 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached 2 273 1052 2350.92 11.495000 0 1
hash xeon 1700760814 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan uncached 2 375 973 1431.13 129.020000 1 1
hash xeon 1700760815 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached-os 2 375 973 1431.13 21.773000 1 1
hash xeon 1700760815 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached 2 375 973 1431.13 11.491000 1 1
hash xeon 1700760815 1000000 random 1000 1000 1-master 0 43479 5622 indexscan uncached 3 480 959 1502.41 112.498000 0 1
hash xeon 1700760815 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached-os 3 480 959 1502.41 20.621000 0 1
hash xeon 1700760816 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached 3 480 959 1502.41 11.300000 0 1
hash xeon 1700760816 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan uncached 3 427 982 1431.13 123.527000 1 1
hash xeon 1700760816 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached-os 3 427 982 1431.13 21.276000 1 1
hash xeon 1700760816 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached 3 427 982 1431.13 12.645000 1 1
hash xeon 1700760816 1000000 random 1000 1000 1-master 0 43479 5622 indexscan uncached 4 741 999 1502.41 119.751000 0 1
hash xeon 1700760817 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached-os 4 741 999 1502.41 21.757000 0 1
hash xeon 1700760817 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached 4 741 999 1502.41 12.127000 0 1
hash xeon 1700760817 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan uncached 4 785 973 1431.13 122.535000 1 1
hash xeon 1700760817 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached-os 4 785 973 1431.13 21.643000 1 1
hash xeon 1700760818 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached 4 785 973 1431.13 12.967000 1 1
hash xeon 1700760818 1000000 random 1000 1000 1-master 0 43479 5622 indexscan uncached 5 875 965 1502.41 116.611000 0 1
hash xeon 1700760818 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached-os 5 875 965 1502.41 21.111000 0 1
hash xeon 1700760818 1000000 random 1000 1000 1-master 0 43479 5622 indexscan cached 5 875 965 1502.41 11.426000 0 1
hash xeon 1700760818 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan uncached 5 862 1044 1431.13 132.332000 1 1
hash xeon 1700760819 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached-os 5 862 1044 1431.13 21.605000 1 1
hash xeon 1700760819 1000000 random 1000 1000 1-master 0 43479 5622 bitmapscan cached 5 862 1044 1431.13 11.627000 1 1
