btree 1682213519 1 1000 958 master uncached 141.272000 110597
btree 1682213527 1 1000 958 master cached 12.000000 110597
btree 1682213527 2 1000 1008 master uncached 147.573000 129369
btree 1682213527 2 1000 1008 master cached 12.985000 129369
btree 1682213527 3 1000 1017 master uncached 144.406000 346843
btree 1682213528 3 1000 1017 master cached 12.358000 346843
btree 1682213528 4 1000 940 master uncached 138.824000 296337
btree 1682213529 4 1000 940 master cached 11.767000 296337
btree 1682213529 5 1000 985 master uncached 141.527000 447808
btree 1682213529 5 1000 985 master cached 12.507000 447808
btree 1682213529 6 1000 989 master uncached 143.705000 224302
btree 1682213530 6 1000 989 master cached 12.188000 224302
btree 1682213530 7 1000 988 master uncached 143.455000 262978
btree 1682213530 7 1000 988 master cached 12.239000 262978
btree 1682213530 8 1000 1010 master uncached 147.889000 252239
btree 1682213531 8 1000 1010 master cached 12.753000 252239
btree 1682213531 9 1000 1033 master uncached 148.448000 353845
btree 1682213531 9 1000 1033 master cached 12.397000 353845
btree 1682213531 10 1000 1066 master uncached 147.816000 85158
btree 1682213532 10 1000 1066 master cached 12.172000 85158
btree 1682213532 1 1000 1016 patched uncached 46.398000 438488
btree 1682213533 1 1000 1016 patched cached 11.538000 438488
btree 1682213533 2 1000 967 patched uncached 47.910000 80547
btree 1682213533 2 1000 967 patched cached 11.955000 80547
btree 1682213533 3 1000 975 patched uncached 48.960000 469670
btree 1682213533 3 1000 975 patched cached 12.422000 469670
btree 1682213533 4 1000 1078 patched uncached 46.005000 307661
btree 1682213534 4 1000 1078 patched cached 12.295000 307661
btree 1682213534 5 1000 986 patched uncached 45.230000 52477
btree 1682213534 5 1000 986 patched cached 12.110000 52477
btree 1682213534 6 1000 982 patched uncached 47.826000 423083
btree 1682213535 6 1000 982 patched cached 11.602000 423083
btree 1682213535 7 1000 974 patched uncached 45.380000 210438
btree 1682213535 7 1000 974 patched cached 12.130000 210438
btree 1682213535 8 1000 984 patched uncached 46.457000 92122
btree 1682213536 8 1000 984 patched cached 11.620000 92122
btree 1682213536 9 1000 960 patched uncached 44.381000 306890
btree 1682213536 9 1000 960 patched cached 11.811000 306890
btree 1682213536 10 1000 984 patched uncached 44.222000 447178
btree 1682213537 10 1000 984 patched cached 11.889000 447178
btree 1682213537 1 1000 1045 bitmapscan uncached 47.581000 98207
btree 1682213537 1 1000 1045 bitmapscan cached 12.307000 98207
btree 1682213537 2 1000 1027 bitmapscan uncached 48.991000 105428
btree 1682213538 2 1000 1027 bitmapscan cached 12.552000 105428
btree 1682213538 3 1000 1014 bitmapscan uncached 47.531000 382624
btree 1682213538 3 1000 1014 bitmapscan cached 12.645000 382624
btree 1682213538 4 1000 985 bitmapscan uncached 44.960000 115594
btree 1682213539 4 1000 985 bitmapscan cached 12.549000 115594
btree 1682213539 5 1000 1057 bitmapscan uncached 50.384000 462440
btree 1682213539 5 1000 1057 bitmapscan cached 12.520000 462440
btree 1682213539 6 1000 1043 bitmapscan uncached 47.813000 123554
btree 1682213540 6 1000 1043 bitmapscan cached 12.838000 123554
btree 1682213540 7 1000 948 bitmapscan uncached 48.086000 478297
btree 1682213540 7 1000 948 bitmapscan cached 11.998000 478297
btree 1682213540 8 1000 931 bitmapscan uncached 48.517000 407697
btree 1682213541 8 1000 931 bitmapscan cached 12.402000 407697
btree 1682213541 9 1000 968 bitmapscan uncached 45.526000 171728
btree 1682213541 9 1000 968 bitmapscan cached 12.442000 171728
btree 1682213541 10 1000 1027 bitmapscan uncached 49.304000 202610
btree 1682213542 10 1000 1027 bitmapscan cached 12.117000 202610
btree 1682213542 1 1000 1005 seqscan uncached 109893.374000 66822
btree 1682213652 1 1000 1005 seqscan cached 110663.654000 66822
btree 1682213763 2 1000 1021 seqscan uncached 108488.010000 374188
btree 1682213877 2 1000 1021 seqscan cached 109408.157000 374188
btree 1682215490 1 10 10 master uncached 21.537000 21851478
btree 1682215499 1 10 10 master cached 8.611000 21851478
btree 1682215499 2 10 12 master uncached 19.551000 32552615
btree 1682215499 2 10 12 master cached 8.279000 32552615
btree 1682215499 3 10 14 master uncached 21.440000 5391835
btree 1682215500 3 10 14 master cached 8.289000 5391835
btree 1682215500 4 10 17 master uncached 23.147000 17915180
btree 1682215500 4 10 17 master cached 8.835000 17915180
btree 1682215500 5 10 12 master uncached 23.587000 27994040
btree 1682215501 5 10 12 master cached 9.122000 27994040
btree 1682215501 6 10 9 master uncached 19.924000 42143292
btree 1682215501 6 10 9 master cached 9.023000 42143292
btree 1682215501 7 10 14 master uncached 20.457000 41663922
btree 1682215502 7 10 14 master cached 8.527000 41663922
btree 1682215502 8 10 17 master uncached 21.900000 3880269
btree 1682215502 8 10 17 master cached 9.686000 3880269
btree 1682215502 9 10 13 master uncached 20.621000 19275211
btree 1682215503 9 10 13 master cached 8.691000 19275211
