gist 1682189973 1 1000 1021 master uncached 463.094000 51077 51219 73925 74067
gist 1682189982 1 1000 1021 master cached 33.183000 51077 51219 73925 74067
gist 1682189982 2 1000 1009 master uncached 474.608000 74452 74594 82006 82148
gist 1682189983 2 1000 1009 master cached 33.894000 74452 74594 82006 82148
gist 1682189983 3 1000 1066 master uncached 472.308000 34931 35073 34965 35107
gist 1682189984 3 1000 1066 master cached 32.807000 34931 35073 34965 35107
gist 1682189984 4 1000 1003 master uncached 476.875000 86606 86748 1724 1866
gist 1682189985 4 1000 1003 master cached 32.375000 86606 86748 1724 1866
gist 1682189985 5 1000 983 master uncached 460.779000 95897 96039 27167 27309
gist 1682189986 5 1000 983 master cached 34.085000 95897 96039 27167 27309
gist 1682189986 6 1000 1055 master uncached 481.071000 65440 65582 20766 20908
gist 1682189987 6 1000 1055 master cached 33.510000 65440 65582 20766 20908
gist 1682189987 7 1000 1039 master uncached 467.181000 51087 51229 39667 39809
gist 1682189988 7 1000 1039 master cached 31.431000 51087 51229 39667 39809
gist 1682189988 8 1000 963 master uncached 468.075000 21751 21893 23152 23294
gist 1682189989 8 1000 963 master cached 32.235000 21751 21893 23152 23294
gist 1682189989 9 1000 998 master uncached 458.950000 52002 52144 55205 55347
gist 1682189990 9 1000 998 master cached 29.763000 52002 52144 55205 55347
gist 1682189990 10 1000 1032 master uncached 480.597000 24966 25108 99515 99657
gist 1682189990 10 1000 1032 master cached 33.718000 24966 25108 99515 99657
gist 1682189991 1 1000 990 patched uncached 362.436000 42472 42614 88787 88929
gist 1682189991 1 1000 990 patched cached 29.184000 42472 42614 88787 88929
gist 1682189991 2 1000 969 patched uncached 373.875000 26424 26566 69827 69969
gist 1682189992 2 1000 969 patched cached 32.673000 26424 26566 69827 69969
gist 1682189992 3 1000 1032 patched uncached 367.200000 77948 78090 92371 92513
gist 1682189993 3 1000 1032 patched cached 28.195000 77948 78090 92371 92513
gist 1682189993 4 1000 970 patched uncached 365.072000 55124 55266 69456 69598
gist 1682189994 4 1000 970 patched cached 26.809000 55124 55266 69456 69598
gist 1682189994 5 1000 1049 patched uncached 373.834000 83789 83931 22920 23062
gist 1682189995 5 1000 1049 patched cached 31.915000 83789 83931 22920 23062
gist 1682189995 6 1000 1023 patched uncached 380.028000 4711 4853 45054 45196
gist 1682189995 6 1000 1023 patched cached 33.031000 4711 4853 45054 45196
gist 1682189996 7 1000 1079 patched uncached 364.807000 83571 83713 4112 4254
gist 1682189996 7 1000 1079 patched cached 29.371000 83571 83713 4112 4254
gist 1682189996 8 1000 999 patched uncached 379.429000 25907 26049 25297 25439
gist 1682189997 8 1000 999 patched cached 31.714000 25907 26049 25297 25439
gist 1682189997 9 1000 1049 patched uncached 367.600000 50646 50788 75939 76081
gist 1682189998 9 1000 1049 patched cached 31.371000 50646 50788 75939 76081
gist 1682189998 10 1000 962 patched uncached 377.146000 19654 19796 47351 47493
gist 1682189999 10 1000 962 patched cached 32.739000 19654 19796 47351 47493
gist 1682189999 1 1000 969 bitmapscan uncached 365.392000 34318 34460 52448 52590
gist 1682190000 1 1000 969 bitmapscan cached 29.843000 34318 34460 52448 52590
gist 1682190000 2 1000 1049 bitmapscan uncached 379.074000 377 519 31808 31950
gist 1682190001 2 1000 1049 bitmapscan cached 32.188000 377 519 31808 31950
gist 1682190001 3 1000 1094 bitmapscan uncached 361.111000 99676 99818 38174 38316
gist 1682190001 3 1000 1094 bitmapscan cached 29.544000 99676 99818 38174 38316
gist 1682190001 4 1000 986 bitmapscan uncached 371.748000 40178 40320 72304 72446
gist 1682190002 4 1000 986 bitmapscan cached 33.325000 40178 40320 72304 72446
gist 1682190002 5 1000 1052 bitmapscan uncached 368.218000 80383 80525 62349 62491
gist 1682190003 5 1000 1052 bitmapscan cached 31.405000 80383 80525 62349 62491
gist 1682190003 6 1000 1030 bitmapscan uncached 378.335000 92793 92935 7603 7745
gist 1682190004 6 1000 1030 bitmapscan cached 32.849000 92793 92935 7603 7745
gist 1682190004 7 1000 1026 bitmapscan uncached 361.307000 86584 86726 90041 90183
gist 1682190005 7 1000 1026 bitmapscan cached 33.255000 86584 86726 90041 90183
gist 1682190005 8 1000 1083 bitmapscan uncached 380.892000 67460 67602 15370 15512
gist 1682190006 8 1000 1083 bitmapscan cached 33.161000 67460 67602 15370 15512
gist 1682190006 9 1000 977 bitmapscan uncached 367.893000 62713 62855 79935 80077
gist 1682190006 9 1000 977 bitmapscan cached 28.887000 62713 62855 79935 80077
gist 1682190006 10 1000 1014 bitmapscan uncached 376.973000 29355 29497 4832 4974
gist 1682190007 10 1000 1014 bitmapscan cached 32.648000 29355 29497 4832 4974
gist 1682190007 1 1000 956 seqscan uncached 130291.638000 27460 27602 54840 54982
gist 1682190138 1 1000 956 seqscan cached 133255.962000 27460 27602 54840 54982
gist 1682190271 2 1000 1024 seqscan uncached 130549.241000 58786 58928 39198 39340
