test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration
hash xeon 1686669169 10000000 random 1000 10000 master 0 434783 53141 indexscan uncached 1 518 956 1529.55 116.605000
hash xeon 1686669170 10000000 random 1000 10000 master 0 434783 53141 indexscan cached 1 518 956 1529.55 10.700000
hash xeon 1686669170 10000000 random 1000 10000 master 0 434783 53141 bitmapscan uncached 1 1909 995 1508.26 122.621000
hash xeon 1686669170 10000000 random 1000 10000 master 0 434783 53141 bitmapscan cached 1 1909 995 1508.26 11.312000
hash xeon 1686669170 10000000 random 1000 10000 master 0 434783 53141 seqscan uncached 1 314 968 559783.11 2183.834000
hash xeon 1686669173 10000000 random 1000 10000 master 0 434783 53141 seqscan cached 1 314 968 559783.11 1489.941000
hash xeon 1686669174 10000000 random 1000 10000 master 0 434783 53141 indexscan uncached 2 2931 1014 1529.55 119.968000
hash xeon 1686669175 10000000 random 1000 10000 master 0 434783 53141 indexscan cached 2 2931 1014 1529.55 9.823000
hash xeon 1686669175 10000000 random 1000 10000 master 0 434783 53141 bitmapscan uncached 2 3365 986 1508.26 120.188000
hash xeon 1686669175 10000000 random 1000 10000 master 0 434783 53141 bitmapscan cached 2 3365 986 1508.26 10.670000
hash xeon 1686669176 10000000 random 1000 10000 master 0 434783 53141 indexscan uncached 3 4048 992 1529.55 121.432000
hash xeon 1686669176 10000000 random 1000 10000 master 0 434783 53141 indexscan cached 3 4048 992 1529.55 10.620000
hash xeon 1686669176 10000000 random 1000 10000 master 0 434783 53141 bitmapscan uncached 3 5145 916 1508.26 116.852000
hash xeon 1686669176 10000000 random 1000 10000 master 0 434783 53141 bitmapscan cached 3 5145 916 1508.26 11.566000
hash xeon 1686669176 10000000 random 1000 10000 master 0 434783 53141 indexscan uncached 4 7212 1038 1529.55 147.514000
hash xeon 1686669177 10000000 random 1000 10000 master 0 434783 53141 indexscan cached 4 7212 1038 1529.55 11.553000
hash xeon 1686669177 10000000 random 1000 10000 master 0 434783 53141 bitmapscan uncached 4 7271 984 1508.26 132.718000
hash xeon 1686669177 10000000 random 1000 10000 master 0 434783 53141 bitmapscan cached 4 7271 984 1508.26 11.374000
hash xeon 1686669177 10000000 random 1000 10000 master 0 434783 53141 indexscan uncached 5 8462 1046 1529.55 128.955000
hash xeon 1686669178 10000000 random 1000 10000 master 0 434783 53141 indexscan cached 5 8462 1046 1529.55 11.401000
hash xeon 1686669178 10000000 random 1000 10000 master 0 434783 53141 bitmapscan uncached 5 8448 982 1508.26 169.349000
hash xeon 1686669178 10000000 random 1000 10000 master 0 434783 53141 bitmapscan cached 5 8448 982 1508.26 11.676000
hash xeon 1686669179 10000000 random 1000 10000 master 32 434783 53141 indexscan uncached 1 58 963 1529.55 120.853000
hash xeon 1686669179 10000000 random 1000 10000 master 32 434783 53141 indexscan cached 1 58 963 1529.55 11.305000
hash xeon 1686669179 10000000 random 1000 10000 master 32 434783 53141 bitmapscan uncached 1 397 996 1508.26 28.214000
hash xeon 1686669179 10000000 random 1000 10000 master 32 434783 53141 bitmapscan cached 1 397 996 1508.26 11.284000
hash xeon 1686669180 10000000 random 1000 10000 master 32 434783 53141 seqscan uncached 1 348 1069 559783.11 2196.575000
hash xeon 1686669182 10000000 random 1000 10000 master 32 434783 53141 seqscan cached 1 348 1069 559783.11 1467.491000
hash xeon 1686669184 10000000 random 1000 10000 master 32 434783 53141 indexscan uncached 2 2874 992 1529.55 159.215000
hash xeon 1686669184 10000000 random 1000 10000 master 32 434783 53141 indexscan cached 2 2874 992 1529.55 9.904000
hash xeon 1686669184 10000000 random 1000 10000 master 32 434783 53141 bitmapscan uncached 2 3882 989 1508.26 25.459000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 bitmapscan cached 2 3882 989 1508.26 10.875000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 indexscan uncached 3 4062 969 1529.55 119.903000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 indexscan cached 3 4062 969 1529.55 10.365000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 bitmapscan uncached 3 4531 984 1508.26 26.008000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 bitmapscan cached 3 4531 984 1508.26 11.401000
hash xeon 1686669185 10000000 random 1000 10000 master 32 434783 53141 indexscan uncached 4 7958 998 1529.55 172.505000
hash xeon 1686669186 10000000 random 1000 10000 master 32 434783 53141 indexscan cached 4 7958 998 1529.55 11.803000
hash xeon 1686669186 10000000 random 1000 10000 master 32 434783 53141 bitmapscan uncached 4 6456 1011 1508.26 28.115000
hash xeon 1686669186 10000000 random 1000 10000 master 32 434783 53141 bitmapscan cached 4 6456 1011 1508.26 11.697000
hash xeon 1686669186 10000000 random 1000 10000 master 32 434783 53141 indexscan uncached 5 8835 985 1529.55 164.813000
hash xeon 1686669187 10000000 random 1000 10000 master 32 434783 53141 indexscan cached 5 8835 985 1529.55 11.921000
hash xeon 1686669187 10000000 random 1000 10000 master 32 434783 53141 bitmapscan uncached 5 8428 1004 1508.26 28.489000
hash xeon 1686669187 10000000 random 1000 10000 master 32 434783 53141 bitmapscan cached 5 8428 1004 1508.26 11.286000
hash xeon 1686669188 10000000 random 1000 10000 patched 0 434783 53141 indexscan uncached 1 767 1018 1529.55 156.337000
hash xeon 1686669188 10000000 random 1000 10000 patched 0 434783 53141 indexscan cached 1 767 1018 1529.55 11.924000
hash xeon 1686669188 10000000 random 1000 10000 patched 0 434783 53141 bitmapscan uncached 1 1659 1008 1508.26 129.419000
hash xeon 1686669189 10000000 random 1000 10000 patched 0 434783 53141 bitmapscan cached 1 1659 1008 1508.26 11.360000
