gist 1682126225 1 1000 988 master uncached 562.792000 80062 80379 53343 53660
gist 1682126228 1 1000 988 master cached 23.196000 80062 80379 53343 53660
gist 1682126228 2 1000 993 master uncached 555.819000 69973 70290 43468 43785
gist 1682126228 2 1000 993 master cached 23.069000 69973 70290 43468 43785
gist 1682126228 3 1000 1000 master uncached 572.086000 74262 74579 70443 70760
gist 1682126229 3 1000 1000 master cached 22.843000 74262 74579 70443 70760
gist 1682126229 4 1000 1030 master uncached 539.932000 37754 38071 29214 29531
gist 1682126230 4 1000 1030 master cached 22.829000 37754 38071 29214 29531
gist 1682126230 5 1000 1029 master uncached 567.809000 30397 30714 61959 62276
gist 1682126231 5 1000 1029 master cached 22.882000 30397 30714 61959 62276
gist 1682126231 6 1000 969 master uncached 548.058000 93595 93912 92942 93259
gist 1682126232 6 1000 969 master cached 22.776000 93595 93912 92942 93259
gist 1682126232 7 1000 988 master uncached 563.599000 94320 94637 96639 96956
gist 1682126233 7 1000 988 master cached 22.778000 94320 94637 96639 96956
gist 1682126233 8 1000 994 master uncached 550.285000 8422 8739 69599 69916
gist 1682126234 8 1000 994 master cached 23.036000 8422 8739 69599 69916
gist 1682126234 9 1000 984 master uncached 554.257000 66847 67164 61380 61697
gist 1682126235 9 1000 984 master cached 22.968000 66847 67164 61380 61697
gist 1682126235 10 1000 978 master uncached 556.894000 61317 61634 47468 47785
gist 1682126236 10 1000 978 master cached 22.628000 61317 61634 47468 47785
gist 1682126236 1 1000 1003 patched uncached 423.384000 43338 43655 35579 35896
gist 1682126236 1 1000 1003 patched cached 22.881000 43338 43655 35579 35896
gist 1682126236 2 1000 1052 patched uncached 395.936000 95322 95639 44225 44542
gist 1682126237 2 1000 1052 patched cached 22.819000 95322 95639 44225 44542
gist 1682126237 3 1000 974 patched uncached 405.303000 10575 10892 63861 64178
gist 1682126238 3 1000 974 patched cached 22.941000 10575 10892 63861 64178
gist 1682126238 4 1000 977 patched uncached 414.023000 26234 26551 90566 90883
gist 1682126239 4 1000 977 patched cached 22.782000 26234 26551 90566 90883
gist 1682126239 5 1000 1005 patched uncached 428.461000 58379 58696 96930 97247
gist 1682126239 5 1000 1005 patched cached 22.850000 58379 58696 96930 97247
gist 1682126239 6 1000 1028 patched uncached 421.169000 5599 5916 88097 88414
gist 1682126240 6 1000 1028 patched cached 22.947000 5599 5916 88097 88414
gist 1682126240 7 1000 945 patched uncached 427.558000 19324 19641 85346 85663
gist 1682126241 7 1000 945 patched cached 22.546000 19324 19641 85346 85663
gist 1682126241 8 1000 1025 patched uncached 422.133000 17534 17851 33786 34103
gist 1682126242 8 1000 1025 patched cached 22.590000 17534 17851 33786 34103
gist 1682126242 9 1000 997 patched uncached 399.226000 47308 47625 38224 38541
gist 1682126242 9 1000 997 patched cached 22.462000 47308 47625 38224 38541
gist 1682126243 10 1000 1006 patched uncached 422.253000 9147 9464 44185 44502
gist 1682126243 10 1000 1006 patched cached 22.531000 9147 9464 44185 44502
gist 1682126243 1 1000 1029 bitmapscan uncached 402.416000 92016 92333 23644 23961
gist 1682126244 1 1000 1029 bitmapscan cached 23.376000 92016 92333 23644 23961
gist 1682126244 2 1000 1007 bitmapscan uncached 413.258000 99369 99686 77723 78040
gist 1682126245 2 1000 1007 bitmapscan cached 23.046000 99369 99686 77723 78040
gist 1682126245 3 1000 1018 bitmapscan uncached 416.826000 80767 81084 54787 55104
