test machine time rows dataset matches distinct build prefetch table_size index_size scan_type caching run value nfound cost duration best_plan correct_plan
btree i5 1700752799 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan uncached 1 136 1025 21.79 191.198000 1 1
btree i5 1700752800 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached-os 1 136 1025 21.79 15.472000 1 1
btree i5 1700752800 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached 1 136 1025 21.79 8.924000 1 1
btree i5 1700752801 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean uncached 1 56 1026 21.80 12.862000 1 1
btree i5 1700752801 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached-os 1 56 1026 21.80 7.984000 1 1
btree i5 1700752801 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached 1 56 1026 21.80 9.173000 1 1
btree i5 1700752801 1000000 random 1000 1000 1-master 0 43479 889 indexscan uncached 1 56 1026 3949.68 182.950000 0 1
btree i5 1700752802 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached-os 1 56 1026 3949.68 14.893000 0 1
btree i5 1700752802 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached 1 56 1026 3949.68 9.080000 0 1
btree i5 1700752802 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan uncached 1 86 966 3509.79 175.738000 1 1
btree i5 1700752803 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached-os 1 86 966 3509.79 14.618000 1 1
btree i5 1700752803 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached 1 86 966 3509.79 9.349000 1 1
btree i5 1700752803 1000000 random 1000 1000 1-master 0 43479 889 seqscan uncached 1 149 955 55978.90 365.296000 0 1
btree i5 1700752804 1000000 random 1000 1000 1-master 0 43479 889 seqscan cached-os 1 149 955 55978.90 144.030000 0 1
btree i5 1700752804 1000000 random 1000 1000 1-master 0 43479 889 seqscan cached 1 149 955 55978.90 129.365000 0 1
btree i5 1700752804 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan uncached 2 391 1009 21.80 190.305000 1 1
btree i5 1700752805 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached-os 2 391 1009 21.80 14.287000 1 1
btree i5 1700752805 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached 2 391 1009 21.80 8.801000 1 1
btree i5 1700752806 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean uncached 2 366 979 21.80 12.940000 1 1
btree i5 1700752806 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached-os 2 366 979 21.80 7.941000 1 1
btree i5 1700752806 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached 2 366 979 21.80 7.674000 1 1
btree i5 1700752806 1000000 random 1000 1000 1-master 0 43479 889 indexscan uncached 2 368 1028 3949.77 183.528000 0 1
btree i5 1700752807 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached-os 2 368 1028 3949.77 14.601000 0 1
btree i5 1700752807 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached 2 368 1028 3949.77 8.761000 0 1
btree i5 1700752807 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan uncached 2 389 1007 3509.79 180.639000 1 1
btree i5 1700752808 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached-os 2 389 1007 3509.79 15.149000 1 1
btree i5 1700752808 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached 2 389 1007 3509.79 9.423000 1 1
btree i5 1700752808 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan uncached 3 418 1062 21.80 191.865000 1 1
btree i5 1700752809 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached-os 3 418 1062 21.80 14.590000 1 1
btree i5 1700752809 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached 3 418 1062 21.80 8.610000 1 1
btree i5 1700752810 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean uncached 3 414 991 21.80 13.099000 1 1
btree i5 1700752810 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached-os 3 414 991 21.80 7.935000 1 1
btree i5 1700752810 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached 3 414 991 21.80 7.584000 1 1
btree i5 1700752810 1000000 random 1000 1000 1-master 0 43479 889 indexscan uncached 3 481 997 3949.71 178.298000 0 1
btree i5 1700752811 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached-os 3 481 997 3949.71 14.290000 0 1
btree i5 1700752811 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached 3 481 997 3949.71 8.918000 0 1
btree i5 1700752811 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan uncached 3 558 1019 3509.79 183.165000 1 1
btree i5 1700752811 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached-os 3 558 1019 3509.79 15.027000 1 1
btree i5 1700752812 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached 3 558 1019 3509.79 9.383000 1 1
btree i5 1700752812 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan uncached 4 652 999 21.80 183.979000 1 1
btree i5 1700752812 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached-os 4 652 999 21.80 14.366000 1 1
btree i5 1700752813 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached 4 652 999 21.80 8.354000 1 1
btree i5 1700752813 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean uncached 4 688 969 21.82 12.779000 1 1
btree i5 1700752814 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached-os 4 688 969 21.82 7.997000 1 1
btree i5 1700752814 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached 4 688 969 21.82 7.710000 1 1
btree i5 1700752814 1000000 random 1000 1000 1-master 0 43479 889 indexscan uncached 4 790 991 3953.77 179.368000 0 1
btree i5 1700752814 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached-os 4 790 991 3953.77 14.322000 0 1
btree i5 1700752815 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached 4 790 991 3953.77 8.885000 0 1
btree i5 1700752815 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan uncached 4 779 967 3513.14 176.111000 1 1
btree i5 1700752815 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached-os 4 779 967 3513.14 14.773000 1 1
btree i5 1700752815 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached 4 779 967 3513.14 9.284000 1 1
btree i5 1700752816 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan uncached 5 843 1000 21.82 181.499000 1 1
btree i5 1700752816 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached-os 5 843 1000 21.82 14.069000 1 1
btree i5 1700752816 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan cached 5 843 1000 21.82 8.747000 1 1
btree i5 1700752817 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean uncached 5 937 988 21.79 13.821000 1 1
btree i5 1700752817 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached-os 5 937 988 21.79 7.766000 1 1
btree i5 1700752818 1000000 random 1000 1000 1-master 0 43479 889 indexonlyscan-clean cached 5 937 988 21.79 7.938000 1 1
btree i5 1700752818 1000000 random 1000 1000 1-master 0 43479 889 indexscan uncached 5 800 965 3945.39 173.784000 0 1
btree i5 1700752818 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached-os 5 800 965 3945.39 14.777000 0 1
btree i5 1700752818 1000000 random 1000 1000 1-master 0 43479 889 indexscan cached 5 800 965 3945.39 9.239000 0 1
btree i5 1700752818 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan uncached 5 810 1038 3506.45 184.513000 1 1
btree i5 1700752819 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached-os 5 810 1038 3506.45 15.021000 1 1
btree i5 1700752819 1000000 random 1000 1000 1-master 0 43479 889 bitmapscan cached 5 810 1038 3506.45 9.743000 1 1
btree i5 1700752819 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan uncached 1 159 1029 21.79 187.656000 1 1
btree i5 1700752820 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan cached-os 1 159 1029 21.79 14.293000 1 1
btree i5 1700752820 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan cached 1 159 1029 21.79 8.924000 1 1
btree i5 1700752821 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan-clean uncached 1 94 1048 21.80 12.931000 1 1
btree i5 1700752821 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan-clean cached-os 1 94 1048 21.80 7.886000 1 1
btree i5 1700752822 1000000 random 1000 1000 1-master 32 43479 889 indexonlyscan-clean cached 1 94 1048 21.80 7.947000 1 1
btree i5 1700752822 1000000 random 1000 1000 1-master 32 43479 889 indexscan uncached 1 147 941 3949.78 172.147000 0 1
