test machine time rows dataset matches distinct build prefetch table_size index_size scan caching run value nfound cost duration best_plan correct_plan
hash i5 1700761224 1000000 random 1000 1000 1-master 0 43479 5628 indexscan cached 3 551 1003 3977.41 8.886000 0 1
hash i5 1700761224 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan uncached 3 585 977 3536.06 174.044000 1 1
hash i5 1700761225 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached-os 3 585 977 3536.06 14.565000 1 1
hash i5 1700761225 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached 3 585 977 3536.06 9.208000 1 1
hash i5 1700761225 1000000 random 1000 1000 1-master 0 43479 5628 indexscan uncached 4 749 1033 3977.41 180.822000 0 1
hash i5 1700761226 1000000 random 1000 1000 1-master 0 43479 5628 indexscan cached-os 4 749 1033 3977.41 14.806000 0 1
hash i5 1700761226 1000000 random 1000 1000 1-master 0 43479 5628 indexscan cached 4 749 1033 3977.41 9.013000 0 1
hash i5 1700761226 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan uncached 4 624 1019 3536.06 183.412000 1 1
hash i5 1700761226 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached-os 4 624 1019 3536.06 14.986000 1 1
hash i5 1700761227 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached 4 624 1019 3536.06 9.492000 1 1
hash i5 1700761227 1000000 random 1000 1000 1-master 0 43479 5628 indexscan uncached 5 968 928 3977.41 164.702000 0 1
hash i5 1700761227 1000000 random 1000 1000 1-master 0 43479 5628 indexscan cached-os 5 968 928 3977.41 13.894000 0 1
hash i5 1700761227 1000000 random 1000 1000 1-master 0 43479 5628 indexscan cached 5 968 928 3977.41 8.813000 0 1
hash i5 1700761227 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan uncached 5 866 938 3536.06 168.630000 1 1
hash i5 1700761228 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached-os 5 866 938 3536.06 14.640000 1 1
hash i5 1700761228 1000000 random 1000 1000 1-master 0 43479 5628 bitmapscan cached 5 866 938 3536.06 9.412000 1 1
hash i5 1700761228 1000000 random 1000 1000 1-master 32 43479 5628 indexscan uncached 1 70 1039 3977.41 179.629000 0 1
hash i5 1700761229 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached-os 1 70 1039 3977.41 15.084000 0 1
hash i5 1700761229 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached 1 70 1039 3977.41 9.051000 0 1
hash i5 1700761229 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan uncached 1 21 981 3536.06 30.813000 1 1
hash i5 1700761229 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached-os 1 21 981 3536.06 15.608000 1 1
hash i5 1700761230 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached 1 21 981 3536.06 9.528000 1 1
hash i5 1700761230 1000000 random 1000 1000 1-master 32 43479 5628 seqscan uncached 1 105 962 55978.90 365.562000 0 1
hash i5 1700761230 1000000 random 1000 1000 1-master 32 43479 5628 seqscan cached-os 1 105 962 55978.90 143.800000 0 1
hash i5 1700761231 1000000 random 1000 1000 1-master 32 43479 5628 seqscan cached 1 105 962 55978.90 130.085000 0 1
hash i5 1700761231 1000000 random 1000 1000 1-master 32 43479 5628 indexscan uncached 2 284 1033 3977.41 179.734000 0 1
hash i5 1700761231 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached-os 2 284 1033 3977.41 14.914000 0 1
hash i5 1700761232 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached 2 284 1033 3977.41 9.094000 0 1
hash i5 1700761232 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan uncached 2 400 989 3536.06 31.938000 1 1
hash i5 1700761232 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached-os 2 400 989 3536.06 15.857000 1 1
hash i5 1700761232 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached 2 400 989 3536.06 9.577000 1 1
hash i5 1700761232 1000000 random 1000 1000 1-master 32 43479 5628 indexscan uncached 3 502 958 3977.41 172.336000 0 1
hash i5 1700761233 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached-os 3 502 958 3977.41 14.293000 0 1
hash i5 1700761233 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached 3 502 958 3977.41 8.795000 0 1
hash i5 1700761233 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan uncached 3 457 1023 3536.06 35.788000 1 1
hash i5 1700761233 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached-os 3 457 1023 3536.06 15.833000 1 1
hash i5 1700761234 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached 3 457 1023 3536.06 9.373000 1 1
hash i5 1700761234 1000000 random 1000 1000 1-master 32 43479 5628 indexscan uncached 4 705 994 3977.41 173.719000 0 1
hash i5 1700761234 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached-os 4 705 994 3977.41 14.359000 0 1
hash i5 1700761234 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached 4 705 994 3977.41 8.805000 0 1
hash i5 1700761234 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan uncached 4 704 1038 3536.06 31.757000 1 1
hash i5 1700761235 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached-os 4 704 1038 3536.06 16.018000 1 1
hash i5 1700761235 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached 4 704 1038 3536.06 9.397000 1 1
hash i5 1700761235 1000000 random 1000 1000 1-master 32 43479 5628 indexscan uncached 5 856 1029 3977.41 180.590000 0 1
hash i5 1700761236 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached-os 5 856 1029 3977.41 14.802000 0 1
hash i5 1700761236 1000000 random 1000 1000 1-master 32 43479 5628 indexscan cached 5 856 1029 3977.41 8.840000 0 1
hash i5 1700761236 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan uncached 5 877 1015 3536.06 35.087000 1 1
hash i5 1700761236 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached-os 5 877 1015 3536.06 15.792000 1 1
hash i5 1700761236 1000000 random 1000 1000 1-master 32 43479 5628 bitmapscan cached 5 877 1015 3536.06 9.445000 1 1
hash i5 1700761237 1000000 random 1000 1000 1-master 8 43479 5628 indexscan uncached 1 147 947 3977.41 168.042000 0 1
hash i5 1700761237 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached-os 1 147 947 3977.41 13.996000 0 1
hash i5 1700761237 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached 1 147 947 3977.41 9.044000 0 1
hash i5 1700761237 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan uncached 1 76 1024 3536.06 38.064000 1 1
hash i5 1700761238 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached-os 1 76 1024 3536.06 15.830000 1 1
hash i5 1700761238 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached 1 76 1024 3536.06 9.539000 1 1
hash i5 1700761238 1000000 random 1000 1000 1-master 8 43479 5628 seqscan uncached 1 165 1013 55978.90 348.420000 0 1
hash i5 1700761239 1000000 random 1000 1000 1-master 8 43479 5628 seqscan cached-os 1 165 1013 55978.90 143.707000 0 1
hash i5 1700761239 1000000 random 1000 1000 1-master 8 43479 5628 seqscan cached 1 165 1013 55978.90 127.995000 0 1
hash i5 1700761239 1000000 random 1000 1000 1-master 8 43479 5628 indexscan uncached 2 224 1023 3977.41 180.354000 0 1
hash i5 1700761240 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached-os 2 224 1023 3977.41 14.533000 0 1
hash i5 1700761240 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached 2 224 1023 3977.41 8.784000 0 1
hash i5 1700761240 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan uncached 2 304 963 3536.06 35.790000 1 1
hash i5 1700761240 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached-os 2 304 963 3536.06 15.298000 1 1
hash i5 1700761240 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached 2 304 963 3536.06 9.307000 1 1
hash i5 1700761241 1000000 random 1000 1000 1-master 8 43479 5628 indexscan uncached 3 434 1021 3977.41 186.907000 0 1
hash i5 1700761241 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached-os 3 434 1021 3977.41 14.837000 0 1
hash i5 1700761241 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached 3 434 1021 3977.41 9.059000 0 1
hash i5 1700761241 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan uncached 3 435 979 3536.06 37.302000 1 1
hash i5 1700761242 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached-os 3 435 979 3536.06 15.339000 1 1
hash i5 1700761242 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached 3 435 979 3536.06 9.419000 1 1
hash i5 1700761242 1000000 random 1000 1000 1-master 8 43479 5628 indexscan uncached 4 670 988 6223.42 177.856000 0 1
hash i5 1700761242 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached-os 4 670 988 6223.42 14.598000 0 1
hash i5 1700761243 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached 4 670 988 6223.42 8.527000 0 1
hash i5 1700761243 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan uncached 4 663 992 3536.06 36.822000 1 1
hash i5 1700761243 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached-os 4 663 992 3536.06 15.474000 1 1
hash i5 1700761243 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached 4 663 992 3536.06 9.314000 1 1
hash i5 1700761243 1000000 random 1000 1000 1-master 8 43479 5628 indexscan uncached 5 802 1018 3977.41 180.074000 0 1
hash i5 1700761244 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached-os 5 802 1018 3977.41 14.683000 0 1
hash i5 1700761244 1000000 random 1000 1000 1-master 8 43479 5628 indexscan cached 5 802 1018 3977.41 9.010000 0 1
hash i5 1700761244 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan uncached 5 993 982 3536.06 36.707000 1 1
hash i5 1700761244 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached-os 5 993 982 3536.06 15.510000 1 1
hash i5 1700761245 1000000 random 1000 1000 1-master 8 43479 5628 bitmapscan cached 5 993 982 3536.06 9.449000 1 1
hash i5 1700761245 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan uncached 1 1 1011 3977.41 180.646000 0 1
hash i5 1700761246 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached-os 1 1 1011 3977.41 14.842000 0 1
hash i5 1700761246 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached 1 1 1011 3977.41 9.063000 0 1
hash i5 1700761246 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan uncached 1 199 994 3536.06 181.126000 1 1
hash i5 1700761246 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached-os 1 199 994 3536.06 14.798000 1 1
hash i5 1700761247 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached 1 199 994 3536.06 9.106000 1 1
hash i5 1700761247 1000000 random 1000 1000 2-20231016 0 43479 5628 seqscan uncached 1 54 1000 55978.90 342.031000 0 1
hash i5 1700761247 1000000 random 1000 1000 2-20231016 0 43479 5628 seqscan cached-os 1 54 1000 55978.90 144.739000 0 1
hash i5 1700761248 1000000 random 1000 1000 2-20231016 0 43479 5628 seqscan cached 1 54 1000 55978.90 129.917000 0 1
hash i5 1700761248 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan uncached 2 392 1025 3977.41 185.605000 0 1
hash i5 1700761248 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached-os 2 392 1025 3977.41 14.570000 0 1
hash i5 1700761248 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached 2 392 1025 3977.41 8.929000 0 1
hash i5 1700761249 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan uncached 2 293 1016 3536.06 182.243000 1 1
hash i5 1700761249 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached-os 2 293 1016 3536.06 14.926000 1 1
hash i5 1700761249 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached 2 293 1016 3536.06 9.404000 1 1
hash i5 1700761249 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan uncached 3 513 1001 3977.41 179.685000 0 1
hash i5 1700761250 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached-os 3 513 1001 3977.41 14.467000 0 1
hash i5 1700761250 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached 3 513 1001 3977.41 9.075000 0 1
hash i5 1700761250 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan uncached 3 491 947 3536.06 173.354000 1 1
hash i5 1700761251 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached-os 3 491 947 3536.06 14.565000 1 1
hash i5 1700761251 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached 3 491 947 3536.06 9.230000 1 1
hash i5 1700761251 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan uncached 4 652 987 3977.41 176.725000 0 1
hash i5 1700761251 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached-os 4 652 987 3977.41 14.568000 0 1
hash i5 1700761251 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached 4 652 987 3977.41 8.993000 0 1
hash i5 1700761252 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan uncached 4 651 1020 3536.06 184.695000 1 1
hash i5 1700761252 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached-os 4 651 1020 3536.06 14.999000 1 1
hash i5 1700761252 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached 4 651 1020 3536.06 9.590000 1 1
hash i5 1700761252 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan uncached 5 906 956 3977.41 167.817000 0 1
hash i5 1700761253 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached-os 5 906 956 3977.41 14.226000 0 1
hash i5 1700761253 1000000 random 1000 1000 2-20231016 0 43479 5628 indexscan cached 5 906 956 3977.41 9.092000 0 1
hash i5 1700761253 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan uncached 5 828 1042 3536.06 191.198000 1 1
hash i5 1700761254 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached-os 5 828 1042 3536.06 15.101000 1 1
hash i5 1700761254 1000000 random 1000 1000 2-20231016 0 43479 5628 bitmapscan cached 5 828 1042 3536.06 9.571000 1 1
hash i5 1700761254 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan uncached 1 71 1036 3977.41 34.017000 0 1
hash i5 1700761254 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached-os 1 71 1036 3977.41 15.547000 0 1
hash i5 1700761255 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached 1 71 1036 3977.41 9.156000 0 1
hash i5 1700761255 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan uncached 1 141 1019 3536.06 35.132000 1 1
hash i5 1700761255 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached-os 1 141 1019 3536.06 15.895000 1 1
hash i5 1700761255 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached 1 141 1019 3536.06 9.575000 1 1
hash i5 1700761255 1000000 random 1000 1000 2-20231016 32 43479 5628 seqscan uncached 1 97 996 55978.90 345.422000 0 1
hash i5 1700761256 1000000 random 1000 1000 2-20231016 32 43479 5628 seqscan cached-os 1 97 996 55978.90 144.465000 0 1
hash i5 1700761256 1000000 random 1000 1000 2-20231016 32 43479 5628 seqscan cached 1 97 996 55978.90 128.942000 0 1
hash i5 1700761256 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan uncached 2 389 1026 3977.41 33.603000 0 1
hash i5 1700761257 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached-os 2 389 1026 3977.41 15.646000 0 1
hash i5 1700761257 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached 2 389 1026 3977.41 9.164000 0 1
hash i5 1700761257 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan uncached 2 239 1018 3536.06 32.881000 1 1
hash i5 1700761257 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached-os 2 239 1018 3536.06 15.590000 1 1
hash i5 1700761258 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached 2 239 1018 3536.06 9.408000 1 1
hash i5 1700761258 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan uncached 3 442 1020 3977.41 32.654000 0 1
hash i5 1700761258 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached-os 3 442 1020 3977.41 15.403000 0 1
hash i5 1700761258 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached 3 442 1020 3977.41 9.308000 0 1
hash i5 1700761258 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan uncached 3 545 1017 3536.06 31.652000 1 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached-os 3 545 1017 3536.06 15.650000 1 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached 3 545 1017 3536.06 9.246000 1 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan uncached 4 781 986 3977.41 31.146000 0 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached-os 4 781 986 3977.41 15.054000 0 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached 4 781 986 3977.41 9.150000 0 1
hash i5 1700761259 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan uncached 4 666 1025 3536.06 35.161000 1 1
hash i5 1700761260 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached-os 4 666 1025 3536.06 15.749000 1 1
hash i5 1700761260 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached 4 666 1025 3536.06 9.569000 1 1
hash i5 1700761260 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan uncached 5 846 975 3977.41 36.533000 0 1
hash i5 1700761260 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached-os 5 846 975 3977.41 15.195000 0 1
hash i5 1700761261 1000000 random 1000 1000 2-20231016 32 43479 5628 indexscan cached 5 846 975 3977.41 9.124000 0 1
hash i5 1700761261 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan uncached 5 941 992 3536.06 35.060000 1 1
hash i5 1700761261 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached-os 5 941 992 3536.06 15.441000 1 1
hash i5 1700761261 1000000 random 1000 1000 2-20231016 32 43479 5628 bitmapscan cached 5 941 992 3536.06 9.313000 1 1
hash i5 1700761262 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan uncached 1 168 1009 3977.41 38.741000 0 1
hash i5 1700761262 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached-os 1 168 1009 3977.41 15.508000 0 1
hash i5 1700761262 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached 1 168 1009 3977.41 9.024000 0 1
hash i5 1700761262 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan uncached 1 46 1000 3536.06 40.794000 1 1
hash i5 1700761262 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached-os 1 46 1000 3536.06 15.476000 1 1
hash i5 1700761263 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached 1 46 1000 3536.06 9.466000 1 1
hash i5 1700761263 1000000 random 1000 1000 2-20231016 8 43479 5628 seqscan uncached 1 163 985 55978.90 323.681000 0 1
hash i5 1700761263 1000000 random 1000 1000 2-20231016 8 43479 5628 seqscan cached-os 1 163 985 55978.90 146.297000 0 1
hash i5 1700761264 1000000 random 1000 1000 2-20231016 8 43479 5628 seqscan cached 1 163 985 55978.90 130.666000 0 1
hash i5 1700761264 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan uncached 2 308 1016 3977.41 39.568000 0 1
hash i5 1700761264 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached-os 2 308 1016 3977.41 15.301000 0 1
hash i5 1700761264 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached 2 308 1016 3977.41 9.244000 0 1
hash i5 1700761265 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan uncached 2 226 967 3536.06 40.689000 1 1
hash i5 1700761265 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached-os 2 226 967 3536.06 15.180000 1 1
hash i5 1700761265 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached 2 226 967 3536.06 9.541000 1 1
hash i5 1700761265 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan uncached 3 548 1032 3977.41 39.119000 0 1
hash i5 1700761265 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached-os 3 548 1032 3977.41 15.616000 0 1
hash i5 1700761266 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached 3 548 1032 3977.41 8.985000 0 1
hash i5 1700761266 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan uncached 3 487 981 3536.06 40.316000 1 1
hash i5 1700761266 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached-os 3 487 981 3536.06 15.394000 1 1
hash i5 1700761266 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached 3 487 981 3536.06 9.399000 1 1
hash i5 1700761266 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan uncached 4 713 1020 3977.41 42.907000 0 1
hash i5 1700761267 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached-os 4 713 1020 3977.41 15.470000 0 1
hash i5 1700761267 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached 4 713 1020 3977.41 9.298000 0 1
hash i5 1700761267 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan uncached 4 727 967 3536.06 37.127000 1 1
hash i5 1700761267 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached-os 4 727 967 3536.06 15.573000 1 1
hash i5 1700761268 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached 4 727 967 3536.06 9.462000 1 1
hash i5 1700761268 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan uncached 5 840 1028 3977.41 38.895000 0 1
hash i5 1700761268 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached-os 5 840 1028 3977.41 15.744000 0 1
hash i5 1700761268 1000000 random 1000 1000 2-20231016 8 43479 5628 indexscan cached 5 840 1028 3977.41 9.329000 0 1
hash i5 1700761268 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan uncached 5 935 949 3536.06 37.189000 1 1
hash i5 1700761269 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached-os 5 935 949 3536.06 15.133000 1 1
hash i5 1700761269 1000000 random 1000 1000 2-20231016 8 43479 5628 bitmapscan cached 5 935 949 3536.06 9.334000 1 1
hash i5 1700761269 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan uncached 1 41 959 3977.41 172.770000 0 1
hash i5 1700761270 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan cached-os 1 41 959 3977.41 14.343000 0 1
hash i5 1700761270 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan cached 1 41 959 3977.41 8.637000 0 1
hash i5 1700761270 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan uncached 1 16 969 3536.06 177.592000 1 1
hash i5 1700761270 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan cached-os 1 16 969 3536.06 14.763000 1 1
hash i5 1700761271 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan cached 1 16 969 3536.06 9.180000 1 1
hash i5 1700761271 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 seqscan uncached 1 125 991 55978.90 326.997000 0 1
hash i5 1700761271 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 seqscan cached-os 1 125 991 55978.90 145.073000 0 1
hash i5 1700761272 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 seqscan cached 1 125 991 55978.90 129.495000 0 1
hash i5 1700761272 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan uncached 2 288 1009 3977.41 182.347000 0 1
hash i5 1700761272 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan cached-os 2 288 1009 3977.41 14.900000 0 1
hash i5 1700761273 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan cached 2 288 1009 3977.41 9.034000 0 1
hash i5 1700761273 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan uncached 2 283 989 3536.06 176.439000 1 1
hash i5 1700761273 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan cached-os 2 283 989 3536.06 14.977000 1 1
hash i5 1700761273 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 bitmapscan cached 2 283 989 3536.06 9.370000 1 1
hash i5 1700761273 1000000 random 1000 1000 3-prefetchbuffer 0 43479 5628 indexscan uncached 3 405 1021 3977.41 180.633000 0 1
