7 1 serial master uncached 162.000742
7 1 serial master cached 164.179747
4 1 serial master uncached 135.813576
4 1 serial master cached 144.151212
15 1 serial master uncached 215.246045
15 1 serial master cached 173.599108
3 1 serial master uncached 332.427284
3 1 serial master cached 340.376976
2 1 serial master uncached 46.623253
2 1 serial master cached 45.430130
19 1 serial master uncached 157.996209
19 1 serial master cached 14.464182
21 1 serial master uncached 198.888383
21 1 serial master cached 206.934185
17 1 serial master uncached 664.056382
17 1 serial master cached 671.156853
14 1 serial master uncached 475.995607
14 1 serial master cached 55.479911
6 1 serial master uncached 712.954440
6 1 serial master cached 410.990622
18 1 serial master uncached 784.540567
18 1 serial master cached 735.736401
20 1 serial master uncached 772.233327
20 1 serial master cached 747.578679
22 1 serial master uncached 18.241958
22 1 serial master cached 16.823797
10 1 serial master uncached 287.628218
10 1 serial master cached 290.912299
13 1 serial master uncached 188.726213
13 1 serial master cached 189.677614
8 1 serial master uncached 605.773385
8 1 serial master cached 380.061580
11 1 serial master uncached 32.906730
11 1 serial master cached 31.029347
5 1 serial master uncached 400.654182
5 1 serial master cached 410.549608
1 1 serial master uncached 626.534595
1 1 serial master cached 625.794127
12 1 serial master uncached 153.339559
12 1 serial master cached 156.491334
16 1 serial master uncached 80.862121
16 1 serial master cached 77.247212
3 1 serial patched uncached 334.313151
3 1 serial patched cached 339.562481
10 1 serial patched uncached 298.992902
10 1 serial patched cached 300.992686
17 1 serial patched uncached 664.445682
17 1 serial patched cached 655.398830
8 1 serial patched uncached 319.755188
8 1 serial patched cached 172.619449
21 1 serial patched uncached 204.012614
21 1 serial patched cached 209.594483
20 1 serial patched uncached 758.087237
20 1 serial patched cached 729.109899
11 1 serial patched uncached 31.125664
11 1 serial patched cached 31.954540
7 1 serial patched uncached 161.741291
7 1 serial patched cached 174.699587
19 1 serial patched uncached 47.229150
19 1 serial patched cached 14.620161
4 1 serial patched uncached 137.797460
4 1 serial patched cached 137.934368
12 1 serial patched uncached 151.807404
12 1 serial patched cached 157.466263
14 1 serial patched uncached 63.839373
14 1 serial patched cached 56.186940
15 1 serial patched uncached 198.988545
15 1 serial patched cached 185.129549
22 1 serial patched uncached 19.244321
22 1 serial patched cached 17.996913
2 1 serial patched uncached 57.744156
2 1 serial patched cached 42.674634
18 1 serial patched uncached 753.678381
18 1 serial patched cached 746.481267
13 1 serial patched uncached 191.542136
13 1 serial patched cached 185.488174
5 1 serial patched uncached 398.335715
5 1 serial patched cached 401.375981
6 1 serial patched uncached 84.192135
6 1 serial patched cached 74.391203
1 1 serial patched uncached 630.743167
1 1 serial patched cached 627.094522
16 1 serial patched uncached 78.505246
16 1 serial patched cached 76.372922
20 1 parallel master uncached 220.369277
