test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1686887841 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan uncached 1 4891 5019 19744.81 770.165000
btree-saop i5 1686887844 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan cached 1 4891 5019 19744.81 15.474000
btree-saop i5 1686887844 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan uncached 1 1043 4918 19076.94 776.636000
btree-saop i5 1686887845 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan cached 1 1043 4918 19076.94 17.177000
btree-saop i5 1686887845 50000000 random 1000 50000 master 5 1 0 2173914 44238 seqscan uncached 1 4459 4900 2986414.39 15589.326000
btree-saop i5 1686887861 50000000 random 1000 50000 master 5 1 0 2173914 44238 seqscan cached 1 4459 4900 2986414.39 15748.820000
btree-saop i5 1686887876 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan uncached 2 15230 4963 19744.81 766.529000
btree-saop i5 1686887879 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan cached 2 15230 4963 19744.81 14.814000
btree-saop i5 1686887879 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan uncached 2 14493 4960 19076.94 791.668000
btree-saop i5 1686887880 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan cached 2 14493 4960 19076.94 16.151000
btree-saop i5 1686887880 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan uncached 3 23870 4887 19744.81 764.841000
btree-saop i5 1686887881 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan cached 3 23870 4887 19744.81 16.477000
btree-saop i5 1686887881 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan uncached 3 22389 5140 19076.94 813.899000
btree-saop i5 1686887882 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan cached 3 22389 5140 19076.94 16.702000
btree-saop i5 1686887882 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan uncached 4 32068 4928 19744.81 777.470000
btree-saop i5 1686887883 50000000 random 1000 50000 master 5 1 0 2173914 44238 indexscan cached 4 32068 4928 19744.81 18.539000
btree-saop i5 1686887883 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan uncached 4 31445 5047 19076.94 792.414000
btree-saop i5 1686887884 50000000 random 1000 50000 master 5 1 0 2173914 44238 bitmapscan cached 4 31445 5047 19076.94 16.009000
