test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1686847796 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan uncached 1 1629 5006 19972.68 883.447000
btree-saop i5 1686847797 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan cached 1 1629 5006 19972.68 14.805000
btree-saop i5 1686847797 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan uncached 1 1533 4924 18413.85 804.703000
btree-saop i5 1686847799 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan cached 1 1533 4924 18413.85 17.306000
btree-saop i5 1686847799 10000000 random 1000 10000 master 5 1 0 434783 8844 seqscan uncached 1 924 5012 597283.15 3414.818000
btree-saop i5 1686847802 10000000 random 1000 10000 master 5 1 0 434783 8844 seqscan cached 1 924 5012 597283.15 1726.057000
btree-saop i5 1686847804 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan uncached 2 2153 4876 19972.68 734.695000
btree-saop i5 1686847805 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan cached 2 2153 4876 19972.68 14.628000
btree-saop i5 1686847805 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan uncached 2 3261 4990 18413.85 804.535000
btree-saop i5 1686847807 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan cached 2 3261 4990 18413.85 19.479000
btree-saop i5 1686847807 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan uncached 3 4924 4925 19972.68 766.342000
btree-saop i5 1686847808 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan cached 3 4924 4925 19972.68 15.373000
btree-saop i5 1686847808 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan uncached 3 4494 5009 18413.85 811.015000
btree-saop i5 1686847809 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan cached 3 4494 5009 18413.85 16.573000
btree-saop i5 1686847809 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan uncached 4 7892 5042 19972.68 787.902000
btree-saop i5 1686847810 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan cached 4 7892 5042 19972.68 16.681000
btree-saop i5 1686847810 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan uncached 4 7190 4991 18413.85 794.063000
btree-saop i5 1686847811 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan cached 4 7190 4991 18413.85 16.630000
btree-saop i5 1686847811 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan uncached 5 8977 4960 19972.68 761.733000
btree-saop i5 1686847812 10000000 random 1000 10000 master 5 1 0 434783 8844 indexscan cached 5 8977 4960 19972.68 18.526000
btree-saop i5 1686847812 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan uncached 5 8199 4949 18413.85 785.235000
btree-saop i5 1686847814 10000000 random 1000 10000 master 5 1 0 434783 8844 bitmapscan cached 5 8199 4949 18413.85 16.481000
btree-saop i5 1686847814 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan uncached 1 428 5050 19972.68 780.273000
btree-saop i5 1686847815 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan cached 1 428 5050 19972.68 15.588000
btree-saop i5 1686847815 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan uncached 1 171 5087 18413.85 103.994000
btree-saop i5 1686847815 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan cached 1 171 5087 18413.85 17.347000
btree-saop i5 1686847815 10000000 random 1000 10000 master 5 1 32 434783 8844 seqscan uncached 1 504 5036 597283.15 3222.616000
btree-saop i5 1686847819 10000000 random 1000 10000 master 5 1 32 434783 8844 seqscan cached 1 504 5036 597283.15 1716.204000
btree-saop i5 1686847821 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan uncached 2 3603 5066 19972.68 789.944000
btree-saop i5 1686847822 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan cached 2 3603 5066 19972.68 14.783000
btree-saop i5 1686847822 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan uncached 2 2660 4893 18413.85 95.859000
btree-saop i5 1686847822 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan cached 2 2660 4893 18413.85 17.603000
btree-saop i5 1686847822 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan uncached 3 5086 5018 19972.68 783.006000
btree-saop i5 1686847824 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan cached 3 5086 5018 19972.68 16.387000
btree-saop i5 1686847824 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan uncached 3 4204 5030 18413.85 94.887000
btree-saop i5 1686847824 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan cached 3 4204 5030 18413.85 17.297000
btree-saop i5 1686847824 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan uncached 4 7745 5096 19972.68 787.798000
btree-saop i5 1686847825 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan cached 4 7745 5096 19972.68 14.960000
btree-saop i5 1686847825 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan uncached 4 6972 4988 18413.85 96.900000
btree-saop i5 1686847826 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan cached 4 6972 4988 18413.85 16.736000
btree-saop i5 1686847826 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan uncached 5 8492 4941 19972.68 772.395000
btree-saop i5 1686847827 10000000 random 1000 10000 master 5 1 32 434783 8844 indexscan cached 5 8492 4941 19972.68 14.828000
btree-saop i5 1686847827 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan uncached 5 8010 5086 18413.85 96.345000
btree-saop i5 1686847827 10000000 random 1000 10000 master 5 1 32 434783 8844 bitmapscan cached 5 8010 5086 18413.85 16.994000
btree-saop i5 1686847828 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan uncached 1 805 5024 19972.68 783.633000
btree-saop i5 1686847829 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan cached 1 805 5024 19972.68 15.038000
btree-saop i5 1686847829 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan uncached 1 1518 4991 18413.85 789.787000
btree-saop i5 1686847830 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan cached 1 1518 4991 18413.85 16.798000
btree-saop i5 1686847830 10000000 random 1000 10000 master 5 10 0 434783 8844 seqscan uncached 1 8 4985 597283.15 3244.470000
btree-saop i5 1686847833 10000000 random 1000 10000 master 5 10 0 434783 8844 seqscan cached 1 8 4985 597283.15 1728.562000
btree-saop i5 1686847835 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan uncached 2 3482 5093 19972.68 810.585000
btree-saop i5 1686847837 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan cached 2 3482 5093 19972.68 14.822000
btree-saop i5 1686847837 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan uncached 2 2215 5105 18413.85 808.123000
btree-saop i5 1686847838 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan cached 2 2215 5105 18413.85 16.424000
btree-saop i5 1686847838 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan uncached 3 5411 4864 19972.68 761.518000
btree-saop i5 1686847839 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan cached 3 5411 4864 19972.68 17.424000
btree-saop i5 1686847839 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan uncached 3 5376 4999 18413.85 812.458000
btree-saop i5 1686847840 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan cached 3 5376 4999 18413.85 16.568000
btree-saop i5 1686847840 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan uncached 4 6675 4915 19972.68 763.826000
btree-saop i5 1686847841 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan cached 4 6675 4915 19972.68 15.159000
btree-saop i5 1686847841 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan uncached 4 6370 5121 18413.85 780.607000
btree-saop i5 1686847842 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan cached 4 6370 5121 18413.85 16.212000
btree-saop i5 1686847842 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan uncached 5 8588 4969 19972.68 784.681000
btree-saop i5 1686847843 10000000 random 1000 10000 master 5 10 0 434783 8844 indexscan cached 5 8588 4969 19972.68 14.912000
btree-saop i5 1686847843 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan uncached 5 8925 4953 18413.85 754.363000
btree-saop i5 1686847845 10000000 random 1000 10000 master 5 10 0 434783 8844 bitmapscan cached 5 8925 4953 18413.85 16.328000
btree-saop i5 1686847845 10000000 random 1000 10000 master 5 10 32 434783 8844 indexscan uncached 1 1028 5029 19972.68 775.762000
btree-saop i5 1686847846 10000000 random 1000 10000 master 5 10 32 434783 8844 indexscan cached 1 1028 5029 19972.68 15.192000
btree-saop i5 1686847846 10000000 random 1000 10000 master 5 10 32 434783 8844 bitmapscan uncached 1 1868 5100 18413.85 101.587000
btree-saop i5 1686847846 10000000 random 1000 10000 master 5 10 32 434783 8844 bitmapscan cached 1 1868 5100 18413.85 16.661000
btree-saop i5 1686847846 10000000 random 1000 10000 master 5 10 32 434783 8844 seqscan uncached 1 349 4837 597283.15 3239.328000
btree-saop i5 1686847850 10000000 random 1000 10000 master 5 10 32 434783 8844 seqscan cached 1 349 4837 597283.15 1719.655000
btree-saop i5 1686847852 10000000 random 1000 10000 master 5 10 32 434783 8844 indexscan uncached 2 2058 4963 19972.68 763.395000
btree-saop i5 1686847853 10000000 random 1000 10000 master 5 10 32 434783 8844 indexscan cached 2 2058 4963 19972.68 17.650000
btree-saop i5 1686847853 10000000 random 1000 10000 master 5 10 32 434783 8844 bitmapscan uncached 2 2068 5035 18413.85 104.082000
btree-saop i5 1686847854 10000000 random 1000 10000 master 5 10 32 434783 8844 bitmapscan cached 2 2068 5035 18413.85 16.439000
