test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1686838748 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 1 122 4999 18936.91 813.217000
btree-saop i5 1686838749 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 1 122 4999 18936.91 15.165000
btree-saop i5 1686838749 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 1 1 4995 14323.34 806.003000
btree-saop i5 1686838751 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 1 1 4995 14323.34 16.459000
btree-saop i5 1686838751 1000000 random 1000 1000 master 5 1 0 43479 888 seqscan uncached 1 100 5030 59728.87 434.319000
btree-saop i5 1686838751 1000000 random 1000 1000 master 5 1 0 43479 888 seqscan cached 1 100 5030 59728.87 185.168000
btree-saop i5 1686838752 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 2 329 5023 18936.91 786.077000
btree-saop i5 1686838753 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 2 329 5023 18936.91 17.797000
btree-saop i5 1686838753 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 2 332 4996 14323.34 794.295000
btree-saop i5 1686838754 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 2 332 4996 14323.34 15.820000
btree-saop i5 1686838754 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 3 501 5068 18936.91 778.239000
btree-saop i5 1686838755 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 3 501 5068 18936.91 14.552000
btree-saop i5 1686838755 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 3 437 4985 14323.34 791.116000
btree-saop i5 1686838756 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 3 437 4985 14323.34 18.324000
btree-saop i5 1686838756 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 4 652 4964 18936.91 772.301000
btree-saop i5 1686838757 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 4 652 4964 18936.91 14.389000
btree-saop i5 1686838757 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 4 704 5045 15525.30 738.919000
btree-saop i5 1686838758 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 4 704 5045 15525.30 16.567000
btree-saop i5 1686838759 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan uncached 5 812 4981 18936.91 748.292000
btree-saop i5 1686838760 1000000 random 1000 1000 master 5 1 0 43479 888 indexscan cached 5 812 4981 18936.91 14.350000
btree-saop i5 1686838760 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan uncached 5 986 5022 14323.34 739.365000
btree-saop i5 1686838761 1000000 random 1000 1000 master 5 1 0 43479 888 bitmapscan cached 5 986 5022 14323.34 18.880000
btree-saop i5 1686838761 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan uncached 1 139 5067 18936.91 788.099000
btree-saop i5 1686838762 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan cached 1 139 5067 18936.91 14.282000
btree-saop i5 1686838762 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan uncached 1 110 5039 14323.34 108.879000
btree-saop i5 1686838763 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan cached 1 110 5039 14323.34 16.300000
btree-saop i5 1686838763 1000000 random 1000 1000 master 5 1 32 43479 888 seqscan uncached 1 58 5016 59728.87 396.052000
btree-saop i5 1686838763 1000000 random 1000 1000 master 5 1 32 43479 888 seqscan cached 1 58 5016 59728.87 189.356000
btree-saop i5 1686838764 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan uncached 2 369 4971 18936.91 778.055000
btree-saop i5 1686838765 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan cached 2 369 4971 18936.91 13.889000
btree-saop i5 1686838765 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan uncached 2 272 5140 14323.34 103.186000
btree-saop i5 1686838765 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan cached 2 272 5140 14323.34 18.288000
btree-saop i5 1686838765 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan uncached 3 467 5097 18936.91 792.333000
btree-saop i5 1686838766 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan cached 3 467 5097 18936.91 14.408000
btree-saop i5 1686838766 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan uncached 3 535 5094 14323.34 112.485000
btree-saop i5 1686838767 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan cached 3 535 5094 14323.34 16.296000
btree-saop i5 1686838767 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan uncached 4 599 5013 18936.91 785.444000
btree-saop i5 1686838768 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan cached 4 599 5013 18936.91 14.258000
btree-saop i5 1686838768 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan uncached 4 740 5074 14323.34 91.956000
btree-saop i5 1686838768 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan cached 4 740 5074 14323.34 19.242000
btree-saop i5 1686838768 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan uncached 5 852 4956 18936.91 755.049000
btree-saop i5 1686838769 1000000 random 1000 1000 master 5 1 32 43479 888 indexscan cached 5 852 4956 18936.91 15.071000
btree-saop i5 1686838770 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan uncached 5 843 5011 14323.34 97.879000
btree-saop i5 1686838770 1000000 random 1000 1000 master 5 1 32 43479 888 bitmapscan cached 5 843 5011 14323.34 18.164000
btree-saop i5 1686838770 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan uncached 1 88 4995 18936.91 745.032000
btree-saop i5 1686838771 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan cached 1 88 4995 18936.91 14.551000
btree-saop i5 1686838771 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan uncached 1 144 4970 14323.34 713.224000
btree-saop i5 1686838772 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan cached 1 144 4970 14323.34 18.869000
btree-saop i5 1686838772 1000000 random 1000 1000 master 5 10 0 43479 888 seqscan uncached 1 22 4964 59728.87 396.372000
btree-saop i5 1686838773 1000000 random 1000 1000 master 5 10 0 43479 888 seqscan cached 1 22 4964 59728.87 186.686000
btree-saop i5 1686838773 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan uncached 2 271 5001 18936.91 762.415000
btree-saop i5 1686838774 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan cached 2 271 5001 18936.91 14.304000
btree-saop i5 1686838774 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan uncached 2 196 4989 14323.34 738.549000
btree-saop i5 1686838776 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan cached 2 196 4989 14323.34 18.695000
btree-saop i5 1686838776 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan uncached 3 519 5018 18936.91 790.328000
btree-saop i5 1686838777 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan cached 3 519 5018 18936.91 14.430000
btree-saop i5 1686838777 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan uncached 3 396 4756 14323.34 712.177000
btree-saop i5 1686838778 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan cached 3 396 4756 14323.34 16.100000
btree-saop i5 1686838778 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan uncached 4 638 5090 18936.91 789.148000
btree-saop i5 1686838779 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan cached 4 638 5090 18936.91 15.381000
btree-saop i5 1686838779 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan uncached 4 616 4956 14323.34 755.861000
btree-saop i5 1686838780 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan cached 4 616 4956 14323.34 15.699000
btree-saop i5 1686838780 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan uncached 5 802 4921 18936.91 772.163000
btree-saop i5 1686838781 1000000 random 1000 1000 master 5 10 0 43479 888 indexscan cached 5 802 4921 18936.91 16.012000
btree-saop i5 1686838781 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan uncached 5 913 5102 14323.34 707.353000
btree-saop i5 1686838782 1000000 random 1000 1000 master 5 10 0 43479 888 bitmapscan cached 5 913 5102 14323.34 15.473000
btree-saop i5 1686838783 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan uncached 1 5 4975 18936.91 769.869000
btree-saop i5 1686838784 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan cached 1 5 4975 18936.91 15.037000
btree-saop i5 1686838784 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan uncached 1 87 4884 14323.34 103.558000
btree-saop i5 1686838784 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan cached 1 87 4884 14323.34 16.352000
btree-saop i5 1686838784 1000000 random 1000 1000 master 5 10 32 43479 888 seqscan uncached 1 1 5046 59728.87 376.057000
btree-saop i5 1686838785 1000000 random 1000 1000 master 5 10 32 43479 888 seqscan cached 1 1 5046 59728.87 187.853000
btree-saop i5 1686838785 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan uncached 2 282 4973 18936.91 772.287000
btree-saop i5 1686838786 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan cached 2 282 4973 18936.91 14.773000
btree-saop i5 1686838786 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan uncached 2 240 5102 14323.34 95.738000
btree-saop i5 1686838787 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan cached 2 240 5102 14323.34 19.398000
btree-saop i5 1686838787 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan uncached 3 401 5069 18936.91 789.605000
btree-saop i5 1686838788 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan cached 3 401 5069 18936.91 17.525000
btree-saop i5 1686838788 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan uncached 3 523 4961 14323.34 101.267000
btree-saop i5 1686838788 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan cached 3 523 4961 14323.34 19.089000
btree-saop i5 1686838788 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan uncached 4 691 5042 18936.91 778.663000
btree-saop i5 1686838789 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan cached 4 691 5042 18936.91 14.263000
btree-saop i5 1686838789 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan uncached 4 707 4954 14323.34 94.088000
btree-saop i5 1686838790 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan cached 4 707 4954 14323.34 18.107000
btree-saop i5 1686838790 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan uncached 5 880 5015 18936.91 770.685000
btree-saop i5 1686838791 1000000 random 1000 1000 master 5 10 32 43479 888 indexscan cached 5 880 5015 18936.91 14.431000
btree-saop i5 1686838791 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan uncached 5 795 4899 15453.50 95.140000
btree-saop i5 1686838791 1000000 random 1000 1000 master 5 10 32 43479 888 bitmapscan cached 5 795 4899 15453.50 19.389000
btree-saop i5 1686838792 1000000 random 1000 1000 master 10 1 0 43479 888 indexscan uncached 1 195 9996 35937.85 1339.357000
btree-saop i5 1686838793 1000000 random 1000 1000 master 10 1 0 43479 888 indexscan cached 1 195 9996 35937.85 21.167000
btree-saop i5 1686838793 1000000 random 1000 1000 master 10 1 0 43479 888 bitmapscan uncached 1 190 9992 23849.55 816.580000
btree-saop i5 1686838795 1000000 random 1000 1000 master 10 1 0 43479 888 bitmapscan cached 1 190 9992 23849.55 22.323000
btree-saop i5 1686838795 1000000 random 1000 1000 master 10 1 0 43479 888 seqscan uncached 1 71 9997 58478.90 418.517000
btree-saop i5 1686838795 1000000 random 1000 1000 master 10 1 0 43479 888 seqscan cached 1 71 9997 58478.90 172.371000
btree-saop i5 1686838796 1000000 random 1000 1000 master 10 1 0 43479 888 indexscan uncached 2 370 9876 35937.85 1389.877000
btree-saop i5 1686838797 1000000 random 1000 1000 master 10 1 0 43479 888 indexscan cached 2 370 9876 35937.85 19.759000
