test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1688021470 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan uncached 1 77 4983 18867.91 763.962000
btree-saop i5 1688021471 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan cached 1 77 4983 18867.91 14.567000
btree-saop i5 1688021471 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan uncached 1 132 4989 14280.03 784.366000
btree-saop i5 1688021472 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan cached 1 132 4989 14280.03 15.742000
btree-saop i5 1688021472 1000000 random 1000 1000 master 5 1 0 43479 887 seqscan uncached 1 121 5026 59728.87 423.671000
btree-saop i5 1688021473 1000000 random 1000 1000 master 5 1 0 43479 887 seqscan cached 1 121 5026 59728.87 190.626000
btree-saop i5 1688021473 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan uncached 2 292 5011 18867.91 756.730000
btree-saop i5 1688021474 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan cached 2 292 5011 18867.91 13.554000
btree-saop i5 1688021474 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan uncached 2 256 5222 14280.03 806.860000
btree-saop i5 1688021475 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan cached 2 256 5222 14280.03 15.102000
btree-saop i5 1688021475 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan uncached 3 526 5117 18867.91 775.608000
btree-saop i5 1688021476 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan cached 3 526 5117 18867.91 14.057000
btree-saop i5 1688021476 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan uncached 3 417 5000 14280.03 775.372000
btree-saop i5 1688021477 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan cached 3 417 5000 14280.03 15.417000
btree-saop i5 1688021477 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan uncached 4 696 4948 18867.91 761.467000
btree-saop i5 1688021478 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan cached 4 696 4948 18867.91 13.985000
btree-saop i5 1688021478 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan uncached 4 657 4985 14280.03 749.852000
btree-saop i5 1688021480 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan cached 4 657 4985 14280.03 15.514000
btree-saop i5 1688021480 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan uncached 5 866 5011 18867.91 771.860000
btree-saop i5 1688021481 1000000 random 1000 1000 master 5 1 0 43479 887 indexscan cached 5 866 5011 18867.91 13.614000
btree-saop i5 1688021481 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan uncached 5 798 4987 14280.03 760.094000
btree-saop i5 1688021482 1000000 random 1000 1000 master 5 1 0 43479 887 bitmapscan cached 5 798 4987 14280.03 15.287000
btree-saop i5 1688021482 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan uncached 1 163 5020 18867.91 764.914000
btree-saop i5 1688021483 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan cached 1 163 5020 18867.91 13.704000
btree-saop i5 1688021483 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan uncached 1 157 4994 14280.03 102.303000
btree-saop i5 1688021484 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan cached 1 157 4994 14280.03 15.831000
btree-saop i5 1688021484 1000000 random 1000 1000 master 5 1 32 43479 887 seqscan uncached 1 93 4932 59728.87 433.571000
btree-saop i5 1688021484 1000000 random 1000 1000 master 5 1 32 43479 887 seqscan cached 1 93 4932 59728.87 199.111000
btree-saop i5 1688021485 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan uncached 2 370 4930 18867.91 768.437000
btree-saop i5 1688021486 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan cached 2 370 4930 18867.91 14.035000
btree-saop i5 1688021486 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan uncached 2 212 5026 14280.03 103.737000
btree-saop i5 1688021486 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan cached 2 212 5026 14280.03 16.248000
btree-saop i5 1688021486 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan uncached 3 498 4931 18867.91 742.636000
btree-saop i5 1688021487 1000000 random 1000 1000 master 5 1 32 43479 887 indexscan cached 3 498 4931 18867.91 14.076000
btree-saop i5 1688021487 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan uncached 3 540 5030 14280.03 111.812000
btree-saop i5 1688021488 1000000 random 1000 1000 master 5 1 32 43479 887 bitmapscan cached 3 540 5030 14280.03 16.240000
