test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1688059323 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan uncached 1 2702 5038 19831.35 785.917000
btree-saop i5 1688059325 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan cached 1 2702 5038 19831.35 13.905000
btree-saop i5 1688059325 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan uncached 1 6024 4997 19160.75 786.767000
btree-saop i5 1688059327 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan cached 1 6024 4997 19160.75 15.238000
btree-saop i5 1688059327 50000000 random 1000 50000 master 5 1 0 2173914 44234 seqscan uncached 1 4016 4819 2986414.39 16435.071000
btree-saop i5 1688059343 50000000 random 1000 50000 master 5 1 0 2173914 44234 seqscan cached 1 4016 4819 2986414.39 15731.251000
btree-saop i5 1688059359 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan uncached 2 14620 4989 19831.35 788.100000
btree-saop i5 1688059361 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan cached 2 14620 4989 19831.35 13.498000
btree-saop i5 1688059361 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan uncached 2 15987 4990 19160.75 767.207000
btree-saop i5 1688059362 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan cached 2 15987 4990 19160.75 15.210000
btree-saop i5 1688059362 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan uncached 3 21056 4919 19831.35 734.205000
btree-saop i5 1688059363 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan cached 3 21056 4919 19831.35 13.540000
btree-saop i5 1688059363 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan uncached 3 23608 5081 19160.75 800.647000
btree-saop i5 1688059364 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan cached 3 23608 5081 19160.75 15.678000
btree-saop i5 1688059364 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan uncached 4 32893 5054 19831.35 793.413000
btree-saop i5 1688059365 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan cached 4 32893 5054 19831.35 13.671000
btree-saop i5 1688059365 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan uncached 4 39742 4952 19160.75 794.604000
btree-saop i5 1688059366 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan cached 4 39742 4952 19160.75 15.116000
btree-saop i5 1688059367 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan uncached 5 40422 5048 19831.35 781.300000
btree-saop i5 1688059368 50000000 random 1000 50000 master 5 1 0 2173914 44234 indexscan cached 5 40422 5048 19831.35 14.112000
btree-saop i5 1688059368 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan uncached 5 43707 5076 19160.75 805.046000
btree-saop i5 1688059369 50000000 random 1000 50000 master 5 1 0 2173914 44234 bitmapscan cached 5 43707 5076 19160.75 15.624000
btree-saop i5 1688059369 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan uncached 1 5613 4829 19831.35 742.101000
btree-saop i5 1688059370 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan cached 1 5613 4829 19831.35 14.569000
btree-saop i5 1688059370 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan uncached 1 8673 4996 19160.75 103.475000
btree-saop i5 1688059371 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan cached 1 8673 4996 19160.75 15.835000
btree-saop i5 1688059371 50000000 random 1000 50000 master 5 1 32 2173914 44234 seqscan uncached 1 155 4998 2986414.39 15473.876000
btree-saop i5 1688059386 50000000 random 1000 50000 master 5 1 32 2173914 44234 seqscan cached 1 155 4998 2986414.39 15531.768000
btree-saop i5 1688059402 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan uncached 2 15201 5139 19831.35 791.485000
btree-saop i5 1688059404 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan cached 2 15201 5139 19831.35 13.978000
btree-saop i5 1688059404 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan uncached 2 16658 4991 19160.75 100.011000
btree-saop i5 1688059404 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan cached 2 16658 4991 19160.75 15.616000
btree-saop i5 1688059404 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan uncached 3 24472 5016 19831.35 791.886000
btree-saop i5 1688059405 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan cached 3 24472 5016 19831.35 13.661000
btree-saop i5 1688059405 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan uncached 3 27528 4971 19160.75 102.148000
btree-saop i5 1688059406 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan cached 3 27528 4971 19160.75 16.004000
btree-saop i5 1688059406 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan uncached 4 35768 4997 19831.35 774.153000
btree-saop i5 1688059407 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan cached 4 35768 4997 19831.35 14.357000
btree-saop i5 1688059407 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan uncached 4 30630 4957 19160.75 100.073000
btree-saop i5 1688059407 50000000 random 1000 50000 master 5 1 32 2173914 44234 bitmapscan cached 4 30630 4957 19160.75 15.945000
btree-saop i5 1688059407 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan uncached 5 44574 5012 19831.35 779.830000
btree-saop i5 1688059408 50000000 random 1000 50000 master 5 1 32 2173914 44234 indexscan cached 5 44574 5012 19831.35 14.340000
