test machine time rows dataset matches distinct build nvalues distance prefetch table_size index_size scan_type caching run value nfound cost duration
btree-saop i5 1688027830 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 1 345 4963 19957.39 935.679000
btree-saop i5 1688027832 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 1 345 4963 19957.39 14.143000
btree-saop i5 1688027832 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 1 1516 4948 18399.67 963.017000
btree-saop i5 1688027833 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 1 1516 4948 18399.67 15.942000
btree-saop i5 1688027833 10000000 random 1000 10000 master 5 1 0 434783 8849 seqscan uncached 1 1492 4891 597283.15 4944.841000
btree-saop i5 1688027838 10000000 random 1000 10000 master 5 1 0 434783 8849 seqscan cached 1 1492 4891 597283.15 1793.586000
btree-saop i5 1688027840 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 2 2024 5033 19957.39 945.526000
btree-saop i5 1688027841 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 2 2024 5033 19957.39 13.983000
btree-saop i5 1688027841 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 2 2188 5072 18399.67 940.848000
btree-saop i5 1688027843 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 2 2188 5072 18399.67 15.131000
btree-saop i5 1688027843 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 3 4399 5059 19957.39 910.780000
btree-saop i5 1688027844 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 3 4399 5059 19957.39 14.043000
btree-saop i5 1688027844 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 3 4102 5007 18399.67 910.759000
btree-saop i5 1688027845 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 3 4102 5007 18399.67 15.528000
btree-saop i5 1688027845 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 4 6691 4890 19957.39 907.002000
btree-saop i5 1688027846 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 4 6691 4890 19957.39 14.077000
btree-saop i5 1688027847 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 4 7692 5005 18399.67 908.348000
btree-saop i5 1688027848 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 4 7692 5005 18399.67 15.263000
btree-saop i5 1688027848 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan uncached 5 8336 4992 19957.39 916.995000
btree-saop i5 1688027849 10000000 random 1000 10000 master 5 1 0 434783 8849 indexscan cached 5 8336 4992 19957.39 13.767000
btree-saop i5 1688027849 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan uncached 5 8566 4989 18399.67 907.905000
btree-saop i5 1688027850 10000000 random 1000 10000 master 5 1 0 434783 8849 bitmapscan cached 5 8566 4989 18399.67 15.083000
btree-saop i5 1688027851 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan uncached 1 1847 5078 19957.39 926.961000
btree-saop i5 1688027852 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan cached 1 1847 5078 19957.39 13.560000
btree-saop i5 1688027852 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan uncached 1 677 4920 18399.67 127.393000
btree-saop i5 1688027852 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan cached 1 677 4920 18399.67 16.442000
btree-saop i5 1688027852 10000000 random 1000 10000 master 5 1 32 434783 8849 seqscan uncached 1 562 4958 597283.15 4462.121000
btree-saop i5 1688027857 10000000 random 1000 10000 master 5 1 32 434783 8849 seqscan cached 1 562 4958 597283.15 1777.188000
btree-saop i5 1688027859 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan uncached 2 3640 4940 19957.39 827.863000
btree-saop i5 1688027860 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan cached 2 3640 4940 19957.39 14.502000
btree-saop i5 1688027860 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan uncached 2 2808 4957 18399.67 126.278000
btree-saop i5 1688027861 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan cached 2 2808 4957 18399.67 15.656000
btree-saop i5 1688027861 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan uncached 3 4975 5016 19957.39 868.466000
btree-saop i5 1688027862 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan cached 3 4975 5016 19957.39 14.494000
btree-saop i5 1688027862 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan uncached 3 4539 4886 18399.67 114.077000
btree-saop i5 1688027862 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan cached 3 4539 4886 18399.67 15.833000
btree-saop i5 1688027862 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan uncached 4 7653 4946 19957.39 882.271000
btree-saop i5 1688027864 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan cached 4 7653 4946 19957.39 13.719000
btree-saop i5 1688027864 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan uncached 4 6812 4900 18399.67 117.941000
btree-saop i5 1688027864 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan cached 4 6812 4900 18399.67 16.266000
btree-saop i5 1688027864 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan uncached 5 9963 5008 19957.39 860.765000
btree-saop i5 1688027865 10000000 random 1000 10000 master 5 1 32 434783 8849 indexscan cached 5 9963 5008 19957.39 14.160000
btree-saop i5 1688027865 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan uncached 5 9702 4976 18399.67 120.488000
btree-saop i5 1688027866 10000000 random 1000 10000 master 5 1 32 434783 8849 bitmapscan cached 5 9702 4976 18399.67 15.677000
btree-saop i5 1688027866 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan uncached 1 1401 5045 19957.39 891.154000
btree-saop i5 1688027867 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan cached 1 1401 5045 19957.39 13.702000
btree-saop i5 1688027867 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan uncached 1 1540 5095 18399.67 887.496000
btree-saop i5 1688027868 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan cached 1 1540 5095 18399.67 15.334000
btree-saop i5 1688027868 10000000 random 1000 10000 master 5 10 0 434783 8849 seqscan uncached 1 1288 4958 597283.15 3920.130000
btree-saop i5 1688027873 10000000 random 1000 10000 master 5 10 0 434783 8849 seqscan cached 1 1288 4958 597283.15 1782.043000
btree-saop i5 1688027874 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan uncached 2 2847 5013 19957.39 845.599000
btree-saop i5 1688027876 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan cached 2 2847 5013 19957.39 14.455000
btree-saop i5 1688027876 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan uncached 2 3488 4857 18399.67 856.826000
btree-saop i5 1688027877 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan cached 2 3488 4857 18399.67 15.687000
btree-saop i5 1688027877 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan uncached 3 3988 4933 19957.39 859.484000
btree-saop i5 1688027878 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan cached 3 3988 4933 19957.39 13.480000
btree-saop i5 1688027878 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan uncached 3 4358 5129 18399.67 889.700000
btree-saop i5 1688027880 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan cached 3 4358 5129 18399.67 15.236000
btree-saop i5 1688027880 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan uncached 4 6178 5060 19957.39 874.003000
btree-saop i5 1688027881 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan cached 4 6178 5060 19957.39 14.241000
btree-saop i5 1688027881 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan uncached 4 6386 5101 18399.67 854.524000
btree-saop i5 1688027882 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan cached 4 6386 5101 18399.67 15.304000
btree-saop i5 1688027882 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan uncached 5 9648 4920 19957.39 800.951000
btree-saop i5 1688027883 10000000 random 1000 10000 master 5 10 0 434783 8849 indexscan cached 5 9648 4920 19957.39 14.436000
btree-saop i5 1688027883 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan uncached 5 9811 4966 18399.67 849.847000
btree-saop i5 1688027884 10000000 random 1000 10000 master 5 10 0 434783 8849 bitmapscan cached 5 9811 4966 18399.67 16.134000
btree-saop i5 1688027885 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan uncached 1 476 5038 19957.39 839.320000
btree-saop i5 1688027886 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan cached 1 476 5038 19957.39 14.319000
btree-saop i5 1688027886 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan uncached 1 345 4979 18399.67 117.785000
btree-saop i5 1688027886 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan cached 1 345 4979 18399.67 16.886000
btree-saop i5 1688027886 10000000 random 1000 10000 master 5 10 32 434783 8849 seqscan uncached 1 205 4913 597283.15 3838.063000
btree-saop i5 1688027890 10000000 random 1000 10000 master 5 10 32 434783 8849 seqscan cached 1 205 4913 597283.15 1777.647000
btree-saop i5 1688027892 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan uncached 2 3300 4923 19957.39 809.818000
btree-saop i5 1688027894 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan cached 2 3300 4923 19957.39 14.489000
btree-saop i5 1688027894 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan uncached 2 2389 5024 18399.67 130.419000
btree-saop i5 1688027894 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan cached 2 2389 5024 18399.67 16.327000
btree-saop i5 1688027894 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan uncached 3 4356 5029 19957.39 843.383000
btree-saop i5 1688027895 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan cached 3 4356 5029 19957.39 13.583000
btree-saop i5 1688027895 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan uncached 3 5299 5119 18399.67 115.729000
btree-saop i5 1688027896 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan cached 3 5299 5119 18399.67 16.035000
btree-saop i5 1688027896 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan uncached 4 7333 4988 19957.39 817.898000
btree-saop i5 1688027897 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan cached 4 7333 4988 19957.39 13.252000
btree-saop i5 1688027897 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan uncached 4 7835 5074 18399.67 134.484000
btree-saop i5 1688027897 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan cached 4 7835 5074 18399.67 15.938000
btree-saop i5 1688027897 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan uncached 5 8690 4991 19957.39 863.235000
btree-saop i5 1688027899 10000000 random 1000 10000 master 5 10 32 434783 8849 indexscan cached 5 8690 4991 19957.39 13.370000
btree-saop i5 1688027899 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan uncached 5 9243 4950 18399.67 121.407000
btree-saop i5 1688027899 10000000 random 1000 10000 master 5 10 32 434783 8849 bitmapscan cached 5 9243 4950 18399.67 16.353000
btree-saop i5 1688027899 10000000 random 1000 10000 master 10 1 0 434783 8849 indexscan uncached 1 1319 9972 39690.80 1598.661000
btree-saop i5 1688027901 10000000 random 1000 10000 master 10 1 0 434783 8849 indexscan cached 1 1319 9972 39690.80 19.543000
btree-saop i5 1688027901 10000000 random 1000 10000 master 10 1 0 434783 8849 bitmapscan uncached 1 1844 10090 35283.50 1683.679000
btree-saop i5 1688027903 10000000 random 1000 10000 master 10 1 0 434783 8849 bitmapscan cached 1 1844 10090 35283.50 22.870000
btree-saop i5 1688027903 10000000 random 1000 10000 master 10 1 0 434783 8849 seqscan uncached 1 559 9871 584783.16 3377.816000
btree-saop i5 1688027907 10000000 random 1000 10000 master 10 1 0 434783 8849 seqscan cached 1 559 9871 584783.16 1568.824000
btree-saop i5 1688027909 10000000 random 1000 10000 master 10 1 0 434783 8849 indexscan uncached 2 2375 9869 39690.80 1549.848000
btree-saop i5 1688027911 10000000 random 1000 10000 master 10 1 0 434783 8849 indexscan cached 2 2375 9869 39690.80 19.293000
btree-saop i5 1688027911 10000000 random 1000 10000 master 10 1 0 434783 8849 bitmapscan uncached 2 2810 10042 35283.50 1601.082000
