13 1 serial master uncached 86.621849
13 1 serial master cached 88.170041
3 1 serial master uncached 93.280046
3 1 serial master cached 95.963606
10 1 serial master uncached 160.778275
10 1 serial master cached 166.661063
17 1 serial master uncached 333.538668
17 1 serial master cached 335.012591
12 1 serial master uncached 78.481940
12 1 serial master cached 77.450937
6 1 serial master uncached 730.894959
6 1 serial master cached 726.030140
16 1 serial master uncached 36.176330
16 1 serial master cached 35.078812
15 1 serial master uncached 108.638421
15 1 serial master cached 108.093895
11 1 serial master uncached 69.888368
11 1 serial master cached 49.263483
21 1 serial master uncached 108.180932
21 1 serial master cached 108.909217
14 1 serial master uncached 459.440109
14 1 serial master cached 460.569992
4 1 serial master uncached 85.572175
4 1 serial master cached 88.041093
20 1 serial master uncached 277.346973
20 1 serial master cached 272.510138
1 1 serial master uncached 320.803103
1 1 serial master cached 322.597281
7 1 serial master uncached 87.560570
7 1 serial master cached 94.011751
22 1 serial master uncached 9.775554
22 1 serial master cached 8.194136
2 1 serial master uncached 29.515600
2 1 serial master cached 28.698019
8 1 serial master uncached 635.890370
8 1 serial master cached 622.306758
5 1 serial master uncached 226.107873
5 1 serial master cached 227.926229
18 1 serial master uncached 109.213843
18 1 serial master cached 110.568229
19 1 serial master uncached 109.049163
19 1 serial master cached 108.926205
15 1 serial patched uncached 113.498590
15 1 serial patched cached 109.747507
18 1 serial patched uncached 134.357141
18 1 serial patched cached 132.316507
4 1 serial patched uncached 84.376525
4 1 serial patched cached 87.599468
13 1 serial patched uncached 87.278100
13 1 serial patched cached 90.768610
11 1 serial patched uncached 27.274428
11 1 serial patched cached 12.586233
22 1 serial patched uncached 9.545487
22 1 serial patched cached 8.109506
12 1 serial patched uncached 76.223758
12 1 serial patched cached 77.501693
10 1 serial patched uncached 160.810996
10 1 serial patched cached 162.852201
17 1 serial patched uncached 294.724717
17 1 serial patched cached 295.782523
1 1 serial patched uncached 316.845574
1 1 serial patched cached 314.991697
16 1 serial patched uncached 37.082967
16 1 serial patched cached 35.754380
20 1 serial patched uncached 280.428631
20 1 serial patched cached 275.943338
7 1 serial patched uncached 94.768799
7 1 serial patched cached 90.907167
6 1 serial patched uncached 73.911172
6 1 serial patched cached 76.989309
2 1 serial patched uncached 29.836392
2 1 serial patched cached 32.407868
19 1 serial patched uncached 33.775398
19 1 serial patched cached 35.770983
14 1 serial patched uncached 47.219834
14 1 serial patched cached 52.306553
3 1 serial patched uncached 105.672016
3 1 serial patched cached 102.752599
21 1 serial patched uncached 107.948929
21 1 serial patched cached 109.891000
5 1 serial patched uncached 228.836292
5 1 serial patched cached 226.571784
8 1 serial patched uncached 398.899402
8 1 serial patched cached 394.457553
16 1 parallel master uncached 36.442185
16 1 parallel master cached 35.123938
20 1 parallel master uncached 107.190700
20 1 parallel master cached 115.552076
7 1 parallel master uncached 181.692849
7 1 parallel master cached 184.892128
10 1 parallel master uncached 56.205157
10 1 parallel master cached 57.136182
18 1 parallel master uncached 76.051160
18 1 parallel master cached 73.412779
21 1 parallel master uncached 56.966760
21 1 parallel master cached 57.177481
11 1 parallel master uncached 34.752055
11 1 parallel master cached 20.075352
12 1 parallel master uncached 55.989145
12 1 parallel master cached 56.768691
17 1 parallel master uncached 143.803752
17 1 parallel master cached 146.477838
15 1 parallel master uncached 77.546246
15 1 parallel master cached 77.593716
19 1 parallel master uncached 24.285616
19 1 parallel master cached 24.751656
8 1 parallel master uncached 186.137876
8 1 parallel master cached 183.165499
22 1 parallel master uncached 7.587128
22 1 parallel master cached 2.126244
2 1 parallel master uncached 26.448854
2 1 parallel master cached 26.156073
3 1 parallel master uncached 58.743190
3 1 parallel master cached 59.352554
4 1 parallel master uncached 78.177452
4 1 parallel master cached 76.951595
14 1 parallel master uncached 22.066281
14 1 parallel master cached 19.963261
13 1 parallel master uncached 86.652148
13 1 parallel master cached 88.645223
5 1 parallel master uncached 45.624295
5 1 parallel master cached 45.431207
6 1 parallel master uncached 35.916317
6 1 parallel master cached 35.269052
1 1 parallel master uncached 81.772787
1 1 parallel master cached 82.338533
5 1 parallel patched uncached 45.600314
5 1 parallel patched cached 45.480071
2 1 parallel patched uncached 26.367772
2 1 parallel patched cached 26.295166
16 1 parallel patched uncached 36.998063
16 1 parallel patched cached 35.854197
12 1 parallel patched uncached 56.237817
12 1 parallel patched cached 55.942061
6 1 parallel patched uncached 37.512747
6 1 parallel patched cached 37.534728
17 1 parallel patched uncached 142.168638
17 1 parallel patched cached 144.368691
3 1 parallel patched uncached 60.456422
3 1 parallel patched cached 60.917680
10 1 parallel patched uncached 56.749845
10 1 parallel patched cached 57.174546
4 1 parallel patched uncached 75.881211
4 1 parallel patched cached 77.914302
13 1 parallel patched uncached 87.677966
13 1 parallel patched cached 89.913398
18 1 parallel patched uncached 155.412650
18 1 parallel patched cached 152.863225
